state,district,villages,nh_median_km,nh_mean_km,nh_within_10km_pct,nh_within_25km_pct,nh_within_50km_pct,expressway_median_km,expressway_mean_km,expressway_within_10km_pct,expressway_within_25km_pct,expressway_within_50km_pct,rail_station_median_km,rail_station_mean_km,rail_station_within_10km_pct,rail_station_within_25km_pct,rail_station_within_50km_pct,freight_terminal_median_km,freight_terminal_mean_km,freight_terminal_within_10km_pct,freight_terminal_within_25km_pct,freight_terminal_within_50km_pct,port_median_km,port_mean_km,port_within_10km_pct,port_within_25km_pct,port_within_50km_pct,icd_median_km,icd_mean_km,icd_within_10km_pct,icd_within_25km_pct,icd_within_50km_pct,icp_median_km,icp_mean_km,icp_within_10km_pct,icp_within_25km_pct,icp_within_50km_pct,air_cargo_median_km,air_cargo_mean_km,air_cargo_within_10km_pct,air_cargo_within_25km_pct,air_cargo_within_50km_pct,mmlp_median_km,mmlp_mean_km,mmlp_within_10km_pct,mmlp_within_25km_pct,mmlp_within_50km_pct,iw_terminal_median_km,iw_terminal_mean_km,iw_terminal_within_10km_pct,iw_terminal_within_25km_pct,iw_terminal_within_50km_pct,fci_depot_median_km,fci_depot_mean_km,fci_depot_within_10km_pct,fci_depot_within_25km_pct,fci_depot_within_50km_pct,census2011_population
Gujarat,AMRELI,696,4.82,6.28,78.01724137931035,100.0,100.0,97.825,96.88,0.0,0.0,0.2873563218390804,8.0,9.97,59.05172413793104,97.70114942528735,100.0,149.67000000000002,153.87,0.0,0.0,0.0,64.14,60.62,3.160919540229885,16.954022988505745,36.92528735632184,106.17,108.86,0.0,0.0,0.0,1106.11,1106.7,0.0,0.0,0.0,156.5,157.07,0.0,0.0,0.0,164.4,164.84,0.0,0.0,0.0,1058.03,1057.21,0.0,0.0,0.0,106.45,108.41,0.0,0.0,0.0,1427317.0
Gujarat,ANAND,438,5.585,7.01,72.3744292237443,99.77168949771688,100.0,88.58000000000001,88.55,0.0,0.0,0.684931506849315,6.145,9.15,64.84018264840182,94.29223744292236,100.0,62.295,60.9,0.0,0.0,16.666666666666664,88.66,90.28,0.0,0.0,0.0,72.37,73.27,0.0,0.0,0.0,956.89,956.01,0.0,0.0,0.0,70.86500000000001,71.97,0.0,0.0,0.0,141.84500000000003,142.43,0.0,0.0,0.0,979.67,981.31,0.0,0.0,0.0,67.62,68.51,0.0,0.0,2.054794520547945,2100423.0
Gujarat,ARVALLI,729,8.25,10.03,58.43621399176955,94.10150891632372,100.0,187.33,187.7,0.0,0.0,0.0,10.66,11.92,47.05075445816186,93.82716049382717,100.0,126.84,124.16,0.0,0.0,0.0,210.59,209.06,0.0,0.0,0.0,92.81,89.0,0.0,0.0,1.7832647462277091,840.51,840.69,0.0,0.0,0.0,89.21,85.43,0.0,0.0,3.155006858710562,248.58,250.36,0.0,0.0,0.0,977.48,978.54,0.0,0.0,0.0,96.9,93.04,0.0,0.0,1.2345679012345678,1053947.0
Gujarat,BANAS KANTHA,1274,6.07,7.72,68.75981161695447,98.82260596546313,100.0,47.74,56.07,12.323390894819466,28.885400313971743,51.569858712715856,13.05,15.55,39.010989010989015,84.30141287284144,97.25274725274726,134.48,135.92,0.0,0.0,0.0,239.1,232.99,0.0,0.0,0.0,137.70499999999998,141.61,0.0,0.0,0.0,781.9449999999999,784.37,0.0,0.0,0.0,138.99,143.29,0.0,0.0,0.0,340.975,345.03,0.0,0.0,0.0,1079.66,1079.48,0.0,0.0,0.0,143.13,147.02,0.0,0.0,0.0,3152346.0
Gujarat,BHARUCH,715,6.6,8.4,63.91608391608392,97.2027972027972,100.0,92.65,94.83,0.0,0.0,1.118881118881119,12.23,13.15,39.16083916083916,92.5874125874126,100.0,50.06,50.5,0.0,1.5384615384615383,49.790209790209786,51.28,54.79,0.6993006993006993,6.293706293706294,45.59440559440559,75.06,75.21,0.0,0.0,7.552447552447552,1032.43,1029.74,0.0,0.0,0.0,80.14,78.74,0.0,0.0,6.153846153846154,71.31,70.98,0.0,0.0,12.167832167832168,920.07,921.85,0.0,0.0,0.0,71.31,70.46,0.0,0.0,12.167832167832168,1521670.0
Gujarat,BHAVNAGAR,756,8.235,10.01,57.27513227513228,95.5026455026455,100.0,36.82,39.78,7.5396825396825395,29.100529100529094,68.25396825396825,13.64,14.42,37.3015873015873,84.52380952380952,100.0,146.365,147.84,0.0,0.0,0.0,56.785,54.54,0.0,5.952380952380952,35.18518518518518,111.385,108.52,0.0,0.0,0.0,1076.68,1076.99,0.0,0.0,0.0,102.855,101.72,0.0,0.0,0.0,108.93,107.42,0.0,0.0,0.0,1006.585,1007.17,0.0,0.0,0.0,107.255,103.44,0.0,0.0,0.0,2329324.0
Gujarat,BOTAD,212,7.245,8.52,64.62264150943396,100.0,100.0,47.575,45.74,0.0,7.547169811320755,59.905660377358494,7.66,8.9,64.15094339622641,100.0,100.0,103.7,103.27,0.0,0.0,0.0,98.895,98.14,0.0,0.0,0.0,91.565,92.33,0.0,0.0,0.0,1016.93,1020.72,0.0,0.0,0.0,139.07,137.64,0.0,0.0,0.0,155.425,156.76,0.0,0.0,0.0,1057.3249999999998,1057.08,0.0,0.0,0.0,91.48,91.94,0.0,0.0,0.0,1057895.0
Gujarat,CHHOTAUDEPUR,904,10.55,11.31,48.34070796460177,93.25221238938052,100.0,178.85,177.45,0.0,0.0,0.0,15.455,17.04,32.30088495575221,74.88938053097345,100.0,65.53,64.52,0.0,0.2212389380530973,21.570796460176997,145.32999999999998,145.44,0.0,0.0,0.0,144.85000000000002,145.96,0.0,0.0,0.0,975.475,972.46,0.0,0.0,0.0,149.16500000000002,150.21,0.0,0.0,0.0,150.74,152.29,0.0,0.0,0.0,881.72,882.36,0.0,0.0,0.0,143.345,145.36,0.0,0.0,0.0,1941542.0
Gujarat,DAHOD,718,8.219999999999999,9.27,56.40668523676881,100.0,100.0,178.26999999999998,175.56,0.0,0.0,0.0,16.945,17.67,32.45125348189415,74.65181058495823,99.86072423398328,125.14,123.8,0.0,0.0,0.0,205.615,204.74,0.0,0.0,0.0,145.94,145.76,0.0,0.0,0.0,896.85,895.6,0.0,0.0,0.0,145.47500000000002,145.81,0.0,0.0,0.0,183.355,179.78,0.0,0.0,0.0,911.315,910.02,0.0,0.0,0.0,150.17,149.75,0.0,0.0,0.0,2190352.0
Gujarat,DANGS,311,4.65,8.17,66.2379421221865,98.07073954983925,100.0,84.65,84.63,0.0,0.0,0.0,24.54,23.38,10.289389067524116,51.446945337620576,100.0,148.98,148.56,0.0,0.0,0.0,116.49,114.45,0.0,0.0,0.0,81.07,81.96,0.0,0.0,0.0,1111.43,1110.58,0.0,0.0,0.0,108.07,106.11,0.0,0.0,0.0,83.65,83.61,0.0,0.0,0.0,803.01,805.26,0.0,0.0,0.0,83.65,83.61,0.0,0.0,0.0,231744.0
Gujarat,DEVBHUMI DW>RKA,1,10.75,10.75,0.0,100.0,100.0,245.2,245.2,0.0,0.0,0.0,11.31,11.31,0.0,100.0,100.0,179.48,179.48,0.0,0.0,0.0,73.05,73.05,0.0,0.0,0.0,122.13,122.13,0.0,0.0,0.0,1084.94,1084.94,0.0,0.0,0.0,355.92,355.92,0.0,0.0,0.0,395.59,395.59,0.0,0.0,0.0,1296.21,1296.21,0.0,0.0,0.0,121.37,121.37,0.0,0.0,0.0,846677.0
Gujarat,DEVBHUMI DWARKA,300,4.5,5.81,78.0,100.0,100.0,239.955,241.43,0.0,0.0,0.0,8.67,9.5,57.99999999999999,98.33333333333331,100.0,156.655,160.64,0.0,0.0,0.0,87.62,86.5,0.0,0.0,1.3333333333333337,121.22,121.45,0.0,0.0,0.0,1099.6799999999998,1098.5,0.0,0.0,0.0,326.34000000000003,333.07,0.0,0.0,0.0,349.24,355.01,0.0,0.0,0.0,1247.8,1253.13,0.0,0.0,0.0,121.47,121.45,0.0,0.0,0.0,846677.0
Gujarat,DEVBHUMI DWARKAl,32,15.735,15.59,18.75,93.75,100.0,242.545,237.78,0.0,0.0,0.0,16.7,17.29,18.75,90.625,100.0,175.53,170.17,0.0,0.0,0.0,70.675,66.99,0.0,0.0,6.25,119.465,114.99,0.0,0.0,0.0,1084.0549999999998,1080.62,0.0,0.0,0.0,351.94500000000005,346.54,0.0,0.0,0.0,390.515,386.44,0.0,0.0,0.0,1291.05,1287.39,0.0,0.0,0.0,118.765,114.35,0.0,0.0,0.0,846677.0
Gujarat,GANDHINAGAR,302,8.205,8.63,61.25827814569536,100.0,100.0,137.155,138.7,0.0,0.0,0.0,7.84,8.9,62.251655629139066,100.0,100.0,59.065,55.95,0.0,4.635761589403973,30.132450331125828,168.05,169.88,0.0,0.0,0.0,29.315,29.02,1.3245033112582782,37.41721854304636,98.67549668874172,876.6949999999999,875.08,0.0,0.0,0.0,27.29,27.81,2.3178807947019866,43.377483443708606,99.00662251655628,226.07,227.24,0.0,0.0,0.0,1042.015,1040.68,0.0,0.0,0.0,33.635,33.55,0.0,25.165562913907287,93.04635761589404,1401533.0
Gujarat,GIR SOMNATH,386,3.885,5.46,83.41968911917098,100.0,100.0,167.17000000000002,165.33,0.0,0.0,0.0,6.3100000000000005,7.09,76.16580310880829,100.0,100.0,205.51,204.61,0.0,0.0,0.0,86.72,83.0,0.0,0.0,12.694300518134716,155.35000000000002,154.58,0.0,0.0,0.0,1174.465,1173.91,0.0,0.0,0.0,208.815,205.18,0.0,0.0,0.0,218.725,214.95,0.0,0.0,0.0,1083.94,1082.93,0.0,0.0,0.0,155.755,155.01,0.0,0.0,0.0,564694.0
Gujarat,JAMNAGAR,483,5.59,6.75,73.91304347826086,100.0,100.0,179.23,178.83,0.0,0.0,0.0,11.74,13.45,43.89233954451346,85.09316770186336,100.0,91.47,90.6,0.0,0.0,7.867494824016563,71.47,73.56,0.0,0.0,15.734989648033126,62.18,62.89,0.0,0.0,29.81366459627329,1052.38,1051.21,0.0,0.0,0.0,263.13,260.52,0.0,0.0,0.0,295.8,296.54,0.0,0.0,0.0,1197.24,1198.87,0.0,0.0,0.0,62.68,63.93,0.0,0.0,26.70807453416149,1707586.0
Gujarat,JUNAGADH,583,8.27,9.99,56.60377358490566,95.02572898799316,100.0,180.79,178.31,0.0,0.0,0.0,9.11,10.68,55.06003430531733,94.68267581475128,100.0,160.37,162.7,0.0,0.0,0.0,129.25,127.34,0.0,0.0,0.0,111.37,112.81,0.0,0.0,0.0,1136.04,1138.79,0.0,0.0,0.0,243.51,242.6,0.0,0.0,0.0,251.86,250.98,0.0,0.0,0.0,1137.83,1136.82,0.0,0.0,0.0,111.84,113.28,0.0,0.0,0.0,2074644.0
Gujarat,KACHCHH,990,9.0,12.36,53.13131313131313,85.05050505050505,100.0,172.33499999999998,164.94,0.0,0.5050505050505051,4.94949494949495,35.135,40.69,20.707070707070702,39.8989898989899,66.06060606060606,150.92,150.9,0.0,0.0,0.0,59.52,64.47,3.636363636363636,14.444444444444445,40.2020202020202,78.315,80.18,2.727272727272727,8.484848484848486,26.86868686868687,986.94,980.85,0.0,0.0,0.0,311.55499999999995,306.68,0.0,0.0,0.0,400.74,403.31,0.0,0.0,0.0,1303.575,1303.47,0.0,0.0,0.0,78.345,79.27,2.8282828282828283,9.090909090909092,27.77777777777778,2090570.0
Gujarat,KHEDA,598,5.535,6.34,78.59531772575251,100.0,100.0,124.98,123.09,0.0,0.0,0.0,6.67,7.72,69.7324414715719,99.83277591973244,100.0,76.11500000000001,76.05,0.0,0.0,1.3377926421404682,130.95499999999998,131.99,0.0,0.0,0.0,49.125,50.0,0.0,0.5016722408026756,52.675585284280935,916.17,914.16,0.0,0.0,0.0,46.585,47.18,0.0,2.0066889632107023,61.03678929765886,181.085,183.25,0.0,0.0,0.0,999.515,997.21,0.0,0.0,0.0,47.08,48.09,0.0,3.3444816053511706,58.862876254180605,1995596.0
Gujarat,MAHESANA,674,9.89,10.82,50.29673590504451,96.43916913946587,100.0,113.905,112.36,0.0,0.0,0.0,10.475,13.01,48.81305637982196,84.56973293768546,100.0,69.765,67.91,1.9287833827893173,9.495548961424332,29.080118694362017,208.04,209.3,0.0,0.0,0.0,64.985,65.75,0.0,1.1869436201780417,25.51928783382789,840.405,840.27,0.0,0.0,0.0,66.225,66.84,0.0,0.0,24.33234421364985,269.74,270.25,0.0,0.0,0.0,1060.66,1057.26,0.0,0.0,0.0,70.14,70.69,0.0,0.2967359050445104,21.216617210682493,2031996.0
Gujarat,MAHISAGAR,744,32.245000000000005,30.47,3.897849462365592,25.940860215053764,100.0,194.495,192.94,0.0,0.0,0.0,36.735,36.21,0.0,15.053763440860216,93.27956989247312,129.165,128.22,0.0,0.0,0.0,200.315,198.14,0.0,0.0,0.0,111.325,109.98,0.0,0.0,0.0,867.71,867.47,0.0,0.0,0.0,107.2,105.89,0.0,0.0,0.0,219.34,218.44,0.0,0.0,0.0,953.125,953.58,0.0,0.0,0.0,113.59,112.09,0.0,0.0,0.0,750914.0
Gujarat,MORBI,375,5.82,7.57,70.66666666666667,99.2,100.0,106.29,104.26,0.0,0.0,0.0,7.22,8.21,66.93333333333334,99.46666666666668,100.0,26.63,26.32,8.799999999999999,47.46666666666667,98.4,76.99,75.53,0.0,0.0,10.666666666666668,25.21,25.11,10.4,49.06666666666666,98.66666666666669,974.75,972.94,0.0,0.0,0.0,177.29,177.02,0.0,0.0,0.0,264.98,264.95,0.0,0.0,0.0,1162.17,1162.93,0.0,0.0,0.0,54.41,55.4,0.0,4.266666666666667,41.6,1475820.0
Gujarat,NARMADA,678,5.77,6.56,77.72861356932154,99.85250737463129,100.0,155.95999999999998,155.08,0.0,0.0,0.0,26.975,26.47,6.1946902654867255,43.80530973451327,100.0,55.865,57.0,0.0,1.1799410029498525,41.88790560471977,114.635,113.63,0.0,0.0,0.0,103.865,105.12,0.0,0.0,0.0,1024.78,1024.05,0.0,0.0,0.0,114.77,115.71,0.0,0.0,0.0,104.15,104.95,0.0,0.0,0.0,869.86,867.75,0.0,0.0,0.0,104.15,104.95,0.0,0.0,0.0,595064.0
Gujarat,NAVSARI,404,3.1,3.79,95.04950495049503,100.0,100.0,115.315,111.03,0.0,0.0,0.0,10.18,11.72,48.76237623762376,92.32673267326732,100.0,138.95,137.94,0.0,0.0,0.0,49.88,53.98,0.0,5.198019801980198,50.0,37.135000000000005,38.9,2.4752475247524752,27.22772277227723,67.32673267326733,1129.005,1128.4,0.0,0.0,0.0,44.325,47.66,0.7425742574257426,12.871287128712872,58.415841584158414,45.055,46.63,0.0,14.356435643564357,59.65346534653465,868.155,863.41,0.0,0.0,0.0,45.055,46.63,0.0,14.356435643564357,59.65346534653465,1331457.0
Gujarat,PANCH MAHALS,643,8.25,9.38,59.09797822706066,96.73405909797825,100.0,167.0,168.65,0.0,0.0,0.0,12.12,12.45,42.92379471228615,96.42301710730948,100.0,72.54,75.29,0.0,0.0,13.21928460342146,149.32,152.86,0.0,0.0,0.0,116.54,115.46,0.0,0.0,0.0,925.97,924.07,0.0,0.0,0.0,112.71,111.73,0.0,0.0,0.0,179.48,180.2,0.0,0.0,0.0,933.96,933.13,0.0,0.0,0.0,115.65,114.61,0.0,0.0,0.0,1498314.0
Gujarat,PATAN,554,8.54,10.58,55.415162454873645,93.68231046931407,100.0,60.39,54.05,7.039711191335741,19.494584837545126,36.28158844765343,9.44,10.97,53.79061371841155,94.7653429602888,100.0,89.84,89.15,0.0,0.0,0.0,193.7,188.45,0.0,0.0,0.0,102.785,103.45,0.0,0.0,0.0,840.045,838.09,0.0,0.0,0.0,105.35,110.7,0.0,0.0,0.0,302.61,302.63,0.0,0.0,0.0,1104.645,1111.76,0.0,0.0,0.0,107.235,110.33,0.0,0.0,0.0,1362004.0
Gujarat,PORBANDAR,185,3.12,4.31,88.64864864864866,100.0,100.0,230.47,232.15,0.0,0.0,0.0,16.74,16.2,29.18918918918919,81.08108108108108,100.0,166.75,166.16,0.0,0.0,0.0,130.33,130.16,0.0,0.0,0.0,127.45,125.69,0.0,0.0,0.0,1129.79,1131.6,0.0,0.0,0.0,304.06,306.61,0.0,0.0,0.0,311.62,314.44,0.0,0.0,0.0,1201.59,1204.95,0.0,0.0,0.0,127.92,126.11,0.0,0.0,0.0,593588.0
Gujarat,RAJKOT,677,8.18,9.24,56.72082717872969,99.55686853766618,100.0,138.27,135.9,0.0,0.0,0.0,10.76,13.13,47.41506646971935,85.96750369276218,100.0,84.19,85.49,0.0,0.0,11.078286558345644,120.37,116.27,0.0,0.0,0.0,44.31,44.16,5.760709010339734,26.292466765140325,57.60709010339734,1052.19,1056.8,0.0,0.0,0.0,215.24,215.1,0.0,0.0,0.0,235.64,233.73,0.0,0.0,0.0,1137.78,1135.38,0.0,0.0,0.0,44.46,44.4,5.465288035450517,26.14475627769572,56.72082717872969,2648396.0
Gujarat,SABAR KANTHA,768,6.005,7.04,73.69791666666666,99.86979166666666,100.0,154.44,153.17,0.0,0.0,0.0,8.02,10.12,59.375,92.83854166666666,100.0,114.015,116.74,0.0,0.0,0.0,233.71,233.22,0.0,0.0,0.0,89.86,91.72,0.0,0.0,9.244791666666668,809.97,810.59,0.0,0.0,0.0,88.05000000000001,89.62,0.0,0.0,11.848958333333332,284.53,283.02,0.0,0.0,0.0,1001.505,1001.24,0.0,0.0,0.0,95.64,97.39,0.0,0.0,4.427083333333334,1396009.0
Gujarat,SURAT,758,5.34,6.3,77.04485488126649,100.0,100.0,119.185,116.22,0.0,0.0,0.0,9.605,10.42,52.242744063324544,96.43799472295514,100.0,92.06,93.06,0.0,0.0,0.0,51.055,52.59,1.1873350923482848,8.970976253298153,47.62532981530343,32.980000000000004,35.4,6.860158311345646,30.343007915567284,79.55145118733509,1080.465,1082.01,0.0,0.0,0.0,42.69,44.6,1.7150395778364116,17.810026385224276,63.3245382585752,33.995000000000005,36.18,5.277044854881266,30.606860158311346,77.44063324538259,881.695,885.22,0.0,0.0,0.0,33.995000000000005,36.18,5.277044854881266,30.606860158311346,77.44063324538259,6108237.0
Gujarat,SURENDRANAGAR,628,7.375,9.94,58.43949044585988,93.78980891719743,100.0,90.205,87.76,0.0,0.0,1.1146496815286624,10.595,12.78,47.92993630573248,87.73885350318471,100.0,54.62,54.22,0.0,1.4331210191082804,38.53503184713376,127.985,130.37,0.0,0.0,0.0,69.9,67.19,0.0,0.3184713375796179,24.363057324840764,964.85,960.58,0.0,0.0,0.0,116.03,119.11,0.0,0.0,0.0,214.055,215.73,0.0,0.0,0.0,1105.905,1103.46,0.0,0.0,0.0,76.43,73.37,0.0,0.3184713375796179,16.719745222929934,1660322.0
Gujarat,TAPI,521,4.41,5.61,83.49328214971209,100.0,100.0,126.21,129.27,0.0,0.0,0.0,12.13,11.95,41.074856046065264,98.84836852207292,100.0,109.61,110.76,0.0,0.0,0.0,91.17,100.03,0.0,0.0,0.0,68.06,77.03,0.0,0.0,14.39539347408829,1090.12,1081.44,0.0,0.0,0.0,81.99,90.79,0.0,0.0,0.5758157389635317,73.57,81.97,0.0,0.0,6.525911708253358,837.22,836.02,0.0,0.0,0.0,73.57,81.97,0.0,0.0,6.525911708253358,807495.0
Gujarat,VADODARA,702,10.5,10.73,48.433048433048434,99.43019943019942,100.0,122.665,120.95,0.0,0.0,0.0,6.98,7.47,70.08547008547008,100.0,100.0,25.33,29.58,7.54985754985755,48.86039886039886,86.32478632478633,97.015,96.34,0.0,0.0,0.0,105.735,105.18,0.0,0.0,0.0,977.23,973.14,0.0,0.0,0.0,105.815,105.28,0.0,0.0,0.0,121.69,125.87,0.0,0.0,0.0,933.82,933.36,0.0,0.0,0.0,101.435,101.58,0.0,0.0,0.0,2284641.0
Gujarat,VALSAD,504,3.925,5.92,78.37301587301587,100.0,100.0,88.195,86.19,0.0,0.0,0.7936507936507936,16.495,18.53,41.46825396825397,63.888888888888886,99.20634920634922,149.35000000000002,146.43,0.0,0.0,0.0,88.66,87.89,0.0,0.0,0.3968253968253968,69.755,69.85,0.0,0.0,5.158730158730158,1168.935,1170.24,0.0,0.0,0.0,85.99000000000001,84.79,0.0,0.0,1.5873015873015872,72.66999999999999,73.77,0.0,0.0,0.992063492063492,845.6500000000001,842.53,0.0,0.0,0.0,72.66999999999999,73.77,0.0,0.0,0.992063492063492,1711120.0
Gujarat,__STATE__,19824,,8.809910990679933,63.12550443906376,94.42594834543986,100.0,,123.39966840977564,1.281275221953188,3.702582728006457,8.36864406779661,,13.077758541654584,44.693301049233256,82.74313962873285,97.85108958837772,,96.66283233523856,0.5901937046004843,3.82364810330912,15.28954802259887,,119.79778525755152,0.3631961259079903,2.2195318805488298,10.008071025020175,,81.09728629439113,1.064366424535916,5.286521388216303,17.86723163841808,,985.385895372678,0.0,0.0,0.0,,126.0103394218059,0.3127522195318805,2.3052865213882163,10.07869249394673,,196.438164430991,0.201775625504439,1.4628732849071833,4.812348668280872,,1026.992331711931,0.0,0.0,0.0,,82.46899827891902,0.7516142050040355,4.217110573042777,15.930185633575464,62133044.0
Haryana,AMBALA,487,2.87,3.63,95.07186858316224,100.0,100.0,41.74,42.39,1.4373716632443532,14.784394250513348,65.09240246406571,11.65,12.88,45.17453798767967,88.50102669404517,100.0,102.34,101.67,0.0,0.0,0.0,1029.14,1030.01,0.0,0.0,0.0,71.5,71.75,0.0,0.0,0.0,239.62,236.87,0.0,0.0,0.0,194.61,195.46,0.0,0.0,0.0,107.69,104.89,0.0,0.0,0.0,800.37,800.12,0.0,0.0,0.0,54.88,52.86,0.0,1.4373716632443532,37.37166324435318,1109877.0
Haryana,BHIWANI,270,5.425,7.17,68.88888888888889,100.0,100.0,43.52,42.41,3.7037037037037033,18.88888888888889,65.18518518518519,9.455,10.86,52.22222222222223,98.88888888888889,100.0,58.745,55.94,0.0,7.037037037037037,34.07407407407408,829.0899999999999,830.69,0.0,0.0,0.0,99.025,99.93,0.0,0.0,0.0,287.62,286.59,0.0,0.0,0.0,122.345,120.43,0.0,0.0,0.0,164.82,164.96,0.0,0.0,0.0,785.15,785.3,0.0,0.0,0.0,108.925,105.91,0.0,0.0,0.0,1163029.0
Haryana,CHARKI DADRI,172,2.81,3.18,98.83720930232558,100.0,100.0,12.27,14.79,43.604651162790695,77.90697674418605,100.0,11.165,11.11,42.44186046511628,100.0,100.0,45.14,43.41,0.0,12.790697674418606,63.95348837209303,825.895,827.74,0.0,0.0,0.0,68.96,68.91,0.0,0.0,0.5813953488372093,313.21500000000003,313.92,0.0,0.0,0.0,90.975,92.32,0.0,0.0,0.0,185.12,184.75,0.0,0.0,0.0,752.645,753.96,0.0,0.0,0.0,100.305,100.24,0.0,0.0,0.0,1163029.0
Haryana,FARIDABAD,189,7.73,7.8,65.07936507936508,100.0,100.0,26.86,27.65,0.0,40.21164021164021,100.0,7.57,8.01,64.55026455026454,100.0,100.0,24.0,23.36,0.5291005291005291,55.02645502645503,100.0,867.09,866.52,0.0,0.0,0.0,10.0,9.96,50.264550264550266,100.0,100.0,370.45,371.5,0.0,0.0,0.0,33.85,33.96,0.0,13.756613756613756,99.47089947089948,250.61,251.29,0.0,0.0,0.0,640.2,640.0,0.0,0.0,0.0,32.36,32.6,0.0,15.343915343915343,100.0,1678700.0
Haryana,FATEHABAD,244,10.99,11.12,43.85245901639344,99.18032786885246,100.0,77.235,75.75,0.0,0.0,0.4098360655737705,14.49,14.12,37.29508196721312,88.11475409836066,100.0,34.730000000000004,32.24,6.967213114754098,23.36065573770492,97.95081967213116,892.97,889.36,0.0,0.0,0.0,140.38,143.23,0.0,0.0,0.0,189.89,190.14,0.0,0.0,0.0,184.13,184.19,0.0,0.0,0.0,69.755,73.01,0.0,0.0,2.459016393442623,853.645,854.11,0.0,0.0,0.0,67.47,69.62,0.0,0.0,5.737704918032787,980269.0
Haryana,GURUGRAM,287,2.72,3.18,99.65156794425089,100.0,100.0,16.18,15.62,33.10104529616725,82.22996515679442,100.0,6.66,8.26,66.55052264808361,100.0,100.0,19.31,18.61,12.54355400696864,83.97212543554006,100.0,845.26,844.05,0.0,0.0,0.0,16.21,15.85,22.99651567944251,90.59233449477352,100.0,371.46,372.93,0.0,0.0,0.0,31.57,30.41,3.8327526132404177,32.05574912891986,98.9547038327526,228.83,230.39,0.0,0.0,0.0,677.94,676.19,0.0,0.0,0.0,40.14,41.04,0.0,9.059233449477352,74.21602787456446,1524153.0
Haryana,HISAR,267,5.66,7.01,72.65917602996255,99.625468164794,100.0,52.43,52.35,0.0,13.108614232209735,46.06741573033708,8.92,9.36,58.05243445692884,100.0,100.0,48.89,46.23,0.3745318352059925,7.865168539325842,52.05992509363296,869.62,868.08,0.0,0.0,0.0,135.8,136.63,0.0,0.0,0.0,239.73,239.04,0.0,0.0,0.0,141.84,142.06,0.0,0.0,0.0,115.63,114.47,0.0,0.0,0.0,813.27,813.47,0.0,0.0,0.0,80.54,80.53,0.0,0.0,6.741573033707865,1699184.0
Haryana,JHAJJAR,263,4.16,5.24,84.03041825095056,100.0,100.0,26.79,25.55,5.323193916349809,39.163498098859314,100.0,11.3,11.35,43.346007604562736,100.0,100.0,23.03,22.97,6.844106463878327,61.59695817490495,100.0,852.16,852.49,0.0,0.0,0.0,35.33,35.4,0.0,18.250950570342205,91.25475285171105,338.21,337.47,0.0,0.0,0.0,44.77,44.91,0.0,6.844106463878327,61.59695817490495,197.03,196.24,0.0,0.0,0.0,710.92,711.79,0.0,0.0,0.0,55.12,54.72,0.0,0.0,39.92395437262358,957466.0
Haryana,JIND,305,3.46,4.52,89.8360655737705,100.0,100.0,11.63,17.68,44.59016393442623,71.14754098360656,98.0327868852459,5.34,6.25,83.60655737704919,100.0,100.0,46.64,45.5,0.0,6.557377049180328,61.31147540983607,914.96,914.99,0.0,0.0,0.0,111.59,113.94,0.0,0.0,0.0,253.06,247.46,0.0,0.0,0.0,113.84,119.98,0.0,0.0,0.0,107.9,101.95,0.0,0.0,0.0,780.18,784.54,0.0,0.0,0.0,31.86,29.34,11.80327868852459,31.475409836065577,98.0327868852459,1305897.0
Haryana,KAITHAL,278,6.19,8.3,64.38848920863309,100.0,100.0,22.855,21.08,24.46043165467626,59.35251798561151,100.0,14.245,14.58,35.61151079136691,85.25179856115108,100.0,55.555,54.76,0.0,0.0,30.215827338129497,958.015,957.06,0.0,0.0,0.0,121.02,118.59,0.0,0.0,0.0,217.88,218.7,0.0,0.0,0.0,154.735,157.44,0.0,0.0,0.0,67.475,68.62,0.0,0.0,14.028776978417264,807.665,806.88,0.0,0.0,0.0,20.005000000000003,19.01,14.028776978417264,76.97841726618705,100.0,1086526.0
Haryana,KARNAL,430,6.13,7.43,70.69767441860465,100.0,100.0,13.65,14.25,28.37209302325581,91.86046511627907,100.0,10.57,11.19,46.51162790697674,99.06976744186046,100.0,47.535,48.01,0.0,4.883720930232558,54.18604651162791,976.62,975.31,0.0,0.0,0.0,113.415,110.24,0.0,0.0,0.0,269.195,269.02,0.0,0.0,0.0,130.38,129.92,0.0,0.0,0.0,120.7,119.98,0.0,0.0,0.0,757.78,757.0,0.0,0.0,0.0,17.325000000000003,17.64,15.58139534883721,81.62790697674419,100.0,1418199.0
Haryana,KURUKSHETRA,418,5.0,6.19,77.75119617224881,100.0,100.0,20.24,19.93,21.770334928229666,64.11483253588517,100.0,8.435,9.33,58.133971291866025,99.76076555023924,100.0,78.96000000000001,79.37,0.0,0.0,0.0,1000.705,999.03,0.0,0.0,0.0,101.82,100.78,0.0,0.0,0.0,241.145,240.65,0.0,0.0,0.0,165.405,165.7,0.0,0.0,0.0,96.955,96.25,0.0,0.0,0.0,787.2149999999999,787.57,0.0,0.0,0.0,37.77,37.94,0.0,4.784688995215311,95.21531100478468,1003833.0
