state,district,district_code,pop_2011,is_island,primary_port,primary_port_probability,primary_port_drive_hours,secondary_port,secondary_port_probability,secondary_port_drive_hours,hinterland_category,contestability_index
Nagaland,MON,261.0,262850,False,Paradip Port,24.7,31.3,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.1,24.36,Highly Contested / Split Hinterland,0.944
Nagaland,NIULAND,709.0,30977,False,Paradip Port,25.4,27.44,Syama Prasad Mookerjee Port (Kolkata/Haldia),21.0,20.5,Highly Contested / Split Hinterland,0.956
Nagaland,NOKLAK,708.0,74596,False,Paradip Port,24.6,31.76,Syama Prasad Mookerjee Port (Kolkata/Haldia),18.9,24.82,Highly Contested / Split Hinterland,0.943
Nagaland,PEREN,271.0,100009,False,Paradip Port,25.5,27.07,Syama Prasad Mookerjee Port (Kolkata/Haldia),21.3,20.12,Highly Contested / Split Hinterland,0.958
Nagaland,PHEK,266.0,154411,False,Paradip Port,24.7,31.3,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.1,24.36,Highly Contested / Split Hinterland,0.944
Nagaland,SHAMATOR,712.0,37716,False,Paradip Port,24.7,31.38,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.1,24.44,Highly Contested / Split Hinterland,0.944
Nagaland,TSEMINYU,710.0,51815,False,Paradip Port,25.3,28.32,Syama Prasad Mookerjee Port (Kolkata/Haldia),20.5,21.38,Highly Contested / Split Hinterland,0.953
Nagaland,TUENSANG,267.0,64644,False,Paradip Port,24.5,32.38,Syama Prasad Mookerjee Port (Kolkata/Haldia),18.7,25.44,Highly Contested / Split Hinterland,0.941
Nagaland,WOKHA,264.0,162495,False,Paradip Port,25.1,28.98,Syama Prasad Mookerjee Port (Kolkata/Haldia),20.2,22.04,Highly Contested / Split Hinterland,0.95
Nagaland,ZUNHEBOTO,263.0,147838,False,Paradip Port,25.0,29.99,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.7,23.05,Highly Contested / Split Hinterland,0.947
Odisha,ANUGUL,384.0,1278369,False,Paradip Port,49.5,6.63,Syama Prasad Mookerjee Port (Kolkata/Haldia),17.5,8.3,Highly Contested / Split Hinterland,0.68
Odisha,BALANGIR,393.0,1656214,False,Paradip Port,40.0,7.56,Visakhapatnam Port,23.7,7.68,Highly Contested / Split Hinterland,0.837
Odisha,BALASORE,377.0,2288802,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),44.8,3.41,Paradip Port,33.5,6.11,Highly Contested / Split Hinterland,0.887
Odisha,BARGARH,370.0,1489765,False,Paradip Port,45.3,6.73,Visakhapatnam Port,19.9,8.2,Highly Contested / Split Hinterland,0.746
Odisha,BHADRAK,378.0,1509391,False,Paradip Port,44.9,5.45,Syama Prasad Mookerjee Port (Kolkata/Haldia),29.2,4.71,Highly Contested / Split Hinterland,0.843
Odisha,BOUDH,391.0,437710,False,Paradip Port,50.0,6.06,Visakhapatnam Port,16.8,8.69,Dominant / Mildly Contested,0.668
Odisha,CUTTACK,381.0,2562386,False,Paradip Port,56.4,4.76,Syama Prasad Mookerjee Port (Kolkata/Haldia),15.8,6.85,Dominant / Mildly Contested,0.594
Odisha,DEOGARH,373.0,344217,False,Paradip Port,55.3,5.08,Syama Prasad Mookerjee Port (Kolkata/Haldia),17.7,6.75,Dominant / Mildly Contested,0.624
Odisha,DHENKANAL,383.0,1198423,False,Paradip Port,78.8,2.65,Syama Prasad Mookerjee Port (Kolkata/Haldia),8.0,7.08,Captive Hinterland,0.292
Odisha,GAJAPATI,389.0,597457,False,Visakhapatnam Port,56.5,3.84,Paradip Port,17.1,10.72,Dominant / Mildly Contested,0.606
Odisha,GANJAM,388.0,3509632,False,Visakhapatnam Port,39.5,4.88,Paradip Port,29.0,7.95,Highly Contested / Split Hinterland,0.895
Odisha,JAGATSINGHPUR,380.0,1120376,False,Paradip Port,48.9,5.61,Syama Prasad Mookerjee Port (Kolkata/Haldia),18.4,6.75,Highly Contested / Split Hinterland,0.695
Odisha,JAJAPUR,382.0,1827544,False,Paradip Port,51.5,4.73,Syama Prasad Mookerjee Port (Kolkata/Haldia),23.1,5.12,Dominant / Mildly Contested,0.716
Odisha,JHARSUGUDA,371.0,576512,False,Paradip Port,50.7,6.27,Syama Prasad Mookerjee Port (Kolkata/Haldia),17.6,7.94,Dominant / Mildly Contested,0.668
Odisha,KALAHANDI,395.0,1587808,False,Visakhapatnam Port,34.1,5.9,Paradip Port,31.8,8.32,Highly Contested / Split Hinterland,0.977
Odisha,KANDHAMAL,390.0,736047,False,Visakhapatnam Port,31.8,6.63,Paradip Port,30.9,9.11,Highly Contested / Split Hinterland,0.991
Odisha,KENDRAPARA,379.0,1435800,False,Paradip Port,95.7,1.0,Syama Prasad Mookerjee Port (Kolkata/Haldia),1.7,7.73,Captive Hinterland,0.06
Odisha,KEONJHAR (KENDUJHAR),375.0,1813036,False,Paradip Port,69.6,3.03,Syama Prasad Mookerjee Port (Kolkata/Haldia),15.7,4.98,Dominant / Mildly Contested,0.461
Odisha,KHORDHA,386.0,2328209,False,Paradip Port,43.6,5.66,Visakhapatnam Port,24.6,5.92,Highly Contested / Split Hinterland,0.81
Odisha,KORAPUT,398.0,1331316,False,Visakhapatnam Port,54.0,3.99,Paradip Port,17.6,10.64,Dominant / Mildly Contested,0.636
Odisha,MALKANGIRI,399.0,611009,False,Visakhapatnam Port,43.8,5.29,Paradip Port,18.8,11.94,Highly Contested / Split Hinterland,0.75
Odisha,MAYURBHANJ,376.0,2537032,False,Paradip Port,45.6,5.29,Syama Prasad Mookerjee Port (Kolkata/Haldia),35.2,4.12,Highly Contested / Split Hinterland,0.896
Odisha,NABARANGAPUR,397.0,1255617,False,Visakhapatnam Port,40.5,5.57,Paradip Port,25.3,10.01,Highly Contested / Split Hinterland,0.848
Odisha,NAYAGARH,385.0,968485,False,Paradip Port,43.2,6.51,Visakhapatnam Port,21.3,7.38,Highly Contested / Split Hinterland,0.782
Odisha,NUAPARHA,394.0,610872,False,Paradip Port,34.8,8.96,Visakhapatnam Port,23.6,8.39,Highly Contested / Split Hinterland,0.888
Odisha,PURI,387.0,1661262,False,Paradip Port,46.6,6.05,Visakhapatnam Port,18.9,7.73,Highly Contested / Split Hinterland,0.723
Odisha,RAYAGARHA,396.0,968526,False,Visakhapatnam Port,43.9,5.86,Paradip Port,19.3,13.04,Highly Contested / Split Hinterland,0.754
Odisha,SAMBALPUR,372.0,1018647,False,Paradip Port,51.8,5.96,Syama Prasad Mookerjee Port (Kolkata/Haldia),17.6,7.63,Dominant / Mildly Contested,0.658
Odisha,SUBARNAPUR,392.0,609309,False,Paradip Port,49.1,5.89,Visakhapatnam Port,18.4,7.91,Highly Contested / Split Hinterland,0.692
Odisha,SUNDARGARH,374.0,2104442,False,Paradip Port,54.4,5.5,Syama Prasad Mookerjee Port (Kolkata/Haldia),18.3,7.09,Dominant / Mildly Contested,0.639
Puducherry,KARAIKAL,637.0,213920,False,Chennai Port,21.4,8.64,Kamarajar Port (Ennore),18.8,8.75,Highly Contested / Split Hinterland,0.974
Puducherry,PUDUCHERRY,635.0,1034033,False,Chennai Port,24.3,6.79,Kamarajar Port (Ennore),21.2,6.91,Highly Contested / Split Hinterland,0.969
Punjab,AMRITSAR,49.0,2449828,False,Deendayal Port (Kandla),37.7,15.35,Paradip Port,11.8,32.6,Highly Contested / Split Hinterland,0.741
Punjab,BARNALA,54.0,560976,False,Deendayal Port (Kandla),40.8,13.15,Jawaharlal Nehru Port (JNPT),11.4,22.79,Highly Contested / Split Hinterland,0.706
Punjab,BATHINDA,46.0,1363419,False,Deendayal Port (Kandla),42.7,12.51,Jawaharlal Nehru Port (JNPT),11.5,22.15,Highly Contested / Split Hinterland,0.688
Punjab,FARIDKOT,45.0,607898,False,Deendayal Port (Kandla),41.5,13.12,Jawaharlal Nehru Port (JNPT),11.6,22.76,Highly Contested / Split Hinterland,0.701
Punjab,FATEHGARH SAHIB,40.0,608938,False,Deendayal Port (Kandla),35.1,15.39,Paradip Port,13.2,29.18,Highly Contested / Split Hinterland,0.781
Punjab,FAZILKA,673.0,1098493,False,Deendayal Port (Kandla),41.5,13.14,Jawaharlal Nehru Port (JNPT),11.6,22.78,Highly Contested / Split Hinterland,0.701
Punjab,FIROZPUR,43.0,1116158,False,Deendayal Port (Kandla),40.1,13.77,Jawaharlal Nehru Port (JNPT),11.6,23.4,Highly Contested / Split Hinterland,0.715
Punjab,GURDASPUR,35.0,1957725,False,Deendayal Port (Kandla),36.4,15.9,Paradip Port,12.4,32.05,Highly Contested / Split Hinterland,0.76
Punjab,HOSHIARPUR,38.0,1564614,False,Deendayal Port (Kandla),36.1,15.64,Paradip Port,12.8,30.73,Highly Contested / Split Hinterland,0.767
Punjab,JALANDHAR,37.0,2162051,False,Deendayal Port (Kandla),37.7,14.74,Paradip Port,12.3,30.52,Highly Contested / Split Hinterland,0.746
Punjab,KAPURTHALA,36.0,775913,False,Deendayal Port (Kandla),37.5,14.97,Paradip Port,12.2,30.95,Highly Contested / Split Hinterland,0.748
Punjab,LUDHIANA,41.0,3465593,False,Deendayal Port (Kandla),37.0,14.87,Paradip Port,12.6,29.94,Highly Contested / Split Hinterland,0.756
Punjab,MALER KOTLA,748.0,306601,False,Deendayal Port (Kandla),35.8,15.62,Paradip Port,13.0,30.36,Highly Contested / Split Hinterland,0.771
Punjab,MANSA,47.0,743171,False,Deendayal Port (Kandla),40.0,13.52,Jawaharlal Nehru Port (JNPT),11.4,23.15,Highly Contested / Split Hinterland,0.714
Punjab,MOGA,42.0,941538,False,Deendayal Port (Kandla),40.2,13.56,Jawaharlal Nehru Port (JNPT),11.5,23.2,Highly Contested / Split Hinterland,0.713
Punjab,PATHANKOT,678.0,586929,False,Deendayal Port (Kandla),35.3,16.56,Paradip Port,12.9,32.03,Highly Contested / Split Hinterland,0.776
Punjab,PATIALA,48.0,1855704,False,Deendayal Port (Kandla),37.0,14.65,Paradip Port,12.7,29.38,Highly Contested / Split Hinterland,0.757
Punjab,RUPNAGAR,51.0,651796,False,Deendayal Port (Kandla),34.1,16.12,Paradip Port,13.6,29.46,Highly Contested / Split Hinterland,0.796
Punjab,SANGRUR,53.0,1313771,False,Deendayal Port (Kandla),38.9,13.88,Paradip Port,11.7,30.1,Highly Contested / Split Hinterland,0.728
Punjab,SAS NAGAR (SAHIBZADA AJIT SINGH NAGAR),52.0,1004882,False,Deendayal Port (Kandla),34.6,15.36,Paradip Port,13.5,28.45,Highly Contested / Split Hinterland,0.789
Punjab,SHAHID BHAGAT SINGH NAGAR,39.0,597508,False,Deendayal Port (Kandla),35.3,15.64,Paradip Port,13.3,29.6,Highly Contested / Split Hinterland,0.78
Punjab,SRI MUKTSAR SAHIB,44.0,909149,False,Deendayal Port (Kandla),42.6,12.53,Jawaharlal Nehru Port (JNPT),11.5,22.17,Highly Contested / Split Hinterland,0.689
Punjab,TARN TARAN,50.0,1100684,False,Deendayal Port (Kandla),38.8,14.54,Jawaharlal Nehru Port (JNPT),11.6,24.18,Highly Contested / Split Hinterland,0.728
Rajasthan,AJMER,119.0,2111138,False,Deendayal Port (Kandla),41.6,10.2,Jawaharlal Nehru Port (JNPT),13.4,16.22,Highly Contested / Split Hinterland,0.718
Rajasthan,ALWAR,104.0,2073427,False,Deendayal Port (Kandla),33.7,13.81,Jawaharlal Nehru Port (JNPT),12.8,19.85,Highly Contested / Split Hinterland,0.791
Rajasthan,BALOTRA,785.0,882010,False,Deendayal Port (Kandla),64.2,6.15,Jawaharlal Nehru Port (JNPT),9.1,16.13,Dominant / Mildly Contested,0.449
Rajasthan,BANSWARA,125.0,1803030,False,Deendayal Port (Kandla),28.9,11.5,Jawaharlal Nehru Port (JNPT),21.6,10.96,Highly Contested / Split Hinterland,0.928
Rajasthan,BARAN,128.0,1264478,False,Deendayal Port (Kandla),30.8,12.74,Paradip Port,12.8,22.75,Highly Contested / Split Hinterland,0.82
Rajasthan,BARMER,115.0,1748290,False,Deendayal Port (Kandla),55.2,8.55,Jawaharlal Nehru Port (JNPT),10.7,18.52,Dominant / Mildly Contested,0.554
Rajasthan,BEAWAR,779.0,989943,False,Deendayal Port (Kandla),46.1,9.04,Jawaharlal Nehru Port (JNPT),13.2,15.43,Highly Contested / Split Hinterland,0.671
Rajasthan,BHARATPUR,105.0,1458562,False,Deendayal Port (Kandla),28.2,15.45,Paradip Port,16.0,22.87,Highly Contested / Split Hinterland,0.878
Rajasthan,BHILWARA,122.0,2358644,False,Deendayal Port (Kandla),40.3,9.89,Jawaharlal Nehru Port (JNPT),14.3,14.85,Highly Contested / Split Hinterland,0.74
Rajasthan,BIKANER,101.0,2381561,False,Deendayal Port (Kandla),30.8,17.09,Jawaharlal Nehru Port (JNPT),13.0,23.13,Highly Contested / Split Hinterland,0.821
Rajasthan,BUNDI,121.0,1148813,False,Deendayal Port (Kandla),34.7,11.62,Jawaharlal Nehru Port (JNPT),13.4,16.53,Highly Contested / Split Hinterland,0.787
Rajasthan,CHITTAURGARH,126.0,1562629,False,Deendayal Port (Kandla),44.6,8.55,Jawaharlal Nehru Port (JNPT),14.3,13.62,Highly Contested / Split Hinterland,0.698
Rajasthan,CHURU,102.0,2052727,False,Deendayal Port (Kandla),32.9,14.92,Jawaharlal Nehru Port (JNPT),13.0,20.96,Highly Contested / Split Hinterland,0.801
Rajasthan,DAUSA,109.0,1618863,False,Deendayal Port (Kandla),31.7,14.06,Paradip Port,14.0,24.23,Highly Contested / Split Hinterland,0.823
Rajasthan,DEEG,774.0,1084727,False,Deendayal Port (Kandla),32.0,15.4,Paradip Port,12.8,28.09,Highly Contested / Split Hinterland,0.808
Rajasthan,DHAULPUR,106.0,1214189,False,Deendayal Port (Kandla),28.6,16.7,Paradip Port,14.1,26.87,Highly Contested / Split Hinterland,0.855
Rajasthan,DIDWANA-KUCHAMAN,787.0,1283879,False,Deendayal Port (Kandla),31.3,16.59,Jawaharlal Nehru Port (JNPT),13.0,22.63,Highly Contested / Split Hinterland,0.817
Rajasthan,DUNGARPUR,124.0,1396027,False,Deendayal Port (Kandla),45.5,7.63,Jawaharlal Nehru Port (JNPT),16.7,11.2,Highly Contested / Split Hinterland,0.712
Rajasthan,GANGANAGAR,99.0,2036360,False,Deendayal Port (Kandla),38.9,14.85,Jawaharlal Nehru Port (JNPT),11.8,24.49,Highly Contested / Split Hinterland,0.729
Rajasthan,HANUMANGARH,100.0,1729648,False,Deendayal Port (Kandla),47.2,10.86,Jawaharlal Nehru Port (JNPT),11.5,20.49,Highly Contested / Split Hinterland,0.643
Rajasthan,JAIPUR,110.0,5817193,False,Deendayal Port (Kandla),36.6,11.99,Jawaharlal Nehru Port (JNPT),12.9,18.03,Highly Contested / Split Hinterland,0.763
Rajasthan,JAISALMER,114.0,653530,False,Deendayal Port (Kandla),27.8,21.62,Paradip Port,13.4,35.28,Highly Contested / Split Hinterland,0.856
Rajasthan,JALOR,116.0,1833059,False,Deendayal Port (Kandla),65.4,5.97,Jawaharlal Nehru Port (JNPT),9.0,15.95,Dominant / Mildly Contested,0.435
Rajasthan,JHALAWAR,129.0,1448458,False,Deendayal Port (Kandla),28.6,13.13,Paradip Port,13.6,21.58,Highly Contested / Split Hinterland,0.85
Rajasthan,JHUNJHUNUN,103.0,2146150,False,Deendayal Port (Kandla),32.5,15.24,Jawaharlal Nehru Port (JNPT),13.0,21.28,Highly Contested / Split Hinterland,0.805
Rajasthan,JODHPUR,113.0,2156916,False,Deendayal Port (Kandla),57.0,7.28,Jawaharlal Nehru Port (JNPT),10.8,16.0,Dominant / Mildly Contested,0.538
Rajasthan,KARAULI,107.0,1466707,False,Deendayal Port (Kandla),29.3,15.72,Paradip Port,13.9,25.89,Highly Contested / Split Hinterland,0.846
Rajasthan,KHAIRTHAL-TIJARA,777.0,895501,False,Deendayal Port (Kandla),32.8,14.61,Jawaharlal Nehru Port (JNPT),12.8,20.65,Highly Contested / Split Hinterland,0.8
Rajasthan,KOTA,127.0,1785506,False,Deendayal Port (Kandla),34.6,11.42,Jawaharlal Nehru Port (JNPT),13.3,16.33,Highly Contested / Split Hinterland,0.787
Rajasthan,KOTPUTLI-BEHROR,780.0,1478597,False,Deendayal Port (Kandla),34.1,13.51,Jawaharlal Nehru Port (JNPT),12.8,19.55,Highly Contested / Split Hinterland,0.788
Rajasthan,NAGAUR,112.0,2044363,False,Deendayal Port (Kandla),31.0,16.93,Jawaharlal Nehru Port (JNPT),13.0,22.97,Highly Contested / Split Hinterland,0.82
Rajasthan,PALI,118.0,1642235,False,Deendayal Port (Kandla),49.9,8.32,Jawaharlal Nehru Port (JNPT),12.9,15.09,Highly Contested / Split Hinterland,0.63
Rajasthan,PHALODI,783.0,1545297,False,Deendayal Port (Kandla),29.2,19.2,Paradip Port,13.0,32.85,Highly Contested / Split Hinterland,0.838
Rajasthan,PRATAPGARH,131.0,897461,False,Deendayal Port (Kandla),34.3,10.67,Jawaharlal Nehru Port (JNPT),18.4,12.45,Highly Contested / Split Hinterland,0.841
Rajasthan,RAJSAMAND,123.0,1071283,False,Deendayal Port (Kandla),44.4,8.8,Jawaharlal Nehru Port (JNPT),14.7,13.76,Highly Contested / Split Hinterland,0.703
Rajasthan,SALUMBAR,775.0,686891,False,Deendayal Port (Kandla),44.7,7.96,Jawaharlal Nehru Port (JNPT),16.8,11.53,Highly Contested / Split Hinterland,0.721
Rajasthan,SAWAI MADHOPUR,108.0,1319482,False,Deendayal Port (Kandla),30.3,14.55,Paradip Port,13.0,25.5,Highly Contested / Split Hinterland,0.827
Rajasthan,SIKAR,111.0,2692344,False,Deendayal Port (Kandla),34.2,13.71,Jawaharlal Nehru Port (JNPT),13.0,19.75,Highly Contested / Split Hinterland,0.788
Rajasthan,SIROHI,117.0,1030215,False,Deendayal Port (Kandla),56.3,6.57,Jawaharlal Nehru Port (JNPT),12.1,13.34,Dominant / Mildly Contested,0.558
Rajasthan,TONK,120.0,1407991,False,Deendayal Port (Kandla),32.7,13.07,Jawaharlal Nehru Port (JNPT),13.4,17.98,Highly Contested / Split Hinterland,0.807
Rajasthan,UDAIPUR,130.0,2330313,False,Deendayal Port (Kandla),47.4,7.44,Jawaharlal Nehru Port (JNPT),15.5,11.73,Highly Contested / Split Hinterland,0.681
Sikkim,GANGTOK,244.0,131307,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),30.4,10.99,Paradip Port,26.6,17.93,Highly Contested / Split Hinterland,0.961
Sikkim,GYALSHING,242.0,24289,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),29.2,11.74,Paradip Port,26.5,18.69,Highly Contested / Split Hinterland,0.973
Sikkim,MANGAN,241.0,11540,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),28.3,12.35,Paradip Port,26.5,19.29,Highly Contested / Split Hinterland,0.982
Sikkim,NAMCHI,243.0,395324,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),30.4,11.01,Paradip Port,26.6,17.95,Highly Contested / Split Hinterland,0.962
Sikkim,PAKYONG,702.0,36414,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),30.8,10.8,Paradip Port,26.6,17.74,Highly Contested / Split Hinterland,0.958
Sikkim,SORENG,701.0,11704,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),29.4,11.63,Paradip Port,26.5,18.57,Highly Contested / Split Hinterland,0.972
Tamil Nadu,ARIYALUR,616.0,751485,False,Chennai Port,21.6,8.51,Kamarajar Port (Ennore),18.9,8.63,Highly Contested / Split Hinterland,0.974
Tamil Nadu,CHENGALPATTU,754.0,2319356,False,Chennai Port,29.3,5.01,Kamarajar Port (Ennore),25.4,5.12,Highly Contested / Split Hinterland,0.961
Tamil Nadu,CHENNAI,603.0,4801403,False,Chennai Port,28.9,5.17,Kamarajar Port (Ennore),25.0,5.28,Highly Contested / Split Hinterland,0.962
Tamil Nadu,COIMBATORE,632.0,3475300,False,Cochin Port,42.2,3.09,V.O. Chidambaranar Port (Tuticorin),15.9,5.96,Highly Contested / Split Hinterland,0.737
Tamil Nadu,CUDDALORE,617.0,2614879,False,Chennai Port,23.2,7.44,Kamarajar Port (Ennore),20.3,7.55,Highly Contested / Split Hinterland,0.971
Tamil Nadu,DHARMAPURI,630.0,1497244,False,Chennai Port,16.2,7.11,Cochin Port,16.0,5.82,Highly Contested / Split Hinterland,0.998
Tamil Nadu,DINDIGUL,612.0,2167100,False,V.O. Chidambaranar Port (Tuticorin),31.7,4.2,Cochin Port,24.7,4.58,Highly Contested / Split Hinterland,0.929
Tamil Nadu,ERODE,610.0,2255237,False,Cochin Port,32.7,4.37,V.O. Chidambaranar Port (Tuticorin),15.6,7.31,Highly Contested / Split Hinterland,0.829
Tamil Nadu,KALLAKURICHI,760.0,1594463,False,Chennai Port,23.5,7.26,Kamarajar Port (Ennore),20.5,7.38,Highly Contested / Split Hinterland,0.97
Tamil Nadu,KANCHEEPURAM,604.0,1472624,False,Chennai Port,31.3,4.4,Kamarajar Port (Ennore),27.0,4.51,Highly Contested / Split Hinterland,0.957
Tamil Nadu,KANNIYAKUMARI,629.0,1865666,False,V.O. Chidambaranar Port (Tuticorin),66.2,2.5,Cochin Port,9.1,7.79,Dominant / Mildly Contested,0.429
Tamil Nadu,KARUR,613.0,1066913,False,V.O. Chidambaranar Port (Tuticorin),27.2,5.94,Cochin Port,19.9,6.73,Highly Contested / Split Hinterland,0.926
Tamil Nadu,KRISHNAGIRI,631.0,1879875,False,Chennai Port,17.5,6.72,New Mangalore Port,16.0,6.5,Highly Contested / Split Hinterland,0.985
Tamil Nadu,MADURAI,623.0,3046063,False,V.O. Chidambaranar Port (Tuticorin),42.2,3.11,Cochin Port,26.1,3.9,Highly Contested / Split Hinterland,0.838
Tamil Nadu,MAYILADUTHURAI,696.0,759883,False,Chennai Port,22.3,8.01,Kamarajar Port (Ennore),19.5,8.13,Highly Contested / Split Hinterland,0.972
Tamil Nadu,NAGAPATTINAM,618.0,827350,False,Chennai Port,20.7,9.17,Kamarajar Port (Ennore),18.2,9.28,Highly Contested / Split Hinterland,0.975
Tamil Nadu,NAMAKKAL,609.0,1730664,False,Cochin Port,20.7,5.39,V.O. Chidambaranar Port (Tuticorin),14.5,7.15,Highly Contested / Split Hinterland,0.938
Tamil Nadu,PERAMBALUR,615.0,565375,False,Chennai Port,22.9,7.62,Kamarajar Port (Ennore),20.0,7.73,Highly Contested / Split Hinterland,0.972
Tamil Nadu,PUDUKKOTTAI,621.0,1619897,False,Chennai Port,20.4,9.45,Kamarajar Port (Ennore),17.9,9.57,Highly Contested / Split Hinterland,0.975
Tamil Nadu,RAMANATHAPURAM,626.0,1398496,False,Chennai Port,18.4,11.48,Kamarajar Port (Ennore),16.3,11.6,Highly Contested / Split Hinterland,0.978
Tamil Nadu,RANIPET,750.0,1202775,False,Chennai Port,33.8,3.72,Kamarajar Port (Ennore),28.9,3.83,Highly Contested / Split Hinterland,0.951
Tamil Nadu,SALEM,608.0,3476500,False,Cochin Port,20.7,5.22,Chennai Port,13.9,8.19,Highly Contested / Split Hinterland,0.931
Tamil Nadu,SIVAGANGA,622.0,1325676,False,Chennai Port,19.8,10.04,Kamarajar Port (Ennore),17.4,10.16,Highly Contested / Split Hinterland,0.976
Tamil Nadu,TENKASI,764.0,1281150,False,V.O. Chidambaranar Port (Tuticorin),64.4,2.4,Cochin Port,10.8,6.62,Dominant / Mildly Contested,0.464
Tamil Nadu,THANJAVUR,620.0,2396575,False,Chennai Port,20.8,9.11,Kamarajar Port (Ennore),18.3,9.23,Highly Contested / Split Hinterland,0.975
Tamil Nadu,THE NILGIRIS,611.0,736565,False,Cochin Port,32.4,4.42,V.O. Chidambaranar Port (Tuticorin),15.6,7.36,Highly Contested / Split Hinterland,0.832
Tamil Nadu,THENI,624.0,1255292,False,Cochin Port,40.3,3.42,V.O. Chidambaranar Port (Tuticorin),22.4,5.22,Highly Contested / Split Hinterland,0.821
Tamil Nadu,THIRUVARUR,619.0,1239908,False,Chennai Port,20.1,9.71,Kamarajar Port (Ennore),17.7,9.83,Highly Contested / Split Hinterland,0.976
Tamil Nadu,THOOTHUKUDI,627.0,1815175,False,V.O. Chidambaranar Port (Tuticorin),94.7,0.62,Cochin Port,1.5,7.1,Captive Hinterland,0.068
Tamil Nadu,TIRUCHIRAPPALLI,614.0,2715570,False,Chennai Port,21.7,8.39,Kamarajar Port (Ennore),19.1,8.51,Highly Contested / Split Hinterland,0.973
Tamil Nadu,TIRUNELVELI,628.0,1763169,False,V.O. Chidambaranar Port (Tuticorin),76.9,1.71,Cochin Port,6.7,7.0,Captive Hinterland,0.299
Tamil Nadu,TIRUPATHUR,751.0,1282547,False,Chennai Port,26.7,5.33,Kamarajar Port (Ennore),23.2,5.44,Highly Contested / Split Hinterland,0.965
Tamil Nadu,TIRUPPUR,633.0,2472171,False,Cochin Port,30.7,3.93,V.O. Chidambaranar Port (Tuticorin),23.0,5.0,Highly Contested / Split Hinterland,0.923
Tamil Nadu,TIRUVALLUR,602.0,3719656,False,Chennai Port,56.7,0.73,Kamarajar Port (Ennore),39.6,0.85,Dominant / Mildly Contested,0.829
Tamil Nadu,TIRUVANNAMALAI,606.0,2476153,False,Chennai Port,27.6,5.32,Kamarajar Port (Ennore),23.9,5.44,Highly Contested / Split Hinterland,0.963
Tamil Nadu,VELLORE,605.0,1460431,False,Chennai Port,30.0,4.43,Kamarajar Port (Ennore),25.7,4.55,Highly Contested / Split Hinterland,0.958
Tamil Nadu,VILUPPURAM,607.0,1934795,False,Chennai Port,22.8,7.67,Kamarajar Port (Ennore),20.0,7.78,Highly Contested / Split Hinterland,0.972
Tamil Nadu,VIRUDHUNAGAR,625.0,1883650,False,V.O. Chidambaranar Port (Tuticorin),57.8,2.44,Cochin Port,15.9,5.0,Dominant / Mildly Contested,0.581
Telangana,ADILABAD,532.0,699201,False,Jawaharlal Nehru Port (JNPT),18.9,10.85,Paradip Port,13.9,17.11,Highly Contested / Split Hinterland,0.95
Telangana,BHADRADRI KOTHAGUDEM,739.0,1294266,False,Visakhapatnam Port,26.2,8.41,Paradip Port,16.5,15.06,Highly Contested / Split Hinterland,0.903
Telangana,HANUMAKONDA,731.0,492563,False,Visakhapatnam Port,18.5,10.35,Jawaharlal Nehru Port (JNPT),13.6,12.84,Highly Contested / Split Hinterland,0.951
Telangana,HYDERABAD,536.0,3269292,False,Visakhapatnam Port,16.6,10.38,Jawaharlal Nehru Port (JNPT),14.6,11.56,Highly Contested / Split Hinterland,0.98
Telangana,JAGTIAL,714.0,926412,False,Jawaharlal Nehru Port (JNPT),18.3,10.87,Visakhapatnam Port,15.2,11.77,Highly Contested / Split Hinterland,0.97
Telangana,JANGAON,737.0,600032,False,Visakhapatnam Port,17.3,10.72,Jawaharlal Nehru Port (JNPT),13.4,12.94,Highly Contested / Split Hinterland,0.96
Telangana,JAYASHANKAR BHUPALPALLI,736.0,911861,False,Jawaharlal Nehru Port (JNPT),15.9,13.5,Paradip Port,15.5,17.97,Highly Contested / Split Hinterland,0.996
Telangana,JOGULAMBA GADWAL,744.0,587446,False,Chennai Port,14.9,9.09,Kamarajar Port (Ennore),13.1,9.2,Highly Contested / Split Hinterland,0.982
Telangana,KAMAREDDY,719.0,1233156,False,Jawaharlal Nehru Port (JNPT),22.5,9.87,Mumbai Port,11.6,12.76,Highly Contested / Split Hinterland,0.891
Telangana,KARIMNAGAR,534.0,700317,False,Visakhapatnam Port,17.3,10.9,Jawaharlal Nehru Port (JNPT),15.9,11.84,Highly Contested / Split Hinterland,0.986
Telangana,KHAMMAM,541.0,771379,False,Visakhapatnam Port,32.3,7.72,Paradip Port,12.7,18.36,Highly Contested / Split Hinterland,0.804
Telangana,KUMURAM BHEEM,705.0,789014,False,Paradip Port,17.5,16.71,Jawaharlal Nehru Port (JNPT),16.4,13.23,Highly Contested / Split Hinterland,0.99
