village,district,village_code,unit,nearest_rail_station,dist_rail_station_km,nearest_icd,dist_icd_km,nearest_port,dist_port_km,nearest_air_cargo,dist_air_cargo_km,nearest_icp,dist_icp_km
Chuha Nagla,Moradabad,115102,village,SEHAL,6.4,ICD Moradabad,13.68,Dahej Port,1003.94,Indira Gandhi International Airport (DEL),176.19,Rupaidiha ICP,230.91
Serua Dharampur,Moradabad,115114,village,AGHWANPUR,1.67,ICD Moradabad,11.66,Dahej Port,993.54,Indira Gandhi International Airport (DEL),158.66,Rupaidiha ICP,249.2
Pipli Lal,Moradabad,115064,village,PIPALSANA,6.25,ICD Moradabad,15.55,Dahej Port,1006.09,Indira Gandhi International Airport (DEL),177.32,Rupaidiha ICP,230.84
Pipalsana Ahatmali,Moradabad,115079,village,SEHAL,1.54,ICD Moradabad,10.79,Dahej Port,1001.17,Indira Gandhi International Airport (DEL),169.78,Rupaidiha ICP,238.37
Bilakudan,Moradabad,115074,village,PIPALSANA,5.09,ICD Moradabad,14.94,Dahej Port,1005.64,Indira Gandhi International Airport (DEL),176.32,Rupaidiha ICP,232.0
Rani Nagla,Moradabad,115072,village,PIPALSANA,3.23,ICD Moradabad,13.15,Dahej Port,1003.97,Indira Gandhi International Airport (DEL),173.97,Rupaidiha ICP,234.23
Gunga Nagla,Moradabad,115069,village,PIPALSANA,2.01,ICD Moradabad,12.39,Dahej Port,1003.14,Indira Gandhi International Airport (DEL),172.39,Rupaidiha ICP,235.97
Saijna,Moradabad,115282,village,MUNDHA PANDE,1.71,ICD Moradabad,16.31,Dahej Port,996.31,Indira Gandhi International Airport (DEL),177.69,Rupaidiha ICP,224.18
Munimpur,Moradabad,114512,village,SEOHARA,16.18,ICD Moradabad,41.9,Dahej Port,1022.08,Indira Gandhi International Airport (DEL),174.21,Rupaidiha ICP,254.12
Harpur Doyam,Moradabad,114511,village,SEOHARA,17.11,ICD Moradabad,42.87,Dahej Port,1023.35,Indira Gandhi International Airport (DEL),175.34,Rupaidiha ICP,253.75
Mastallipur,Moradabad,114529,village,KASHIPUR,14.27,ICD Moradabad,42.7,Dahej Port,1026.48,Indira Gandhi International Airport (DEL),180.21,Rupaidiha ICP,248.5
Narainpur (Chhanga),Moradabad,114519,village,ALAI,18.31,ICD Moradabad,42.89,Dahej Port,1024.22,Indira Gandhi International Airport (DEL),176.58,Rupaidiha ICP,252.51
Malakpur Semali (A.H.T),Moradabad,114642,village,MEWA NAWADA,9.13,ICD Moradabad,32.27,Dahej Port,1011.66,Indira Gandhi International Airport (DEL),166.6,Rupaidiha ICP,254.41
Peepli Umarpur,Moradabad,114649,village,MEWA NAWADA,12.29,ICD Moradabad,30.2,Dahej Port,1012.41,Indira Gandhi International Airport (DEL),169.05,Rupaidiha ICP,250.8
Gannor Deya Mafi,Moradabad,115189,village,MORADABAD WEST,5.74,ICD Moradabad,6.64,Dahej Port,984.5,Indira Gandhi International Airport (DEL),157.38,Rupaidiha ICP,245.1
Mundha Pande,Moradabad,115280,village,MUNDHA PANDE,0.53,ICD Moradabad,16.37,Dahej Port,998.09,Indira Gandhi International Airport (DEL),178.56,Rupaidiha ICP,223.94
Niamatpur Ikrosia,Moradabad,115215,village,MUNDHA PANDE,3.08,ICD Moradabad,13.83,Dahej Port,997.38,Indira Gandhi International Airport (DEL),176.39,Rupaidiha ICP,226.46
Nosna Shekhoopur,Moradabad,115354,village,Hazrat Nagar Halt,8.8,ICD Moradabad,16.06,Dahej Port,975.02,Indira Gandhi International Airport (DEL),153.69,Rupaidiha ICP,245.63
Mundia Jain,Moradabad,115372,village,Sonekpur Halt,3.8,ICD Moradabad,20.59,Dahej Port,972.35,Indira Gandhi International Airport (DEL),156.17,Rupaidiha ICP,241.87
Khabri Gandoo,Moradabad,115369,village,Sonekpur Halt,3.82,ICD Moradabad,20.21,Dahej Port,972.1,Indira Gandhi International Airport (DEL),154.93,Rupaidiha ICP,243.25
Kondri,Moradabad,115321,village,MORADABAD,10.63,ICD Moradabad,11.53,Dahej Port,979.42,Indira Gandhi International Airport (DEL),153.75,Rupaidiha ICP,247.35
Sardar Nagar,Moradabad,115103,village,SEHAL,4.22,ICD Moradabad,12.09,Dahej Port,1002.73,Indira Gandhi International Airport (DEL),174.12,Rupaidiha ICP,233.08
Devari,Moradabad,115556,village,KUAKHERA HALT,3.33,ICD Moradabad,32.07,Dahej Port,968.46,Indira Gandhi International Airport (DEL),163.75,Rupaidiha ICP,232.85
Goverdhanpur Mustahkam,Moradabad,115234,village,DALPATPUR,1.59,ICD Moradabad,9.93,Dahej Port,994.22,Indira Gandhi International Airport (DEL),172.15,Rupaidiha ICP,230.47
Nagalia Shahpur,Moradabad,115495,village,Sonekpur Halt,4.03,ICD Moradabad,24.92,Dahej Port,969.56,Indira Gandhi International Airport (DEL),157.07,Rupaidiha ICP,240.24
Khanpura Kundarki,Moradabad,115558,village,KUNDARKHI,2.86,ICD Moradabad,19.3,Dahej Port,979.15,Indira Gandhi International Airport (DEL),165.33,Rupaidiha ICP,232.98
Malipur Mahmooda Nagla,Moradabad,115480,village,KUNDARKHI,5.72,ICD Moradabad,20.34,Dahej Port,980.98,Indira Gandhi International Airport (DEL),168.33,Rupaidiha ICP,229.97
Madhu Puri,Moradabad,114490,village,MEWA NAWADA,11.74,ICD Moradabad,37.68,Dahej Port,1016.33,Indira Gandhi International Airport (DEL),169.18,Rupaidiha ICP,255.79
Dhakia Jumma,Moradabad,115413,village,KUNDARKHI,2.78,ICD Moradabad,19.01,Dahej Port,975.94,Indira Gandhi International Airport (DEL),160.59,Rupaidiha ICP,237.66
Bagrava,Moradabad,115560,village,KUNDARKHI,4.43,ICD Moradabad,19.96,Dahej Port,980.01,Indira Gandhi International Airport (DEL),166.94,Rupaidiha ICP,231.34
Azam Nagar Chopra,Moradabad,115368,village,Sonekpur Halt,3.89,ICD Moradabad,20.41,Dahej Port,971.46,Indira Gandhi International Airport (DEL),153.65,Rupaidiha ICP,244.57
Jigania,Moradabad,115378,village,Sonekpur Halt,2.39,ICD Moradabad,21.98,Dahej Port,970.93,Indira Gandhi International Airport (DEL),155.37,Rupaidiha ICP,242.45
Honspura,Moradabad,114702,village,KANTH,11.43,ICD Moradabad,25.05,Dahej Port,1008.29,Indira Gandhi International Airport (DEL),167.17,Rupaidiha ICP,249.31
Kankar Khera (A.H.T),Moradabad,114680,village,ROSHANPUR,2.76,ICD Moradabad,27.24,Dahej Port,1016.87,Indira Gandhi International Airport (DEL),179.85,Rupaidiha ICP,236.75
Padia Nagla Mustahkam,Moradabad,115013,village,PADIYA NAQLA,1.77,ICD Moradabad,28.13,Dahej Port,1018.19,Indira Gandhi International Airport (DEL),181.79,Rupaidiha ICP,234.85
Kankar Khera (M.S.T),Moradabad,114681,village,ROSHANPUR,3.79,ICD Moradabad,27.55,Dahej Port,1016.82,Indira Gandhi International Airport (DEL),179.17,Rupaidiha ICP,237.87
Jamalpur,Moradabad,115528,village,KUAKHERA HALT,5.2,ICD Moradabad,31.12,Dahej Port,963.96,Indira Gandhi International Airport (DEL),155.4,Rupaidiha ICP,241.27
Salempur Bangar,Moradabad,115122,village,LODIPUR BISHANPUR,1.67,ICD Moradabad,8.49,Dahej Port,989.36,Indira Gandhi International Airport (DEL),157.14,Rupaidiha ICP,248.39
Kasampur,Moradabad,115641,village,RAJA KA SAHASPUR,13.39,ICD Moradabad,30.97,Dahej Port,978.52,Indira Gandhi International Airport (DEL),174.34,Rupaidiha ICP,222.65
Rampur Megan,Moradabad,115426,village,MACHARYA,2.75,ICD Moradabad,10.47,Dahej Port,984.93,Indira Gandhi International Airport (DEL),164.8,Rupaidiha ICP,235.63
Bhadarpur Rajpoot,Moradabad,115320,village,MORADABAD,9.05,ICD Moradabad,9.98,Dahej Port,980.88,Indira Gandhi International Airport (DEL),155.41,Rupaidiha ICP,245.88
Hathipur Bahauddin,Moradabad,115563,village,RAJA KA SAHASPUR,2.77,ICD Moradabad,21.07,Dahej Port,976.38,Indira Gandhi International Airport (DEL),163.4,Rupaidiha ICP,234.51
Guaroo,Moradabad,115484,village,RAJA KA SAHASPUR,4.28,ICD Moradabad,21.48,Dahej Port,972.72,Indira Gandhi International Airport (DEL),158.18,Rupaidiha ICP,239.64
Harsenpur,Moradabad,115214,village,DALPATPUR,2.66,ICD Moradabad,13.13,Dahej Port,997.53,Indira Gandhi International Airport (DEL),175.93,Rupaidiha ICP,227.17
Jagatpur Ramrai Mustahkam,Moradabad,115221,village,KATHGHAR EAST,3.22,ICD Moradabad,7.09,Dahej Port,993.98,Indira Gandhi International Airport (DEL),170.02,Rupaidiha ICP,233.21
Basantpur Ramrai,Moradabad,115159,village,KATHGHAR RIGHT BANK,1.39,ICD Moradabad,4.64,Dahej Port,991.78,Indira Gandhi International Airport (DEL),167.18,Rupaidiha ICP,235.84
Kamalpur Chandoura,Moradabad,115523,village,JARGAON,1.6,ICD Moradabad,30.43,Dahej Port,966.53,Indira Gandhi International Airport (DEL),159.02,Rupaidiha ICP,237.68
Saifpur Malloo,Moradabad,115522,village,JARGAON,2.16,ICD Moradabad,29.7,Dahej Port,966.85,Indira Gandhi International Airport (DEL),158.64,Rupaidiha ICP,238.12
Ahrola,Moradabad,115604,village,RAJA KA SAHASPUR,7.37,ICD Moradabad,27.96,Dahej Port,975.08,Indira Gandhi International Airport (DEL),168.16,Rupaidiha ICP,228.91
Naseerpur Dhanna,Moradabad,115632,village,JARGAON,6.61,ICD Moradabad,30.64,Dahej Port,972.22,Indira Gandhi International Airport (DEL),167.21,Rupaidiha ICP,229.55
Allahdadpur Dewa,Moradabad,115519,village,JARGAON,5.12,ICD Moradabad,30.46,Dahej Port,964.53,Indira Gandhi International Airport (DEL),155.52,Rupaidiha ICP,241.2
Shahpur,Moradabad,115626,village,JARGAON,3.25,ICD Moradabad,29.82,Dahej Port,970.18,Indira Gandhi International Airport (DEL),163.77,Rupaidiha ICP,233.0
Longi Kalan,Moradabad,114628,village,PADIYA NAQLA,4.42,ICD Moradabad,30.95,Dahej Port,1019.65,Indira Gandhi International Airport (DEL),180.42,Rupaidiha ICP,238.9
Gopiwala,Moradabad,114598,village,ALAI,7.81,ICD Moradabad,33.69,Dahej Port,1021.11,Indira Gandhi International Airport (DEL),179.85,Rupaidiha ICP,241.74
Bithooather,Moradabad,114551,village,MEWA NAWADA,8.84,ICD Moradabad,33.66,Dahej Port,1012.32,Indira Gandhi International Airport (DEL),166.54,Rupaidiha ICP,255.39
Man Patti(A.H.T),Moradabad,114500,village,SEOHARA,16.35,ICD Moradabad,46.02,Dahej Port,1024.73,Indira Gandhi International Airport (DEL),175.13,Rupaidiha ICP,256.43
Khirullapur,Moradabad,114504,village,SEOHARA,18.92,ICD Moradabad,45.37,Dahej Port,1026.1,Indira Gandhi International Airport (DEL),177.53,Rupaidiha ICP,253.52
Preetampur,Moradabad,114503,village,SEOHARA,17.82,ICD Moradabad,45.99,Dahej Port,1025.73,Indira Gandhi International Airport (DEL),176.56,Rupaidiha ICP,255.0
Thikari,Moradabad,115154,village,GOT,2.78,ICD Moradabad,8.04,Dahej Port,997.57,Indira Gandhi International Airport (DEL),171.51,Rupaidiha ICP,233.3
Sonakpur(CT),Moradabad,115192,village,HARTHALA,0.88,ICD Moradabad,4.12,Dahej Port,990.81,Indira Gandhi International Airport (DEL),160.91,Rupaidiha ICP,243.95
Sikandarpur,Moradabad,115124,village,LODIPUR BISHANPUR,1.87,ICD Moradabad,8.12,Dahej Port,988.2,Indira Gandhi International Airport (DEL),156.64,Rupaidiha ICP,248.32
Ahmadpur,Moradabad,115198,village,DALPATPUR,5.66,ICD Moradabad,11.31,Dahej Port,1000.42,Indira Gandhi International Airport (DEL),174.74,Rupaidiha ICP,230.56
Milak Malwara Sirsawan Harchan,Moradabad,115058,village,PIPALSANA,6.92,ICD Moradabad,17.49,Dahej Port,1008.1,Indira Gandhi International Airport (DEL),178.79,Rupaidiha ICP,230.2
Ramnawala,Moradabad,114533,village,KASHIPUR,8.75,ICD Moradabad,42.16,Dahej Port,1028.69,Indira Gandhi International Airport (DEL),184.57,Rupaidiha ICP,242.99
Sadharanpur,Moradabad,115592,village,RAJA KA SAHASPUR,3.84,ICD Moradabad,26.48,Dahej Port,973.03,Indira Gandhi International Airport (DEL),164.23,Rupaidiha ICP,232.89
Sisona,Moradabad,115611,village,RAJA KA SAHASPUR,13.55,ICD Moradabad,29.88,Dahej Port,980.08,Indira Gandhi International Airport (DEL),174.98,Rupaidiha ICP,222.2
Mithanpur Balloo Urf Nagla,Moradabad,115616,village,RAJA KA SAHASPUR,6.23,ICD Moradabad,26.74,Dahej Port,975.38,Indira Gandhi International Airport (DEL),167.43,Rupaidiha ICP,229.76
Bijayrampur,Moradabad,114515,village,MEWA NAWADA,16.62,ICD Moradabad,38.29,Dahej Port,1020.29,Indira Gandhi International Airport (DEL),174.27,Rupaidiha ICP,251.34
Darapur,Moradabad,114521,village,ALAI,15.59,ICD Moradabad,38.41,Dahej Port,1021.2,Indira Gandhi International Airport (DEL),175.53,Rupaidiha ICP,250.14
Kuakhera Mafi,Moradabad,114722,village,JALPUR,9.93,ICD Moradabad,20.14,Dahej Port,1006.25,Indira Gandhi International Airport (DEL),168.18,Rupaidiha ICP,245.42
Hansoopura,Moradabad,114787,village,JALPUR,5.34,ICD Moradabad,20.59,Dahej Port,1009.16,Indira Gandhi International Airport (DEL),172.63,Rupaidiha ICP,240.94
Akka Panday Bhojpur,Moradabad,115238,village,DALPATPUR,3.96,ICD Moradabad,8.85,Dahej Port,991.87,Indira Gandhi International Airport (DEL),170.03,Rupaidiha ICP,232.07
Umari,Moradabad,115191,village,MORADABAD,4.42,ICD Moradabad,5.38,Dahej Port,985.45,Indira Gandhi International Airport (DEL),159.42,Rupaidiha ICP,242.86
Barwara Khas Mustahkam,Moradabad,115287,village,MUNDHA PANDE,3.21,ICD Moradabad,19.9,Dahej Port,1000.17,Indira Gandhi International Airport (DEL),182.03,Rupaidiha ICP,220.4
Jatpura,Moradabad,114697,village,ROSHANPUR,5.65,ICD Moradabad,24.69,Dahej Port,1013.05,Indira Gandhi International Airport (DEL),175.1,Rupaidiha ICP,240.77
Tatar Pur,Moradabad,114694,village,ROSHANPUR,8.32,ICD Moradabad,24.23,Dahej Port,1011.36,Indira Gandhi International Airport (DEL),172.53,Rupaidiha ICP,243.38
Bujpur Maan,Moradabad,115209,village,DALPATPUR,4.14,ICD Moradabad,13.42,Dahej Port,999.91,Indira Gandhi International Airport (DEL),176.82,Rupaidiha ICP,227.32
Tajpur Mafi,Moradabad,115156,village,KATHGHAR EAST,1.8,ICD Moradabad,4.56,Dahej Port,994.36,Indira Gandhi International Airport (DEL),168.08,Rupaidiha ICP,236.1
Madnapur,Moradabad,115207,village,DALPATPUR,3.67,ICD Moradabad,10.79,Dahej Port,998.85,Indira Gandhi International Airport (DEL),174.31,Rupaidiha ICP,230.17
Didaura,Moradabad,115183,village,LODIPUR BISHANP,1.9,ICD Moradabad,5.52,Dahej Port,988.48,Indira Gandhi International Airport (DEL),158.54,Rupaidiha ICP,245.81
Sahbajpur Kalan,Moradabad,114514,village,MEWA NAWADA,16.62,ICD Moradabad,39.43,Dahej Port,1020.76,Indira Gandhi International Airport (DEL),174.1,Rupaidiha ICP,252.35
Ramoowala Shekhu,Moradabad,114541,village,SEOHARA,15.68,ICD Moradabad,39.9,Dahej Port,1020.26,Indira Gandhi International Airport (DEL),173.04,Rupaidiha ICP,253.75
Chand Kheri,Moradabad,114683,village,MATLABPUR,11.8,ICD Moradabad,23.86,Dahej Port,1008.15,Indira Gandhi International Airport (DEL),167.89,Rupaidiha ICP,247.91
Abhanpur Narauli,Moradabad,115497,village,RAJA KA SAHASPUR,4.07,ICD Moradabad,25.07,Dahej Port,969.99,Indira Gandhi International Airport (DEL),158.06,Rupaidiha ICP,239.21
Udranpur Chak Urf Beerampur,Moradabad,115617,village,RAJA KA SAHASPUR,6.32,ICD Moradabad,26.01,Dahej Port,976.32,Indira Gandhi International Airport (DEL),167.88,Rupaidiha ICP,229.42
Imratpur Fakhruddin,Moradabad,115399,village,FARHEDI,3.29,ICD Moradabad,13.89,Dahej Port,979.56,Indira Gandhi International Airport (DEL),160.55,Rupaidiha ICP,238.84
Sirswan Gaur,Moradabad,115080,village,SEHAL,2.14,ICD Moradabad,10.06,Dahej Port,1000.87,Indira Gandhi International Airport (DEL),171.71,Rupaidiha ICP,235.27
Mohemmad Jamapur,Moradabad,115411,village,KUNDARKHI,1.64,ICD Moradabad,17.93,Dahej Port,977.23,Indira Gandhi International Airport (DEL),161.39,Rupaidiha ICP,237.09
Lalpur Hamir,Moradabad,115339,village,MACHARYA,5.75,ICD Moradabad,8.29,Dahej Port,983.16,Indira Gandhi International Airport (DEL),159.8,Rupaidiha ICP,241.25
Mithanpur Mahesh,Moradabad,115634,village,JARGAON,8.23,ICD Moradabad,32.26,Dahej Port,972.32,Indira Gandhi International Airport (DEL),168.82,Rupaidiha ICP,227.85
Faundapur,Moradabad,114782,village,ROSHANPUR,3.31,ICD Moradabad,23.76,Dahej Port,1013.16,Indira Gandhi International Airport (DEL),176.67,Rupaidiha ICP,238.23
Takiya Masadhanpur,Moradabad,114579,village,PADIYA NAQLA,14.62,ICD Moradabad,32.24,Dahej Port,1015.57,Indira Gandhi International Airport (DEL),172.01,Rupaidiha ICP,249.28
Patupura,Moradabad,115099,village,SEHAL,8.05,ICD Moradabad,14.69,Dahej Port,1004.47,Indira Gandhi International Airport (DEL),177.58,Rupaidiha ICP,229.25
Udaipur Chandan,Moradabad,115421,village,FARHEDI,3.2,ICD Moradabad,12.62,Dahej Port,980.77,Indira Gandhi International Airport (DEL),161.09,Rupaidiha ICP,238.63
Takhtpur Hasha,Moradabad,115450,village,FARHEDI,2.41,ICD Moradabad,14.06,Dahej Port,983.61,Indira Gandhi International Airport (DEL),166.18,Rupaidiha ICP,233.39
Asalatpur,Moradabad,114517,village,KASHIPUR,17.31,ICD Moradabad,44.26,Dahej Port,1026.15,Indira Gandhi International Airport (DEL),178.44,Rupaidiha ICP,251.67
Mundia Malukpur Mustahkam,Moradabad,115283,village,MUNDHA PANDE,3.33,ICD Moradabad,15.47,Dahej Port,994.69,Indira Gandhi International Airport (DEL),176.23,Rupaidiha ICP,225.3
Saidpur Khaddar,Moradabad,115137,village,HARTHALA,4.54,ICD Moradabad,8.05,Dahej Port,995.62,Indira Gandhi International Airport (DEL),163.26,Rupaidiha ICP,243.89
Mahmudpur Tigri,Moradabad,115082,village,SEHAL,0.39,ICD Moradabad,9.63,Dahej Port,1000.29,Indira Gandhi International Airport (DEL),169.85,Rupaidiha ICP,237.6
Ratanpura,Moradabad,115097,village,PIPALSANA,7.31,ICD Moradabad,15.36,Dahej Port,1005.61,Indira Gandhi International Airport (DEL),177.68,Rupaidiha ICP,229.95
Adalpur,Moradabad,114656,village,KANTH,11.57,ICD Moradabad,27.35,Dahej Port,1009.91,Indira Gandhi International Airport (DEL),167.68,Rupaidiha ICP,250.25
Sultanpur Munda,Moradabad,114662,village,ROSHANPUR,10.25,ICD Moradabad,27.93,Dahej Port,1013.93,Indira Gandhi International Airport (DEL),173.18,Rupaidiha ICP,245.12
Yakutpur,Moradabad,115219,village,KATHGHAR EAST,3.49,ICD Moradabad,7.27,Dahej Port,995.18,Indira Gandhi International Airport (DEL),170.6,Rupaidiha ICP,233.11
Gangadharpur,Moradabad,114549,village,MEWA NAWADA,9.18,ICD Moradabad,34.95,Dahej Port,1013.25,Indira Gandhi International Airport (DEL),166.9,Rupaidiha ICP,255.93
Madhowala,Moradabad,114593,village,ALAI,8.8,ICD Moradabad,34.99,Dahej Port,1021.72,Indira Gandhi International Airport (DEL),179.53,Rupaidiha ICP,243.13
Kaley Jhanda,Moradabad,114594,village,ALAI,10.67,ICD Moradabad,34.65,Dahej Port,1020.53,Indira Gandhi International Airport (DEL),177.76,Rupaidiha ICP,244.89
Tanda Amarpur,Moradabad,115501,village,RAJA KA SAHASPUR,1.46,ICD Moradabad,23.46,Dahej Port,972.59,Indira Gandhi International Airport (DEL),160.4,Rupaidiha ICP,237.08
Roza,Moradabad,115595,village,RAJA KA SAHASPUR,6.26,ICD Moradabad,24.28,Dahej Port,977.84,Indira Gandhi International Airport (DEL),168.12,Rupaidiha ICP,229.45
Tarapur Seodara,Moradabad,115610,village,RAJA KA SAHASPUR,12.42,ICD Moradabad,29.18,Dahej Port,979.5,Indira Gandhi International Airport (DEL),173.87,Rupaidiha ICP,223.32
Govindpur Kalan,Moradabad,115262,village,FARHEDI,6.54,ICD Moradabad,14.35,Dahej Port,987.33,Indira Gandhi International Airport (DEL),170.13,Rupaidiha ICP,229.9
Nagla Hasha,Moradabad,115422,village,FARHEDI,3.58,ICD Moradabad,11.31,Dahej Port,982.1,Indira Gandhi International Airport (DEL),161.75,Rupaidiha ICP,238.32
Salem Sarai,Moradabad,114748,village,AGHWANPUR,5.52,ICD Moradabad,12.19,Dahej Port,999.51,Indira Gandhi International Airport (DEL),165.14,Rupaidiha ICP,244.11
Thiria Dan,Moradabad,115062,village,JALPUR,8.02,ICD Moradabad,19.07,Dahej Port,1009.63,Indira Gandhi International Airport (DEL),180.28,Rupaidiha ICP,229.17
Chatkali,Moradabad,114747,village,AGHWANPUR,3.89,ICD Moradabad,12.66,Dahej Port,998.54,Indira Gandhi International Airport (DEL),163.49,Rupaidiha ICP,245.87
Nosna Seodara,Moradabad,115599,village,RAJA KA SAHASPUR,10.94,ICD Moradabad,27.0,Dahej Port,980.08,Indira Gandhi International Airport (DEL),172.72,Rupaidiha ICP,224.72
Baheri Brahmnan(CT),Moradabad,114770,village,PIPALSANA,4.52,ICD Moradabad,15.43,Dahej Port,1004.32,Indira Gandhi International Airport (DEL),169.7,Rupaidiha ICP,241.12
Mahespur Khem,Moradabad,115048,village,JALPUR,3.84,ICD Moradabad,17.52,Dahej Port,1008.15,Indira Gandhi International Airport (DEL),175.66,Rupaidiha ICP,235.09
Malhpur Jannoo,Moradabad,115600,village,RAJA KA SAHASPUR,9.91,ICD Moradabad,25.96,Dahej Port,979.94,Indira Gandhi International Airport (DEL),171.75,Rupaidiha ICP,225.78
Mirapur Mafi,Moradabad,115562,village,RAJA KA SAHASPUR,3.64,ICD Moradabad,21.17,Dahej Port,977.26,Indira Gandhi International Airport (DEL),164.66,Rupaidiha ICP,233.28
Usman Pur,Moradabad,114677,village,PADIYA NAQLA,4.45,ICD Moradabad,28.41,Dahej Port,1017.24,Indira Gandhi International Airport (DEL),178.83,Rupaidiha ICP,238.95
Khandua,Moradabad,115583,village,RAJA KA SAHASPUR,2.45,ICD Moradabad,25.74,Dahej Port,971.54,Indira Gandhi International Airport (DEL),161.36,Rupaidiha ICP,235.82
Allahdadpur Khem Urf Raipur,Moradabad,115572,village,RAJA KA SAHASPUR,4.86,ICD Moradabad,25.81,Dahej Port,975.11,Indira Gandhi International Airport (DEL),166.26,Rupaidiha ICP,231.01
Reta Mafi (A.H.T),Moradabad,114700,village,KANTH,9.16,ICD Moradabad,25.47,Dahej Port,1006.91,Indira Gandhi International Airport (DEL),165.03,Rupaidiha ICP,251.51
Sarkara Karim (A.H.T),Moradabad,114679,village,PADIYA NAQLA,1.27,ICD Moradabad,29.53,Dahej Port,1019.25,Indira Gandhi International Airport (DEL),181.85,Rupaidiha ICP,235.92
Burhanpur Mustahkam,Moradabad,114994,village,PADIYA NAQLA,2.96,ICD Moradabad,32.82,Dahej Port,1022.84,Indira Gandhi International Airport (DEL),185.32,Rupaidiha ICP,233.92
Banka Bala,Moradabad,114587,village,PADIYA NAQLA,7.57,ICD Moradabad,30.0,Dahej Port,1017.39,Indira Gandhi International Airport (DEL),177.07,Rupaidiha ICP,242.23
Bhagiawala,Moradabad,114522,village,ALAI,14.12,ICD Moradabad,37.83,Dahej Port,1021.53,Indira Gandhi International Airport (DEL),176.51,Rupaidiha ICP,248.67
Ramnagar Gangpur,Moradabad,115609,village,RAJA KA SAHASPUR,10.89,ICD Moradabad,28.86,Dahej Port,978.04,Indira Gandhi International Airport (DEL),172.16,Rupaidiha ICP,224.97
