state,district,district_code,pop_2011,is_island,target_port,road_distance_km,road_cost_per_ton_inr,rail_cost_per_ton_inr,dfc_cost_per_ton_inr,optimal_mode,modal_shift_savings_inr,modal_shift_savings_pct,break_even_distance_km,road_drive_time_hours
West Bengal,ALIPUR DUAR,675.0,1816399,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,701.4,2714.5,2327.7,1633.2,Dedicated Freight Corridor (DFC),1081.3,39.8,210.0,10.19
West Bengal,BANKURA,339.0,3732273,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,202.0,881.2,1263.6,936.4,Road Trucking,0.0,0.0,210.0,2.9
West Bengal,BIRBH@M,334.0,3627068,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,220.8,950.8,1356.0,1012.0,Road Trucking,0.0,0.0,210.0,3.25
West Bengal,DAKSHIN DINAJPUR,331.0,1795926,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,390.7,1574.2,1443.3,947.2,Dedicated Freight Corridor (DFC),627.0,39.8,210.0,5.69
West Bengal,DARJILING,327.0,1222193,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,652.6,2535.1,2238.4,1571.2,Dedicated Freight Corridor (DFC),963.9,38.0,210.0,9.45
West Bengal,HAORA,341.0,4998672,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,43.0,297.9,721.7,557.7,Road Trucking,0.0,0.0,210.0,0.64
West Bengal,HUGLI,338.0,5703540,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,72.1,406.6,778.8,576.6,Road Trucking,0.0,0.0,210.0,1.31
West Bengal,JALPAIGURI,328.0,2194584,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,624.9,2433.9,2187.7,1536.1,Dedicated Freight Corridor (DFC),897.8,36.9,210.0,9.1
West Bengal,JHARGRAM,727.0,2028878,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,153.7,704.1,1221.6,937.7,Road Trucking,0.0,0.0,210.0,2.22
West Bengal,KALIMPONG,716.0,658530,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,820.7,3152.1,2546.1,1784.7,Dedicated Freight Corridor (DFC),1367.3,43.4,210.0,11.88
West Bengal,KOCH BIHAR,329.0,2896916,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,698.3,2704.0,2322.1,1629.3,Dedicated Freight Corridor (DFC),1074.7,39.7,210.0,10.26
West Bengal,KOLKATA,342.0,4774003,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,4.6,157.2,461.2,347.7,Road Trucking,0.0,0.0,210.0,0.11
West Bengal,MALDAH,332.0,4096183,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,336.6,1375.7,1318.2,870.5,Dedicated Freight Corridor (DFC),505.2,36.7,210.0,4.92
West Bengal,MURSHIDABAD,333.0,7381263,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,325.3,1334.2,1593.2,1155.6,Dedicated Freight Corridor (DFC),178.6,13.4,210.0,4.75
West Bengal,NADIA,336.0,5288972,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,175.6,784.2,1269.0,965.5,Road Trucking,0.0,0.0,210.0,2.5
West Bengal,NORTH TWENTY-FOUR PARGANAS,337.0,6917382,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,68.7,393.1,852.0,654.2,Road Trucking,0.0,0.0,210.0,1.12
West Bengal,PASCHIM BARDDHAMAN,728.0,1838866,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,197.2,864.3,961.3,638.4,Dedicated Freight Corridor (DFC),225.9,26.1,210.0,2.93
West Bengal,PASCHIM MEDINIPUR,344.0,4140171,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,110.2,544.6,1127.4,882.4,Road Trucking,0.0,0.0,210.0,1.62
West Bengal,PURBA BARDDHAMAN,335.0,6176571,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,123.0,591.9,1111.4,855.0,Road Trucking,0.0,0.0,210.0,1.85
West Bengal,PURBA MEDINIPUR,345.0,5248089,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,110.9,550.9,1128.9,883.3,Road Trucking,0.0,0.0,210.0,2.13
West Bengal,PURULIYA,340.0,3021701,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,330.0,1350.8,1603.3,1161.6,Dedicated Freight Corridor (DFC),189.2,14.0,210.0,4.73
West Bengal,SOUTH 24PARGANAS,343.0,8744550,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,96.2,497.2,1081.1,848.7,Road Trucking,0.0,0.0,210.0,1.94
West Bengal,UTTAR DINAJPUR,330.0,2973383,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,437.0,1744.4,1835.0,1297.4,Dedicated Freight Corridor (DFC),446.9,25.6,210.0,6.4
