state,district,sub_district,sub_district_code,nearest_rail_station,dist_rail_station_km,nearest_icd,dist_icd_km,nearest_port,dist_port_km,nearest_air_cargo,dist_air_cargo_km,nearest_icp,dist_icp_km
Telangana,YADADRI BHUVANAGIRI,RAJAPETA,4615,ALER,14.62,ICD Hyderabad (Sanathnagar),58.15,Krishnapatnam Port,401.52,Rajiv Gandhi International Airport (HYD),76.55,Sunauli ICP,1151.16
Telangana,YADADRI BHUVANAGIRI,RAMANNAPET,4632,RAMANNAPET,2.77,ICD Hyderabad (Sanathnagar),68.89,Krishnapatnam Port,351.1,Rajiv Gandhi International Airport (HYD),71.52,Petrapole ICP,1181.03
Telangana,YADADRI BHUVANAGIRI,THURKAPALLY,4614,BHONGIR,17.16,ICD Hyderabad (Sanathnagar),42.78,Krishnapatnam Port,398.57,Rajiv Gandhi International Airport (HYD),61.81,Sunauli ICP,1163.5
Telangana,YADADRI BHUVANAGIRI,VALIGONDA,4627,VANIGONDA,4.47,ICD Hyderabad (Sanathnagar),59.11,Krishnapatnam Port,364.28,Rajiv Gandhi International Airport (HYD),65.8,Sunauli ICP,1181.13
Telangana,YADADRI BHUVANAGIRI,YADAGIRIGUTTA,4616,WANGAPALLI,4.06,ICD Hyderabad (Sanathnagar),54.51,Krishnapatnam Port,388.37,Rajiv Gandhi International Airport (HYD),69.59,Sunauli ICP,1162.47
Tripura,Dhalai,Ambassa,6697,Jawaharnagar,11.32,ICD Amingaon,256.68,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,381.27,Lokpriya Gopinath Bordoloi International Airport (GAU),249.55,Srimantapur ICP,44.94
Tripura,Dhalai,Gandachhara,6686,Mungiakami,38.02,ICD Amingaon,284.64,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,372.33,Lokpriya Gopinath Bordoloi International Airport (GAU),277.42,Sabroom ICP,51.3
Tripura,Dhalai,Kamalpur,6681,Nalkata,16.8,ICD Amingaon,227.06,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,389.37,Lokpriya Gopinath Bordoloi International Airport (GAU),219.89,Srimantapur ICP,49.1
Tripura,Dhalai,Longtharai Valley,6692,Manu,12.98,ICD Amingaon,252.73,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,400.29,Lokpriya Gopinath Bordoloi International Airport (GAU),246.37,Srimantapur ICP,63.01
Tripura,Gomti,Amarpur,6695,Teliamura,29.9,ICD Amingaon,280.98,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,355.94,Lokpriya Gopinath Bordoloi International Airport (GAU),273.14,Srimantapur ICP,38.64
Tripura,Gomti,Karbook,6690,Teliamura,63.04,ICD Amingaon,313.78,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,352.59,Lokpriya Gopinath Bordoloi International Airport (GAU),306.08,Sabroom ICP,19.43
Tripura,Gomti,Udaipur,6693,Jirania,30.18,ICD Amingaon,285.76,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,336.07,Lokpriya Gopinath Bordoloi International Airport (GAU),277.27,Agartala ICP (Akhaura),32.6
Tripura,Khowai,Khowai,6684,Mungiakami,21.57,ICD Amingaon,228.15,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,374.54,Lokpriya Gopinath Bordoloi International Airport (GAU),220.31,Srimantapur ICP,35.78
Tripura,Khowai,Teliamura,6698,Teliamura,6.17,ICD Amingaon,255.01,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,363.21,Lokpriya Gopinath Bordoloi International Airport (GAU),247.12,Srimantapur ICP,25.17
Tripura,North Tripura,Dharmanagar,6691,Nadiapur,1.45,ICD Amingaon,200.28,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,436.38,Lokpriya Gopinath Bordoloi International Airport (GAU),195.24,Sutarkandi ICP,41.87
Tripura,North Tripura,Kancharpur,6685,Manu,24.56,ICD Amingaon,251.95,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,418.77,Lokpriya Gopinath Bordoloi International Airport (GAU),246.39,Srimantapur ICP,81.42
Tripura,North Tripura,Panisagar,6678,Panisagar,13.11,ICD Amingaon,222.6,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,432.12,Lokpriya Gopinath Bordoloi International Airport (GAU),217.5,Sutarkandi ICP,59.29
Tripura,Sepahijala,Bishalgarh,6699,Agartala,14.53,ICD Amingaon,276.9,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,318.77,Lokpriya Gopinath Bordoloi International Airport (GAU),267.69,Agartala ICP (Akhaura),24.9
Tripura,Sepahijala,Jampuijala,6677,Jirania,15.94,ICD Amingaon,272.01,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,338.15,Lokpriya Gopinath Bordoloi International Airport (GAU),263.41,Agartala ICP (Akhaura),18.4
Tripura,Sepahijala,Sonamura,6680,Agartala,34.88,ICD Amingaon,296.21,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,316.75,Lokpriya Gopinath Bordoloi International Airport (GAU),287.22,Agartala ICP (Akhaura),41.53
Tripura,South Tripura,Belonia,6687,Agartala,66.0,ICD Amingaon,321.83,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,327.74,Lokpriya Gopinath Bordoloi International Airport (GAU),313.43,Sabroom ICP,24.04
Tripura,South Tripura,Sabroom,6688,Jirania,86.36,ICD Amingaon,338.51,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,341.19,Netaji Subhas Chandra Bose International Airport (CCU),327.75,Sabroom ICP,6.98
Tripura,South Tripura,Santirbazar,6683,Jirania,61.4,ICD Amingaon,313.8,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,341.47,Lokpriya Gopinath Bordoloi International Airport (GAU),305.75,Sabroom ICP,21.07
Tripura,Unakoti,Kailasahar,6682,Panisagar,14.47,ICD Amingaon,206.91,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,414.5,Lokpriya Gopinath Bordoloi International Airport (GAU),200.71,Sutarkandi ICP,62.15
Tripura,Unakoti,Kumarghat,6694,Kumarghat,2.79,ICD Amingaon,225.98,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,408.84,Lokpriya Gopinath Bordoloi International Airport (GAU),219.75,Srimantapur ICP,68.08
Tripura,West Tripura,Jirania,1931,Jirania,1.63,ICD Amingaon,255.33,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,342.29,Lokpriya Gopinath Bordoloi International Airport (GAU),246.62,Srimantapur ICP,2.37
Tripura,West Tripura,Mohanpur,1922,Jirania,17.79,ICD Amingaon,238.99,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,349.35,Lokpriya Gopinath Bordoloi International Airport (GAU),230.23,Srimantapur ICP,15.47
Tripura,West Tripura,Sadar,6696,Agartala,1.86,ICD Amingaon,260.59,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,326.64,Lokpriya Gopinath Bordoloi International Airport (GAU),251.37,Agartala ICP (Akhaura),13.34
Uttar Pradesh,AGRA,AGRA,766,YAMUNA BRIDGE AGRA,2.48,ICD Gwalior,104.1,Dahej Port,808.05,Indira Gandhi International Airport (DEL),176.45,Rupaidiha ICP,333.61
Uttar Pradesh,AGRA,BAH,770,KAURARA,23.66,ICD Gwalior,77.32,Dahej Port,817.4,Indira Gandhi International Airport (DEL),228.13,Rupaidiha ICP,309.51
Uttar Pradesh,AGRA,ETMADPUR,765,KUBERPUR,8.6,ICD Gwalior,117.23,Dahej Port,821.59,Indira Gandhi International Airport (DEL),167.75,Rupaidiha ICP,323.46
Uttar Pradesh,AGRA,FATEHABAD,769,HIRANGAON,19.27,ICD Gwalior,87.81,Dahej Port,808.41,Indira Gandhi International Airport (DEL),198.07,Rupaidiha ICP,325.69
Uttar Pradesh,AGRA,KHERAGARH,768,DHANA KHERLI,9.15,ICD Gwalior,92.77,Dahej Port,758.68,Jaipur International Airport (JAI),176.16,Rupaidiha ICP,383.29
Uttar Pradesh,AGRA,KIRAOLI,767,SINGARPUR,3.19,ICD Gwalior,109.66,Dahej Port,785.54,Indira Gandhi International Airport (DEL),165.48,Rupaidiha ICP,362.36
Uttar Pradesh,ALIGARH,ATRAULI,754,SUNAMAI HALT,22.08,ICD Moradabad,101.03,Dahej Port,895.93,Indira Gandhi International Airport (DEL),140.67,Rupaidiha ICP,274.7
Uttar Pradesh,ALIGARH,GABHANA,753,SOMNA,2.65,ICD Dadri,67.79,Dahej Port,876.11,Indira Gandhi International Airport (DEL),100.58,Rupaidiha ICP,314.07
Uttar Pradesh,ALIGARH,IGLAS,756,MURSAN,18.09,ICD Ballabhgarh,86.51,Dahej Port,845.06,Indira Gandhi International Airport (DEL),118.2,Rupaidiha ICP,326.9
Uttar Pradesh,ALIGARH,KHAIR,752,DANWAR,22.62,ICD Ballabhgarh,54.39,Dahej Port,854.52,Indira Gandhi International Airport (DEL),86.06,Rupaidiha ICP,339.91
Uttar Pradesh,ALIGARH,KOIL,755,ALIGARH JN,2.29,ICD Dadri,89.82,Dahej Port,869.3,Indira Gandhi International Airport (DEL),121.0,Rupaidiha ICP,305.29
Uttar Pradesh,AMBEDKAR NAGAR,AKBARPUR,910,AKBARPUR,2.92,ICD Lucknow,164.8,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,710.63,Lal Bahadur Shastri International Airport (VNS),109.45,Sunauli ICP,142.06
Uttar Pradesh,AMBEDKAR NAGAR,ALLAPUR,908,KHORASON ROAD,36.91,ICD Lucknow,206.38,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,675.13,Lal Bahadur Shastri International Airport (VNS),104.66,Sunauli ICP,122.32
Uttar Pradesh,AMBEDKAR NAGAR,BHITI,911,KATAHRI,9.84,ICD Lucknow,145.08,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,728.3,Lal Bahadur Shastri International Airport (VNS),118.32,Sunauli ICP,153.56
Uttar Pradesh,AMBEDKAR NAGAR,JALALPUR,909,MALIPUR,9.69,ICD Lucknow,183.85,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,690.08,Lal Bahadur Shastri International Airport (VNS),93.05,Sunauli ICP,144.52
Uttar Pradesh,AMBEDKAR NAGAR,TANDA,907,AKBARPUR,18.69,ICD Lucknow,175.01,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,705.92,Lal Bahadur Shastri International Airport (VNS),116.87,Sunauli ICP,125.97
Uttar Pradesh,AMETHI,AMETHI,914,MISRAULI,6.17,ICD Lucknow,118.02,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,751.84,Chaudhary Charan Singh International Airport (LKO),117.02,Sunauli ICP,208.89
Uttar Pradesh,AMETHI,GAURIGANJ,913,GAURIGANJ,6.72,ICD Lucknow,96.97,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,773.14,Chaudhary Charan Singh International Airport (LKO),95.74,Sunauli ICP,215.71
Uttar Pradesh,AMETHI,MUSAFIRKHANA,912,NIHALGARH,3.74,ICD Lucknow,77.09,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,791.42,Chaudhary Charan Singh International Airport (LKO),78.2,Sunauli ICP,207.09
Uttar Pradesh,AMETHI,TILOI,824,SINDURWA,14.04,ICD Lucknow,70.11,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,800.28,Chaudhary Charan Singh International Airport (LKO),68.56,Rupaidiha ICP,215.61
Uttar Pradesh,AMROHA,AMROHA,730,AMROHA,4.36,ICD Moradabad,26.11,Dahej Port,976.03,Indira Gandhi International Airport (DEL),138.5,Rupaidiha ICP,266.22
Uttar Pradesh,AMROHA,DHANAURA,729,SHERPUR,4.91,ICD Moradabad,55.25,Dahej Port,965.27,Indira Gandhi International Airport (DEL),113.86,Rupaidiha ICP,295.53
Uttar Pradesh,AMROHA,HASANPUR,731,GARHMUKTESAR BR,20.47,ICD Moradabad,50.69,Dahej Port,944.73,Indira Gandhi International Airport (DEL),115.53,Rupaidiha ICP,281.94
Uttar Pradesh,AMROHA,NAUGAWAN SADAT,6282,AMROHA,10.45,ICD Moradabad,36.86,Dahej Port,981.15,Indira Gandhi International Airport (DEL),134.59,Rupaidiha ICP,276.49
Uttar Pradesh,AURAIYA,AJITMAL,6298,ACHALDA,19.24,ICD Kanpur,97.69,Dahej Port,857.76,Chaudhary Charan Singh International Airport (LKO),153.83,Rupaidiha ICP,270.16
Uttar Pradesh,AURAIYA,AURAIYA,842,PHAPHUND,13.54,ICD Kanpur,79.9,Dahej Port,870.54,Chaudhary Charan Singh International Airport (LKO),136.95,Rupaidiha ICP,260.69
Uttar Pradesh,AURAIYA,BIDHUNA,841,PATA,12.51,ICD Kanpur,84.53,Dahej Port,888.69,Chaudhary Charan Singh International Airport (LKO),132.07,Rupaidiha ICP,238.15
Uttar Pradesh,AYODHYA,BIKAPUR,906,KHAJURHAT,5.73,ICD Lucknow,125.47,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,748.22,Chaudhary Charan Singh International Airport (LKO),129.01,Sunauli ICP,160.14
Uttar Pradesh,AYODHYA,FAIZABAD,905,BILHAR GHAT,0.85,ICD Lucknow,129.32,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,751.18,Chaudhary Charan Singh International Airport (LKO),134.24,Sunauli ICP,144.62
Uttar Pradesh,AYODHYA,MILKIPUR,903,DEORAKOT,16.06,ICD Lucknow,94.58,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,777.57,Chaudhary Charan Singh International Airport (LKO),98.22,Sunauli ICP,179.93
Uttar Pradesh,AYODHYA,RUDAULI,902,RUDAULI,5.71,ICD Lucknow,75.61,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,798.31,Chaudhary Charan Singh International Airport (LKO),80.43,Rupaidiha ICP,185.52
Uttar Pradesh,AYODHYA,SOHAWAL,904,SOHWAL,2.79,ICD Lucknow,99.83,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,778.34,Chaudhary Charan Singh International Airport (LKO),105.03,Sunauli ICP,166.02
Uttar Pradesh,AZAMGARH,AZAMGARH,966,SIDHARI HALT,4.82,ICD Patna,196.53,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,633.79,Lal Bahadur Shastri International Airport (VNS),67.22,Sunauli ICP,160.77
Uttar Pradesh,AZAMGARH,BURHANPUR,964,KHORASON ROAD,22.98,ICD Lucknow,208.92,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,667.6,Lal Bahadur Shastri International Airport (VNS),89.9,Sunauli ICP,136.6
Uttar Pradesh,AZAMGARH,LALGANJ,969,Kirakat,15.02,ICD Patna,215.09,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,639.34,Lal Bahadur Shastri International Airport (VNS),36.95,Sunauli ICP,188.36
Uttar Pradesh,AZAMGARH,MARTINGANJ,6312,SARAI MIR,13.75,ICD Lucknow,213.34,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,655.52,Lal Bahadur Shastri International Airport (VNS),50.13,Sunauli ICP,177.26
Uttar Pradesh,AZAMGARH,MEHNAGAR,970,SARAI RANI,16.73,ICD Patna,198.75,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,629.69,Lal Bahadur Shastri International Airport (VNS),52.59,Sunauli ICP,175.56
Uttar Pradesh,AZAMGARH,NIZAMABAD,967,SANJARPUR,4.71,ICD Patna,217.03,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,653.7,Lal Bahadur Shastri International Airport (VNS),66.97,Sunauli ICP,158.57
Uttar Pradesh,AZAMGARH,PHULPUR,968,DIDARGANJ ROAD,4.47,ICD Lucknow,196.59,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,674.38,Lal Bahadur Shastri International Airport (VNS),74.17,Sunauli ICP,157.8
Uttar Pradesh,AZAMGARH,SAGRI,965,SATHIAON,22.14,ICD Patna,196.64,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,643.35,Lal Bahadur Shastri International Airport (VNS),94.26,Sunauli ICP,133.41
Uttar Pradesh,BAGHPAT,BAGHPAT,736,BAGPAT ROAD,6.04,ICD Loni,24.44,Dahej Port,921.32,Indira Gandhi International Airport (DEL),50.33,Attari ICP,349.27
Uttar Pradesh,BAGHPAT,BARAUT,735,BAOLI,3.09,ICD Loni,44.2,Dahej Port,937.16,Indira Gandhi International Airport (DEL),68.19,Attari ICP,333.86
Uttar Pradesh,BAGHPAT,KHEKADA,737,FAKHARPUR HALT,1.67,ICD Loni,11.61,Dahej Port,909.37,Indira Gandhi International Airport (DEL),38.15,Attari ICP,356.2
Uttar Pradesh,BAHRAICH,BAHRAICH,921,Bahraich,1.92,ICD Lucknow,103.62,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,859.69,Chaudhary Charan Singh International Airport (LKO),114.91,Rupaidiha ICP,94.51
Uttar Pradesh,BAHRAICH,KAISERGANJ,922,JARWAL ROAD,18.16,ICD Lucknow,76.95,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,844.08,Chaudhary Charan Singh International Airport (LKO),87.7,Rupaidiha ICP,123.31
Uttar Pradesh,BAHRAICH,MAHASI,920,Bahraich,15.37,ICD Lucknow,91.58,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,871.73,Chaudhary Charan Singh International Airport (LKO),102.97,Rupaidiha ICP,90.96
Uttar Pradesh,BAHRAICH,MIHIPURWA (MOTIPUR),6314,Bichia,5.66,ICD Lucknow,142.93,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,925.9,Chaudhary Charan Singh International Airport (LKO),153.69,Rupaidiha ICP,25.77
Uttar Pradesh,BAHRAICH,NANPARA,919,Nanpara Junction,3.9,ICD Lucknow,122.28,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,890.67,Chaudhary Charan Singh International Airport (LKO),133.59,Rupaidiha ICP,60.04
Uttar Pradesh,BAHRAICH,PAYAGPUR,6231,Payagpur,0.91,ICD Lucknow,101.18,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,835.46,Chaudhary Charan Singh International Airport (LKO),111.82,Rupaidiha ICP,119.03
Uttar Pradesh,BALLIA,BAIRIA,980,SURAIMANPUR,1.18,ICD Patna,67.66,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,520.85,Jay Prakash Narayan International Airport (PAT),63.03,Raxaul ICP,133.51
Uttar Pradesh,BALLIA,BALLIA,978,BALLIA,2.42,ICD Patna,99.57,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,542.57,Jay Prakash Narayan International Airport (PAT),94.47,Raxaul ICP,152.51
Uttar Pradesh,BALLIA,BANSDIH,979,CHHATA ASCHAURA,8.44,ICD Patna,94.78,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,546.51,Jay Prakash Narayan International Airport (PAT),90.17,Raxaul ICP,132.84
Uttar Pradesh,BALLIA,BELTHARA ROAD,975,GOBINDPUR DUGLI,2.64,ICD Patna,140.11,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,590.45,Lal Bahadur Shastri International Airport (VNS),116.34,Raxaul ICP,141.44
Uttar Pradesh,BALLIA,RASRA,977,RASRA,3.29,ICD Patna,127.52,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,572.01,Lal Bahadur Shastri International Airport (VNS),111.07,Raxaul ICP,153.23
Uttar Pradesh,BALLIA,SIKANDERPUR,976,TURTIPAR,21.83,ICD Patna,116.53,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,568.89,Jay Prakash Narayan International Airport (PAT),112.08,Raxaul ICP,131.13
Uttar Pradesh,BALRAMPUR,BALRAMPUR,925,Jharkhandi,15.63,ICD Lucknow,137.94,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,821.35,Chaudhary Charan Singh International Airport (LKO),148.41,Rupaidiha ICP,124.11
Uttar Pradesh,BALRAMPUR,TULSIPUR,926,Laiburwa Halt,0.91,ICD Lucknow,164.14,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,793.22,Chaudhary Charan Singh International Airport (LKO),173.92,Sunauli ICP,98.33
Uttar Pradesh,BALRAMPUR,UTRAULA,927,MASKANWA,25.61,ICD Lucknow,148.07,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,776.51,Chaudhary Charan Singh International Airport (LKO),156.72,Sunauli ICP,105.85
Uttar Pradesh,BANDA,ATARRA,873,BADAUSA,3.6,ICD Kanpur,133.47,Dhamra Port,796.45,Chaudhary Charan Singh International Airport (LKO),165.33,Rupaidiha ICP,343.28
Uttar Pradesh,BANDA,BABERU,872,ATARRA,34.43,ICD Kanpur,108.54,Dhamra Port,802.8,Chaudhary Charan Singh International Airport (LKO),132.23,Rupaidiha ICP,309.85
Uttar Pradesh,BANDA,BANDA,871,BANDA JN,6.82,ICD Kanpur,101.03,Dhamra Port,833.44,Chaudhary Charan Singh International Airport (LKO),142.94,Rupaidiha ICP,319.47
Uttar Pradesh,BANDA,NARAINI,874,ATARRA,12.74,ICD Kanpur,139.45,Dhamra Port,799.96,Chaudhary Charan Singh International Airport (LKO),174.84,Rupaidiha ICP,352.73
Uttar Pradesh,BANDA,PAILANI,6206,Yamuna South Bank,26.47,ICD Kanpur,77.15,Dhamra Port,842.97,Chaudhary Charan Singh International Airport (LKO),117.48,Rupaidiha ICP,293.9
Uttar Pradesh,BARA BANKI,FATEHPUR,896,PAINTEPUR,7.78,ICD Lucknow,38.5,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,874.45,Chaudhary Charan Singh International Airport (LKO),49.8,Rupaidiha ICP,130.55
Uttar Pradesh,BARA BANKI,HAIDERGARH,901,TIRBEDIGANJ,4.9,ICD Lucknow,40.59,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,828.1,Chaudhary Charan Singh International Airport (LKO),43.27,Rupaidiha ICP,183.34
Uttar Pradesh,BARA BANKI,NAWABGANJ,898,BARABANKI JN,3.2,ICD Lucknow,26.5,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,851.02,Chaudhary Charan Singh International Airport (LKO),35.82,Rupaidiha ICP,157.75
Uttar Pradesh,BARA BANKI,RAMNAGAR,897,SUNDHIAMAU,8.56,ICD Lucknow,52.66,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,853.52,Chaudhary Charan Singh International Airport (LKO),63.59,Rupaidiha ICP,131.96
Uttar Pradesh,BARA BANKI,RAMSANEHIGHAT,900,DARYABAD,6.64,ICD Lucknow,53.29,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,821.92,Chaudhary Charan Singh International Airport (LKO),59.58,Rupaidiha ICP,170.48
Uttar Pradesh,BARA BANKI,SIRAULI GAUSPUR,899,SAIDKHANPUR,7.69,ICD Lucknow,53.82,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,831.07,Chaudhary Charan Singh International Airport (LKO),62.4,Rupaidiha ICP,155.24
Uttar Pradesh,BAREILLY,AONLA,786,AONLA,4.81,ICD Moradabad,68.19,Dahej Port,976.78,Indira Gandhi International Airport (DEL),202.77,Rupaidiha ICP,194.8
Uttar Pradesh,BAREILLY,BAHERI,784,BAHERI,3.64,ICD Moradabad,72.24,Dahej Port,1030.7,Indira Gandhi International Airport (DEL),233.14,Rupaidiha ICP,168.29
Uttar Pradesh,BAREILLY,BAREILLY,787,DOHNA,2.82,ICD Moradabad,80.38,Dahej Port,1000.71,Indira Gandhi International Airport (DEL),227.17,Rupaidiha ICP,169.38
Uttar Pradesh,BAREILLY,FARIDPUR,789,PITAMBARPUR,0.85,ICD Moradabad,102.42,Dahej Port,989.63,Chaudhary Charan Singh International Airport (LKO),203.57,Rupaidiha ICP,162.16
Uttar Pradesh,BAREILLY,MEERGANJ,785,DHANETA,5.79,ICD Moradabad,58.01,Dahej Port,1000.95,Indira Gandhi International Airport (DEL),210.29,Rupaidiha ICP,186.63
Uttar Pradesh,BAREILLY,NAWABGANJ,788,Bijauria,8.98,ICD Moradabad,92.55,Dahej Port,1019.89,Chaudhary Charan Singh International Airport (LKO),223.72,Rupaidiha ICP,151.08
Uttar Pradesh,BASTI,BASTI,939,ORWARA,9.46,ICD Lucknow,180.64,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,712.22,Lal Bahadur Shastri International Airport (VNS),138.1,Sunauli ICP,102.99
Uttar Pradesh,BASTI,HARRAIYA,938,BABHNAN,16.24,ICD Lucknow,144.63,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,745.72,Chaudhary Charan Singh International Airport (LKO),150.59,Sunauli ICP,123.25
Uttar Pradesh,BASTI,RUDHAULI,940,ORWARA,16.93,ICD Lucknow,186.81,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,723.31,Lal Bahadur Shastri International Airport (VNS),163.41,Sunauli ICP,79.99
Uttar Pradesh,BHADOHI,AURAI,999,MADHOSINGH,6.27,ICD Lucknow,232.36,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,646.96,Lal Bahadur Shastri International Airport (VNS),31.98,Sunauli ICP,249.33
Uttar Pradesh,BHADOHI,BHADOHI,997,MONDH,0.63,ICD Lucknow,216.46,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,661.09,Lal Bahadur Shastri International Airport (VNS),36.75,Sunauli ICP,240.48
Uttar Pradesh,BHADOHI,GYANPUR,998,SARAI JAGDISH,3.47,ICD Lucknow,218.89,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,664.2,Lal Bahadur Shastri International Airport (VNS),48.12,Sunauli ICP,254.75
Uttar Pradesh,BIJNOR,BIJNOR,713,JHALRA HALT,2.96,ICD Moradabad,87.1,Dahej Port,1005.12,Indira Gandhi International Airport (DEL),137.62,Rupaidiha ICP,315.67
Uttar Pradesh,BIJNOR,CHANDPUR,716,CHANDPUR SIAU HALT,1.58,ICD Moradabad,56.53,Dahej Port,988.22,Indira Gandhi International Airport (DEL),130.79,Rupaidiha ICP,292.95
Uttar Pradesh,BIJNOR,DHAMPUR,715,CHAKRAJ MAL,3.33,ICD Moradabad,52.14,Dahej Port,1015.17,Indira Gandhi International Airport (DEL),159.93,Rupaidiha ICP,273.91
Uttar Pradesh,BIJNOR,NAGINA,714,BUNDKI,11.81,ICD Moradabad,79.85,Dahej Port,1035.97,Indira Gandhi International Airport (DEL),172.85,Rupaidiha ICP,288.13
Uttar Pradesh,BIJNOR,NAJIBABAD,712,FAZALPUR,1.67,ICD Moradabad,95.71,Dahej Port,1029.58,Indira Gandhi International Airport (DEL),161.49,Rupaidiha ICP,311.25
Uttar Pradesh,BUDAUN,BILSI,780,Bitrol,20.39,ICD Moradabad,74.11,Dahej Port,944.56,Indira Gandhi International Airport (DEL),178.76,Rupaidiha ICP,223.71
