state,district,district_code,drive_hours_to_deendayal_(kandla),drive_hours_to_mumbai,drive_hours_to_jawaharlal_nehru_(jnpt/navi_mumbai),drive_hours_to_mormugao,drive_hours_to_new_mangalore,drive_hours_to_cochin,drive_hours_to_v.o._chidambaranar_(tuticorin),drive_hours_to_chennai,drive_hours_to_kamarajar_(ennore),drive_hours_to_visakhapatnam,drive_hours_to_paradip,drive_hours_to_kolkata_(syama_prasad_mookerjee)_incl._haldia_dock_complex
Gujarat,NAVSARI,490.0,11.47,3.52,4.34,15.06,16.62,24.79,27.11,22.18,22.3,23.12,25.95,27.62
Gujarat,PANCH MAHALS,484.0,14.06,10.2,11.03,21.6,23.16,31.33,33.64,28.03,28.15,28.97,31.16,31.1
Gujarat,PATAN,470.0,3.37,12.06,12.88,23.6,25.16,33.33,35.64,30.72,30.84,31.66,31.92,31.87
Gujarat,PORBANDAR,478.0,5.52,14.91,15.74,26.46,28.02,36.18,38.5,33.58,33.69,34.52,37.07,37.01
Gujarat,RAJKOT,476.0,4.19,11.74,12.56,23.28,24.84,33.01,35.33,30.4,30.52,31.34,34.17,35.35
Gujarat,SABAR KANTHA,472.0,5.66,9.61,10.44,21.16,22.71,30.88,33.2,28.28,28.39,29.22,30.63,30.57
Gujarat,SURAT,492.0,10.74,4.11,4.93,15.66,17.21,25.38,27.7,22.77,22.89,23.71,26.54,28.21
Gujarat,SURENDRANAGAR,475.0,3.06,11.98,12.8,23.52,25.08,33.25,35.56,30.64,30.76,31.58,34.4,35.64
Gujarat,TAPI,493.0,11.74,4.78,5.61,16.33,17.89,26.05,28.37,23.45,23.56,24.39,27.21,28.88
Gujarat,VADODARA,486.0,8.86,6.2,7.02,17.74,19.3,27.47,29.79,24.86,24.98,25.8,28.63,30.3
Gujarat,VALSAD,491.0,12.65,3.02,3.85,14.57,16.13,24.29,26.61,21.93,22.04,23.1,25.93,27.6
Haryana,AMBALA,70.0,16.22,24.39,25.21,34.41,35.96,42.13,44.45,36.07,36.18,30.56,27.5,26.07
Haryana,BHIWANI,81.0,16.41,21.63,22.45,32.59,34.15,41.25,43.56,35.19,35.3,31.38,28.32,26.88
Haryana,CHARKI DADRI,732.0,15.14,20.36,21.18,31.33,32.89,39.99,42.3,33.92,34.04,30.11,27.05,25.61
Haryana,FARIDABAD,88.0,18.76,23.98,23.86,29.61,31.17,37.34,39.65,31.27,31.39,25.77,23.4,21.96
Haryana,FATEHABAD,78.0,13.57,22.39,23.21,33.52,35.08,42.18,44.49,36.12,36.23,32.31,29.25,27.81
Haryana,GURUGRAM,86.0,15.87,21.09,21.91,32.05,33.61,40.71,43.03,34.65,34.76,31.51,28.56,27.12
Haryana,HISAR,80.0,14.93,22.02,22.84,32.99,34.55,41.64,43.96,35.58,35.7,32.51,29.85,28.41
Haryana,JHAJJAR,83.0,15.54,20.76,21.58,31.73,33.29,40.38,42.7,34.32,34.44,29.28,26.22,24.78
Haryana,JIND,77.0,15.14,21.99,22.81,32.96,34.52,41.61,43.93,35.55,35.67,31.81,28.75,27.31
Haryana,KAITHAL,73.0,14.98,22.89,23.71,33.85,35.41,42.51,44.82,36.45,36.56,32.7,29.64,28.2
Haryana,KARNAL,74.0,16.24,22.45,23.27,33.42,34.98,42.07,44.39,36.01,36.13,32.26,29.2,27.76
Haryana,KURUKSHETRA,72.0,15.7,22.72,23.54,33.68,35.24,42.34,44.65,36.28,36.39,32.53,29.47,28.03
Haryana,MAHENDRAGARH,84.0,15.58,20.79,21.62,31.76,33.32,40.42,42.73,34.35,34.47,30.41,27.35,25.92
Haryana,NUH,87.0,14.99,20.2,21.03,31.17,32.73,39.83,42.14,33.76,33.88,30.63,27.67,26.24
Haryana,PALWAL,89.0,18.3,23.52,23.41,29.16,30.71,36.88,39.2,30.82,30.93,25.31,22.94,21.51
Haryana,PANCHKULA,69.0,15.7,23.88,24.7,34.84,36.4,42.99,45.3,36.92,37.04,31.42,28.36,26.92
Haryana,PANIPAT,75.0,17.01,22.23,23.05,33.19,34.75,41.85,44.16,35.79,35.9,32.65,29.7,28.26
Haryana,REWARI,85.0,16.84,22.05,22.88,33.02,34.58,41.68,43.99,35.61,35.73,32.55,30.49,29.05
Haryana,ROHTAK,82.0,15.43,20.85,21.67,31.81,33.37,40.47,42.78,34.41,34.52,31.08,28.02,26.58
Haryana,SIRSA,79.0,12.76,21.57,22.39,33.11,34.67,42.84,45.16,36.94,37.05,33.13,30.07,28.63
Haryana,SONIPAT,76.0,16.62,21.84,22.66,32.69,34.25,40.42,42.73,34.35,34.47,28.85,25.79,24.35
Haryana,YAMUNANAGAR,71.0,17.17,24.11,24.93,33.86,35.42,41.59,43.9,35.53,35.64,30.02,26.96,25.52
Himachal Pradesh,BILASPUR,30.0,17.51,26.33,27.15,37.56,39.12,46.22,48.53,40.15,40.27,34.65,31.6,30.16
Himachal Pradesh,CHAMBA,23.0,18.14,26.96,27.78,38.5,40.06,48.21,50.53,42.15,42.26,36.67,33.61,32.17
Himachal Pradesh,HAMIRPUR,28.0,16.84,25.66,26.48,37.07,38.63,45.72,48.04,39.66,39.78,34.16,31.1,29.66
Himachal Pradesh,KANGRA,24.0,16.96,25.78,26.6,37.32,38.88,46.35,48.67,40.29,40.41,34.79,31.73,30.29
Himachal Pradesh,KINNAUR,34.0,20.02,28.19,29.02,39.16,40.72,47.38,49.69,41.31,41.43,35.81,32.75,31.31
Himachal Pradesh,KULLU,26.0,19.84,28.25,29.07,39.22,40.78,47.43,49.75,41.37,41.49,35.87,32.81,31.37
Himachal Pradesh,LAHUL & SPITI,25.0,21.75,30.44,31.26,41.41,42.96,49.62,51.94,43.56,43.67,38.05,35.0,33.56
Himachal Pradesh,MANDI,27.0,18.79,27.6,28.42,39.0,40.56,47.22,49.53,41.15,41.27,35.65,32.59,31.15
Himachal Pradesh,SHIMLA,33.0,19.42,27.16,27.99,36.92,38.48,44.64,46.96,38.58,38.7,33.08,29.67,28.23
Himachal Pradesh,SIRMAUR,32.0,17.11,25.28,26.11,35.68,37.24,43.4,45.72,37.34,37.46,31.84,28.45,27.02
Himachal Pradesh,SOLAN,31.0,16.29,24.47,25.29,35.43,36.99,43.65,45.96,37.59,37.7,32.08,29.02,27.58
Himachal Pradesh,UNA,29.0,16.18,25.0,25.82,36.36,37.92,45.02,47.33,38.95,39.07,33.45,30.39,28.96
Jammu and Kashmir,ANANTNAG,14.0,23.18,32.0,32.82,43.54,45.1,53.25,55.57,47.19,47.3,41.71,38.65,37.21
Jammu and Kashmir,BADGAM,2.0,24.42,33.23,34.05,44.78,46.33,54.49,56.8,48.42,48.54,42.95,39.89,38.45
Jammu and Kashmir,BANDIPURA,9.0,25.03,33.84,34.66,45.38,46.94,55.1,57.41,49.03,49.15,43.55,40.49,39.06
Jammu and Kashmir,BARAMULA,8.0,24.75,33.56,34.39,45.11,46.66,54.82,57.13,48.76,48.87,43.28,40.22,38.78
Jammu and Kashmir,DODA,16.0,20.18,28.99,29.81,40.54,42.09,50.25,52.56,44.18,44.3,38.71,35.65,34.21
Jammu and Kashmir,GANDERBAL,11.0,24.58,33.39,34.22,44.94,46.49,54.65,56.96,48.59,48.7,43.11,40.05,38.61
Jammu and Kashmir,JAMMU,21.0,18.06,26.88,27.7,38.42,39.98,48.13,50.45,42.07,42.18,36.59,33.53,32.09
Jammu and Kashmir,KATHUA,7.0,17.3,26.11,26.93,37.65,39.21,47.37,49.68,41.3,41.42,35.82,32.76,31.33
Jammu and Kashmir,KISHTWAR,18.0,22.27,31.08,31.9,42.62,44.18,52.34,54.65,46.27,46.39,40.79,37.73,36.3
Jammu and Kashmir,KULGAM,15.0,23.76,32.57,33.4,44.12,45.67,53.83,56.14,47.77,47.88,42.29,39.23,37.79
Jammu and Kashmir,KUPWARA,1.0,25.4,34.22,35.04,45.76,47.32,55.47,57.79,49.41,49.53,43.93,40.87,39.43
Jammu and Kashmir,MIRPUR,,20.63,29.45,30.27,40.99,42.55,50.7,53.02,44.64,44.75,39.16,36.1,34.66
Jammu and Kashmir,MUZAFFARABAD,,26.92,35.73,36.55,47.27,48.83,56.98,59.3,50.92,51.04,45.44,42.38,40.94
Jammu and Kashmir,PULWAMA,12.0,23.57,32.39,33.21,43.93,45.49,53.64,55.96,47.58,47.7,42.1,39.04,37.6
Jammu and Kashmir,PUNCH,5.0,21.26,30.08,30.9,41.62,43.18,51.33,53.65,45.27,45.39,39.79,36.73,35.29
Jammu and Kashmir,RAJAURI,6.0,19.86,28.67,29.5,40.22,41.78,49.93,52.25,43.87,43.98,38.39,35.33,33.89
Jammu and Kashmir,RAMBAN,17.0,23.82,32.63,33.46,44.18,45.73,53.89,56.2,47.83,47.94,42.35,39.29,37.85
Jammu and Kashmir,RIASI,20.0,19.79,28.6,29.43,40.15,41.71,49.86,52.18,43.8,43.91,38.32,35.26,33.82
Jammu and Kashmir,SAMBA,22.0,17.47,26.29,27.11,37.83,39.39,47.54,49.86,41.48,41.6,36.0,32.94,31.5
Jammu and Kashmir,SHUPIYAN,13.0,24.03,32.85,33.67,44.39,45.95,54.1,56.42,48.04,48.15,42.56,39.5,38.06
Jammu and Kashmir,SRINAGAR,10.0,23.9,32.71,33.53,44.25,45.81,53.97,56.28,47.9,48.02,42.43,39.37,37.93
Jammu and Kashmir,UDHAMPUR,19.0,19.5,28.32,29.14,39.86,41.42,49.57,51.89,43.51,43.62,38.03,34.97,33.53
Jharkhand,BOKARO,355.0,33.0,29.38,27.75,32.44,33.15,36.08,38.39,27.38,27.5,14.48,8.11,4.86
Jharkhand,CHATRA,347.0,27.13,28.32,26.7,31.38,32.94,36.73,39.04,28.1,28.22,15.2,9.04,7.6
Jharkhand,DEOGHAR,350.0,30.18,31.37,29.74,34.43,35.99,41.0,43.32,32.84,32.95,19.94,13.78,8.84
Jharkhand,DHANBAD,354.0,32.34,28.71,27.09,31.78,32.49,35.41,37.73,26.72,26.83,13.82,7.45,3.85
Jharkhand,DUMKA,362.0,31.21,32.4,30.77,35.46,37.02,42.03,44.35,33.87,33.98,20.97,14.81,9.2
Jharkhand,EAST SINGHBHUM,357.0,31.32,27.5,25.88,30.57,30.21,33.14,35.45,24.44,24.55,11.54,6.24,3.49
Jharkhand,GARHWA,346.0,27.72,28.91,27.28,31.97,33.53,38.16,40.47,29.53,29.65,16.63,10.47,9.03
Jharkhand,GIRIDIH,349.0,29.28,30.47,28.84,33.53,35.09,40.1,42.42,31.94,32.05,19.04,12.88,10.38
Jharkhand,GODDA,351.0,31.58,32.77,31.15,35.84,37.39,41.16,43.48,32.47,32.58,19.57,14.59,7.65
Jharkhand,GUMLA,366.0,29.08,26.92,25.29,29.98,31.54,34.98,37.3,26.35,26.47,13.45,8.14,7.43
Jharkhand,HAZARIBAGH,360.0,28.48,29.67,28.05,32.74,34.29,39.31,41.62,31.14,31.26,18.24,12.08,10.64
Jharkhand,JAMTARA,363.0,33.38,29.76,28.13,32.82,32.92,35.84,38.16,27.14,27.26,14.24,8.49,3.77
Jharkhand,KHUNTI,365.0,31.22,27.16,25.54,30.23,30.94,33.86,36.18,25.16,25.28,12.26,5.9,6.12
Jharkhand,KODERMA,348.0,29.38,30.57,28.94,33.63,35.19,40.2,42.52,33.81,33.92,20.91,14.74,12.23
Jharkhand,LATEHAR,359.0,27.71,28.37,26.75,31.43,32.99,36.44,38.75,27.81,27.92,14.91,8.75,7.31
Jharkhand,LOHARDAGA,356.0,28.34,27.32,25.69,30.38,31.94,35.38,37.7,26.75,26.87,13.85,8.13,6.69
Jharkhand,PAKUR,353.0,32.72,33.91,32.28,36.97,38.53,42.37,44.68,33.67,33.79,20.77,15.8,8.86
Jharkhand,PALAMU,358.0,26.55,27.74,26.12,30.81,32.36,37.38,39.69,29.15,29.26,16.25,10.09,8.65
Jharkhand,RAMGARH,361.0,33.91,30.28,28.66,33.35,34.06,36.98,39.3,28.28,28.4,15.38,9.02,5.76
Jharkhand,RANCHI,364.0,29.28,28.22,26.6,31.29,32.0,34.92,37.24,26.22,26.34,13.32,6.96,5.52
Jharkhand,SAHIBGANJ,352.0,32.3,33.43,31.81,36.5,35.82,38.74,41.05,30.04,30.16,17.14,12.17,5.23
Jharkhand,SARAIKELA-KHARSAWAN,369.0,31.08,26.71,25.09,29.77,30.49,33.41,35.72,24.71,24.83,11.81,5.45,4.74
Jharkhand,SIMDEGA,367.0,30.44,25.56,23.94,28.63,30.19,33.63,35.94,25.0,25.12,12.1,6.78,8.19
Jharkhand,WEST SINGHBHUM,368.0,32.14,26.49,24.86,29.55,31.11,34.55,36.87,25.92,26.04,13.02,7.71,9.29
Karnataka,B\dar,558.0,21.5,11.42,8.53,10.85,12.41,18.42,20.73,13.68,13.8,14.81,20.88,22.55
Karnataka,Bagalkot,556.0,21.82,10.68,7.71,5.66,7.22,15.39,17.71,13.02,13.14,17.8,25.35,27.02
Karnataka,Ballari,565.0,26.0,14.86,11.89,11.8,9.75,12.67,14.99,8.08,8.19,13.56,24.2,25.34
Karnataka,Belagavi,555.0,21.89,10.13,7.16,6.68,8.24,16.41,18.72,14.04,14.16,20.37,27.71,29.38
Karnataka,Bengaluru (Rural),583.0,27.96,16.2,13.23,8.32,4.71,8.27,10.58,5.99,6.11,15.13,25.77,26.91
Karnataka,Bengaluru (Urban),572.0,31.2,19.43,16.47,11.55,9.25,12.81,15.12,10.54,10.65,19.06,29.7,30.84
Karnataka,Chamarajanagara,578.0,37.59,25.83,22.86,17.95,14.11,7.28,10.22,14.32,14.44,23.89,34.53,35.67
Karnataka,Chikkaballapura,582.0,28.94,17.17,14.2,9.29,5.8,8.72,11.04,6.09,6.21,13.66,24.3,25.44
Karnataka,Chikkamagaluru,570.0,28.38,16.62,13.65,8.13,3.1,11.72,14.04,9.45,9.57,18.59,29.22,30.36
Karnataka,Chitradurga,566.0,25.94,14.18,11.21,6.29,4.88,10.77,13.09,8.4,8.52,15.97,26.61,27.75
Karnataka,Dakshina Kannada,575.0,28.63,16.87,13.9,5.78,0.75,11.92,14.23,9.65,9.76,18.78,29.42,30.56
Karnataka,Davanagere,567.0,25.33,13.57,10.6,5.68,5.81,12.01,14.32,9.64,9.76,17.21,27.85,28.99
Karnataka,Dharwad,562.0,22.74,10.98,8.01,3.8,5.36,13.53,15.85,11.16,11.28,18.73,26.99,28.67
Karnataka,Gadag,561.0,23.68,11.92,8.95,4.67,6.23,14.4,16.71,12.03,12.15,19.6,27.66,29.33
Karnataka,Hassan,574.0,28.81,17.05,14.08,7.51,2.49,10.27,12.59,8.0,8.12,17.13,27.77,28.91
Karnataka,Haveri,564.0,23.92,12.16,9.19,4.12,4.69,12.67,14.98,10.3,10.41,17.87,28.19,29.65
Karnataka,Kalaburagi,579.0,22.05,10.91,7.94,8.57,10.13,16.15,18.46,11.55,11.67,14.62,22.83,24.5
Karnataka,Kodagu,576.0,29.85,18.09,15.12,7.0,1.97,13.46,15.78,11.19,11.31,20.33,30.96,32.1
Karnataka,Kolara,581.0,29.58,17.82,14.85,9.94,6.1,8.59,10.9,4.4,4.52,14.28,24.92,26.06
Karnataka,Koppal,560.0,23.0,11.86,8.89,5.95,7.51,15.68,17.99,13.31,13.43,18.97,26.53,28.2
Karnataka,Mandya,573.0,29.18,17.42,14.45,9.54,7.23,10.79,13.11,8.52,8.64,17.05,27.68,28.82
Karnataka,Mysuru,577.0,36.21,24.44,21.47,16.56,12.72,5.89,8.83,12.94,13.05,22.5,33.14,34.28
Karnataka,Raichur,559.0,25.25,14.11,11.14,11.06,11.52,14.44,16.76,9.84,9.96,15.33,25.97,27.11
Karnataka,Ramanagara,584.0,30.71,18.95,15.98,11.07,8.76,12.32,14.64,10.05,10.17,18.58,29.21,30.35
Karnataka,Shivamogga,568.0,25.64,13.88,10.91,4.44,3.73,13.24,15.56,10.87,10.99,18.44,29.08,30.22
Karnataka,Tumakuru,571.0,28.33,16.56,13.59,8.68,5.82,9.38,11.69,7.11,7.22,16.0,26.63,27.77
Karnataka,Udupi,569.0,28.0,16.24,13.27,5.19,1.59,14.15,16.47,11.88,12.0,19.45,30.09,31.23
Karnataka,Uttara Kannada,563.0,24.29,12.53,9.56,2.58,4.13,14.95,17.27,12.58,12.7,20.15,28.55,30.22
Karnataka,Vijayanagara,761.0,27.66,15.9,12.93,8.01,6.6,12.68,14.99,10.31,10.42,17.88,28.52,29.66
Karnataka,Vijayapura,557.0,20.89,9.75,6.78,6.7,8.25,16.43,18.74,12.69,12.81,16.48,24.42,26.09
Karnataka,Yadgir,580.0,23.28,12.14,9.17,9.08,10.64,15.18,17.5,10.58,10.7,15.85,24.06,25.73
Kerala,Alappuzha,598.0,38.39,26.63,23.66,18.75,14.9,4.56,7.64,15.12,15.24,24.69,35.33,36.47
Kerala,Ernakulam,595.0,36.44,24.67,21.7,16.79,12.95,0.74,6.69,13.17,13.28,22.73,33.37,34.51
Kerala,Idukki,596.0,37.1,25.33,22.36,17.45,13.61,2.16,6.11,13.83,13.94,23.39,34.03,35.17
Kerala,Kannur,589.0,37.66,25.89,22.92,18.01,14.17,5.81,10.15,14.39,14.5,23.95,34.59,35.73
Kerala,Kasaragod,588.0,29.26,17.5,14.53,6.41,1.39,13.75,16.07,11.48,11.6,20.61,31.25,32.39
Kerala,Kollam,600.0,39.0,27.24,24.27,19.35,15.51,5.17,8.25,15.73,15.85,25.3,35.93,37.07
Kerala,Kottayam,597.0,37.95,26.19,23.22,18.31,14.47,4.12,7.21,14.69,14.8,24.25,34.89,36.03
Kerala,Kozhikode,591.0,36.48,24.72,21.75,16.84,13.0,4.64,8.98,13.22,13.33,22.78,33.42,34.56
Kerala,Malappuram,592.0,35.49,23.72,20.75,15.84,12.0,3.64,7.98,12.22,12.33,21.78,32.42,33.56
Kerala,Palakkad,593.0,34.28,22.52,19.55,14.64,10.79,2.43,6.78,11.01,11.13,20.58,31.22,32.36
Kerala,Pathanamthitta,599.0,38.01,26.25,23.28,18.37,14.53,4.18,7.27,14.75,14.86,24.31,34.95,36.09
Kerala,Thiruvananthapuram,601.0,40.05,28.29,25.32,20.41,16.57,8.66,3.37,16.79,16.9,26.35,36.99,38.13
Kerala,Thrissur,594.0,34.95,23.18,20.21,15.3,11.46,1.24,7.44,11.68,11.79,21.24,31.88,33.02
Kerala,Wayanad,590.0,37.08,25.32,22.35,17.44,13.6,5.33,9.68,13.82,13.93,23.38,34.02,35.16
Ladakh,KARGIL,4.0,31.07,39.75,40.57,50.72,52.28,58.93,61.25,52.87,52.99,47.37,44.31,42.87
Ladakh,LEH,3.0,28.32,37.01,37.83,47.98,49.53,56.19,58.51,50.13,50.24,44.63,41.57,40.13
Lakshadweep,Lakshadweep,587.0,43.34,31.58,28.61,23.7,19.86,11.5,15.84,20.08,20.19,29.64,40.28,41.42
Madhya Pradesh,AGAR MALWA,735.0,14.46,18.48,16.85,22.6,24.16,31.26,33.57,25.19,25.31,22.13,21.81,23.48
Madhya Pradesh,ALIRAJPUR,465.0,13.84,7.89,8.71,19.28,20.84,29.01,31.32,25.71,25.83,26.65,29.48,30.88
Madhya Pradesh,ANUPPUR,461.0,23.11,20.56,18.94,23.63,25.19,30.2,32.52,24.14,24.25,16.07,15.41,17.08
Madhya Pradesh,ASHOKNAGAR,459.0,19.06,19.72,18.1,23.85,25.4,32.5,34.82,26.44,26.55,23.37,23.06,24.73
Madhya Pradesh,BALAGHAT,457.0,23.85,16.84,15.22,19.91,21.47,26.48,28.8,20.42,20.53,14.09,13.78,15.45
Madhya Pradesh,BARWANI,441.0,17.33,9.02,8.53,15.95,17.5,25.67,27.99,22.38,22.5,23.32,26.14,27.81
Madhya Pradesh,BETUL,447.0,18.42,12.87,11.25,17.0,18.56,25.69,28.01,19.63,19.74,16.56,16.25,17.92
Madhya Pradesh,BHIND,420.0,18.31,22.4,21.53,27.28,28.84,34.57,36.89,28.51,28.62,23.0,20.54,19.1
Madhya Pradesh,BHOPAL,444.0,16.07,16.72,15.1,20.85,22.41,29.51,31.82,23.44,23.56,20.38,20.06,21.73
Madhya Pradesh,BURHANPUR,467.0,18.97,10.16,8.53,15.87,17.43,25.6,27.92,21.74,21.85,21.31,24.13,25.8
Madhya Pradesh,CHHATARPUR,425.0,17.97,22.06,21.5,27.03,28.59,33.6,35.91,27.54,27.65,21.9,20.27,18.83
Madhya Pradesh,CHHINDWARA,455.0,21.2,15.51,13.89,19.53,21.09,26.1,28.42,20.04,20.15,16.7,16.38,18.05
Madhya Pradesh,DAMOH,428.0,19.47,18.92,17.3,21.99,23.55,28.56,30.88,22.5,22.61,16.86,16.19,17.86
Madhya Pradesh,DATIA,422.0,16.87,20.95,20.73,26.48,28.04,33.12,35.44,27.06,27.18,21.56,20.89,20.22
Madhya Pradesh,DEWAS,437.0,19.78,11.47,10.98,18.41,19.97,28.14,30.45,24.77,24.89,24.83,27.65,29.32
Madhya Pradesh,DHAR,438.0,13.39,10.45,11.27,21.84,23.4,31.57,33.89,28.28,28.39,29.22,30.49,30.43
Madhya Pradesh,DINDORI,453.0,22.61,19.49,17.87,22.55,24.11,29.13,31.44,23.06,23.18,15.0,14.33,16.0
Madhya Pradesh,GUNA,458.0,15.44,18.46,16.84,22.59,24.15,31.24,33.56,25.18,25.3,22.11,21.8,23.13
Madhya Pradesh,GWALIOR,421.0,16.84,20.93,20.71,26.46,28.02,33.1,35.42,27.04,27.16,21.54,20.87,19.99
Madhya Pradesh,HARDA,448.0,20.37,14.61,12.98,18.74,20.29,27.64,29.95,21.57,21.69,18.51,18.19,19.86
Madhya Pradesh,INDORE,439.0,13.37,11.34,12.17,22.74,24.3,32.46,34.78,29.17,29.29,30.11,30.47,30.41
Madhya Pradesh,JABALPUR,451.0,20.5,18.33,16.7,22.45,24.01,29.1,31.41,23.03,23.15,17.23,16.56,18.23
Madhya Pradesh,JHABUA,464.0,13.89,9.87,10.69,21.26,22.82,30.99,33.31,27.7,27.81,28.64,30.99,30.93
Madhya Pradesh,KATNI,450.0,21.6,18.64,17.01,21.7,23.26,28.28,30.59,22.21,22.33,16.57,15.91,17.4
Madhya Pradesh,KHANDWA,466.0,21.02,15.26,13.63,19.38,20.94,28.29,30.6,22.22,22.34,19.16,18.84,20.51
Madhya Pradesh,KHARGONE,440.0,18.3,9.99,9.5,16.94,18.5,26.66,28.98,23.3,23.41,23.35,26.18,27.85
Madhya Pradesh,MAIHAR,768.0,23.35,20.38,18.76,23.45,25.01,30.02,32.34,23.96,24.07,18.32,17.41,15.98
Madhya Pradesh,MANDLA,454.0,22.65,19.05,17.43,22.11,23.67,28.69,31.0,22.62,22.74,14.56,13.89,15.56
Madhya Pradesh,MANDSAUR,433.0,11.26,14.51,15.34,25.91,27.47,35.64,37.95,31.74,31.86,28.67,28.36,28.3
Madhya Pradesh,MAUGANJ,767.0,22.86,21.84,20.22,24.9,26.46,31.48,33.79,25.41,25.53,19.77,16.27,14.83
Madhya Pradesh,MORENA,419.0,17.65,21.74,20.72,26.47,28.03,34.2,36.51,28.14,28.25,22.63,21.51,20.08
Madhya Pradesh,NARMADAPURAM,449.0,17.53,14.4,12.78,18.53,20.09,27.19,29.5,21.12,21.24,18.05,17.74,19.41
Madhya Pradesh,NARSIMHAPUR,452.0,19.28,16.61,14.99,20.51,22.06,27.08,29.39,21.01,21.13,17.32,16.65,18.32
Madhya Pradesh,NEEMUCH,432.0,10.48,13.74,14.56,25.13,26.69,34.86,37.18,30.96,31.08,27.9,27.58,27.53
Madhya Pradesh,NIWARI,753.0,16.1,20.19,19.34,25.09,26.65,31.7,34.02,25.64,25.76,20.0,19.33,18.95
Madhya Pradesh,PANDHURNA,769.0,20.08,14.4,12.77,18.49,20.05,25.07,27.38,19.0,19.12,15.66,15.35,17.02
Madhya Pradesh,PANNA,426.0,20.31,21.28,19.65,25.15,26.71,31.72,34.04,25.66,25.77,20.02,19.35,19.41
Madhya Pradesh,RAISEN,446.0,18.41,16.24,14.61,20.36,21.92,29.02,31.33,22.96,23.07,19.49,18.82,20.49
Madhya Pradesh,RAJGARH,442.0,14.52,17.42,15.8,21.55,23.11,30.21,32.52,24.14,24.26,21.08,20.76,22.43
Madhya Pradesh,RATLAM,434.0,12.03,12.66,13.48,24.05,25.61,33.78,36.1,30.49,30.6,29.45,29.14,29.08
Madhya Pradesh,REWA,430.0,22.81,21.63,20.01,24.7,26.26,31.27,33.59,25.21,25.32,19.57,16.63,15.19
Madhya Pradesh,SAGAR,427.0,18.66,18.37,16.74,22.49,24.05,29.14,31.45,23.07,23.19,19.1,18.44,19.68
Madhya Pradesh,SATNA,429.0,19.79,23.88,23.32,28.85,30.41,35.42,37.74,29.36,29.47,23.72,22.09,20.65
Madhya Pradesh,SEHORE,445.0,16.17,16.86,15.24,20.99,22.55,29.65,31.96,23.58,23.7,20.51,20.2,21.87
Madhya Pradesh,SEONI,456.0,21.38,16.31,14.69,19.38,20.94,25.95,28.27,19.89,20.0,16.43,16.12,17.79
Madhya Pradesh,SHAHDOL,460.0,33.46,34.65,33.03,37.72,39.27,43.9,46.22,35.27,35.39,22.37,16.21,14.78
Madhya Pradesh,SHAJAPUR,436.0,15.32,18.23,16.6,22.36,23.91,31.01,33.33,24.95,25.06,21.88,21.57,23.24
Madhya Pradesh,SHEOPUR,418.0,15.9,19.99,20.81,28.56,30.12,36.29,38.6,30.22,30.34,24.72,23.6,22.16
Madhya Pradesh,SHIVPURI,423.0,14.66,18.75,19.57,26.13,27.69,32.77,35.09,26.71,26.83,21.49,20.83,20.15
Madhya Pradesh,SIDHI,462.0,24.59,22.24,20.61,25.3,26.86,31.88,34.19,25.81,25.93,20.17,18.4,16.97
Madhya Pradesh,SINGRAULI,463.0,25.23,22.87,21.25,25.94,27.5,32.51,34.83,26.45,26.56,20.81,19.04,17.6
Madhya Pradesh,TIKAMGARH,424.0,17.55,20.53,18.9,24.65,26.21,31.26,33.58,25.2,25.32,19.56,18.89,20.14
Madhya Pradesh,UJJAIN,435.0,16.25,20.27,18.64,24.39,25.95,33.05,35.37,26.99,27.1,23.92,23.61,25.28
Madhya Pradesh,UMARIA,431.0,23.25,20.28,18.66,23.35,24.91,29.92,32.24,23.86,23.97,17.97,17.3,18.21
Madhya Pradesh,VIDISHA,443.0,17.08,17.73,16.11,21.86,23.42,30.52,32.83,24.45,24.57,21.38,21.07,22.74
Maharashtra,AHILYANAGAR,522.0,16.74,6.66,3.77,11.11,12.67,20.83,23.15,17.49,17.61,19.21,22.5,24.17
Maharashtra,AKOLA,501.0,20.49,10.81,9.18,14.93,16.49,23.83,26.14,18.35,18.47,17.93,18.17,19.84
Maharashtra,AMRAVATI,503.0,20.26,12.1,10.47,16.22,17.78,25.43,27.74,19.75,19.87,17.07,16.75,18.42
Maharashtra,BEED,523.0,18.24,8.16,5.26,11.45,13.0,21.18,23.49,16.82,16.93,17.58,21.54,23.21
Maharashtra,BHANDARA,506.0,21.91,14.83,13.2,17.89,19.45,24.47,26.78,18.4,18.52,13.28,12.97,14.64
Maharashtra,BULDHANA,500.0,18.98,9.38,7.76,13.94,15.49,23.67,25.98,19.53,19.65,19.1,20.27,21.94
Maharashtra,CHANDRAPUR,509.0,23.73,14.62,13.0,16.99,18.55,22.91,25.22,16.84,16.96,15.54,15.23,16.9
Maharashtra,CHHATRAPATI SAMBHAJI NAGAR,515.0,15.91,6.64,5.23,12.57,14.13,22.3,24.61,18.58,18.69,18.63,21.46,23.13
Maharashtra,DHARASHIV,525.0,19.86,9.45,6.48,9.02,10.58,18.75,21.06,14.85,14.96,16.18,22.2,23.87
Maharashtra,DHULE,498.0,15.64,7.32,6.83,14.81,16.37,24.54,26.85,21.24,21.36,22.18,25.01,26.68
Maharashtra,DHULE,598.0,15.59,7.27,6.78,14.76,16.32,24.49,26.8,21.2,21.31,22.14,24.96,26.63
