state,district,district_code,pop_2011,method,villages
Nagaland,SHAMATOR,712,37716,area_share,0.0
Nagaland,TSEMINYU,710,51815,area_share,0.0
Nagaland,TUENSANG,267,64644,census2011,0.0
Nagaland,WOKHA,264,162495,census2011,0.0
Nagaland,ZUNHEBOTO,263,147838,area_share,0.0
Odisha,ANUGUL,384,1278369,census2011,2013.0
Odisha,BALANGIR,393,1656214,census2011,1884.0
Odisha,BALASORE,377,2288802,blended,2937.0
Odisha,BARGARH,370,1489765,census2011,1273.0
Odisha,BHADRAK,378,1509391,census2011,1342.0
Odisha,BOUDH,391,437710,census2011,1212.0
Odisha,CUTTACK,381,2562386,census2011,2029.0
Odisha,DEOGARH,373,344217,blended,791.0
Odisha,DHENKANAL,383,1198423,census2011,1294.0
Odisha,GAJAPATI,389,597457,census2011,1647.0
Odisha,GANJAM,388,3509632,census2011,3286.0
Odisha,JAGATSINGHPUR,380,1120376,census2011,1308.0
Odisha,JAJAPUR,382,1827544,census2011,1823.0
Odisha,JHARSUGUDA,371,576512,census2011,376.0
Odisha,KALAHANDI,395,1587808,census2011,2370.0
Odisha,KANDHAMAL,390,736047,census2011,2572.0
Odisha,KENDRAPARA,379,1435800,census2011,1555.0
Odisha,KEONJHAR (KENDUJHAR),375,1813036,census2011,2223.0
Odisha,KHORDHA,386,2328209,blended,1606.0
Odisha,KORAPUT,398,1331316,census2011,2165.0
Odisha,MALKANGIRI,399,611009,census2011,1104.0
Odisha,MAYURBHANJ,376,2537032,census2011,3985.0
Odisha,NABARANGAPUR,397,1255617,census2011,939.0
Odisha,NAYAGARH,385,968485,census2011,1741.0
Odisha,NUAPARHA,394,610872,census2011,707.0
Odisha,PURI,387,1661262,census2011,1718.0
Odisha,RAYAGARHA,396,968526,census2011,2758.0
Odisha,SAMBALPUR,372,1018647,census2011,1427.0
Odisha,SUBARNAPUR,392,609309,census2011,1004.0
Odisha,SUNDARGARH,374,2104442,census2011,1936.0
Puducherry,KARAIKAL,637,213920,blended,37.0
Puducherry,PUDUCHERRY,635,1034033,blended,92.0
Punjab,AMRITSAR,49,2449828,census2011,752.0
Punjab,BARNALA,54,560976,census2011,141.0
Punjab,BATHINDA,46,1363419,census2011,289.0
Punjab,FARIDKOT,45,607898,census2011,168.0
Punjab,FATEHGARH SAHIB,40,608938,blended,453.0
Punjab,FAZILKA,673,1098493,census2011,374.0
Punjab,FIROZPUR,43,1116158,blended,652.0
Punjab,GURDASPUR,35,1957725,blended,1210.0
Punjab,HOSHIARPUR,38,1564614,census2011,1411.0
Punjab,JALANDHAR,37,2162051,census2011,983.0
Punjab,KAPURTHALA,36,775913,census2011,651.0
Punjab,LUDHIANA,41,3465593,census2011,933.0
Punjab,MALER KOTLA,748,306601,census2011,317.0
Punjab,MANSA,47,743171,census2011,239.0
Punjab,MOGA,42,941538,census2011,319.0
Punjab,PATHANKOT,678,586929,area_share,0.0
Punjab,PATIALA,48,1855704,census2011,969.0
Punjab,RUPNAGAR,51,651796,census2011,604.0
Punjab,SANGRUR,53,1313771,census2011,397.0
Punjab,SAS NAGAR (SAHIBZADA AJIT SINGH NAGAR),52,1004882,blended,420.0
Punjab,SHAHID BHAGAT SINGH NAGAR,39,597508,blended,436.0
Punjab,SRI MUKTSAR SAHIB,44,909149,census2011,235.0
Punjab,TARN TARAN,50,1100684,census2011,492.0
Rajasthan,AJMER,119,2111138,census2011,775.0
Rajasthan,ALWAR,104,2073427,census2011,1692.0
Rajasthan,BALOTRA,785,882010,census2011,0.0
Rajasthan,BANSWARA,125,1803030,census2011,1547.0
Rajasthan,BARAN,128,1264478,census2011,1225.0
Rajasthan,BARMER,115,1748290,census2011,3235.0
Rajasthan,BEAWAR,779,989943,area_share,0.0
Rajasthan,BHARATPUR,105,1458562,census2011,1527.0
Rajasthan,BHILWARA,122,2358644,census2011,1909.0
Rajasthan,BIKANER,101,2381561,census2011,955.0
Rajasthan,BUNDI,121,1148813,blended,896.0
Rajasthan,CHITTAURGARH,126,1562629,census2011,1783.0
Rajasthan,CHURU,102,2052727,census2011,918.0
Rajasthan,DAUSA,109,1618863,blended,1150.0
Rajasthan,DEEG,774,1084727,census2011,0.0
Rajasthan,DHAULPUR,106,1214189,census2011,854.0
Rajasthan,DIDWANA-KUCHAMAN,787,1283879,census2011,0.0
Rajasthan,DUNGARPUR,124,1396027,census2011,1056.0
Rajasthan,GANGANAGAR,99,2036360,blended,3060.0
Rajasthan,HANUMANGARH,100,1729648,census2011,1916.0
Rajasthan,JAIPUR,110,5817193,census2011,2001.0
Rajasthan,JAISALMER,114,653530,census2011,855.0
Rajasthan,JALOR,116,1833059,census2011,836.0
Rajasthan,JHALAWAR,129,1448458,census2011,1631.0
Rajasthan,JHUNJHUNUN,103,2146150,census2011,1003.0
Rajasthan,JODHPUR,113,2156916,census2011,1247.0
Rajasthan,KARAULI,107,1466707,census2011,901.0
Rajasthan,KHAIRTHAL-TIJARA,777,895501,census2011,0.0
Rajasthan,KOTA,127,1785506,census2011,881.0
Rajasthan,KOTPUTLI-BEHROR,780,1478597,area_share,0.0
Rajasthan,NAGAUR,112,2044363,census2011,1660.0
Rajasthan,PALI,118,1642235,census2011,792.0
Rajasthan,PHALODI,783,1545297,area_share,0.0
Rajasthan,PRATAPGARH,131,897461,blended,3144.0
Rajasthan,RAJSAMAND,123,1071283,census2011,1063.0
Rajasthan,SALUMBAR,775,686891,census2011,0.0
Rajasthan,SAWAI MADHOPUR,108,1319482,census2011,833.0
Rajasthan,SIKAR,111,2692344,census2011,1217.0
Rajasthan,SIROHI,117,1030215,census2011,512.0
Rajasthan,TONK,120,1407991,census2011,1216.0
Rajasthan,UDAIPUR,130,2330313,census2011,2524.0
Sikkim,GANGTOK,244,131307,blended,62.0
Sikkim,GYALSHING,242,24289,census2011,70.0
Sikkim,MANGAN,241,11540,census2011,53.0
Sikkim,NAMCHI,243,395324,blended,149.0
Sikkim,PAKYONG,702,36414,census2011,0.0
Sikkim,SORENG,701,11704,census2011,0.0
Tamil Nadu,ARIYALUR,616,751485,census2011,215.0
Tamil Nadu,CHENGALPATTU,754,2319356,census2011,1056.0
Tamil Nadu,CHENNAI,603,4801403,blended,17.0
Tamil Nadu,COIMBATORE,632,3475300,census2011,303.0
Tamil Nadu,CUDDALORE,617,2614879,census2011,885.0
Tamil Nadu,DHARMAPURI,630,1497244,census2011,512.0
Tamil Nadu,DINDIGUL,612,2167100,census2011,415.0
Tamil Nadu,ERODE,610,2255237,census2011,375.0
Tamil Nadu,KALLAKURICHI,760,1594463,census2011,396.0
Tamil Nadu,KANCHEEPURAM,604,1472624,census2011,468.0
Tamil Nadu,KANNIYAKUMARI,629,1865666,census2011,187.0
Tamil Nadu,KARUR,613,1066913,census2011,186.0
Tamil Nadu,KRISHNAGIRI,631,1879875,census2011,673.0
Tamil Nadu,MADURAI,623,3046063,census2011,639.0
Tamil Nadu,MAYILADUTHURAI,696,759883,census2011,270.0
Tamil Nadu,NAGAPATTINAM,618,827350,blended,235.0
Tamil Nadu,NAMAKKAL,609,1730664,census2011,423.0
Tamil Nadu,PERAMBALUR,615,565375,census2011,165.0
Tamil Nadu,PUDUKKOTTAI,621,1619897,census2011,773.0
Tamil Nadu,RAMANATHAPURAM,626,1398496,blended,404.0
Tamil Nadu,RANIPET,750,1202775,census2011,286.0
Tamil Nadu,SALEM,608,3476500,census2011,681.0
Tamil Nadu,SIVAGANGA,622,1325676,census2011,542.0
Tamil Nadu,TENKASI,764,1281150,census2011,0.0
Tamil Nadu,THANJAVUR,620,2396575,census2011,866.0
Tamil Nadu,THE NILGIRIS,611,736565,census2011,60.0
Tamil Nadu,THENI,624,1255292,census2011,129.0
Tamil Nadu,THIRUVARUR,619,1239908,census2011,539.0
Tamil Nadu,THOOTHUKUDI,627,1815175,census2011,477.0
Tamil Nadu,TIRUCHIRAPPALLI,614,2715570,census2011,514.0
Tamil Nadu,TIRUNELVELI,628,1763169,census2011,320.0
Tamil Nadu,TIRUPATHUR,751,1282547,census2011,489.0
Tamil Nadu,TIRUPPUR,633,2472171,census2011,2693.0
Tamil Nadu,TIRUVALLUR,602,3719656,blended,665.0
Tamil Nadu,TIRUVANNAMALAI,606,2476153,census2011,1106.0
Tamil Nadu,VELLORE,605,1460431,census2011,372.0
Tamil Nadu,VILUPPURAM,607,1934795,census2011,918.0
Tamil Nadu,VIRUDHUNAGAR,625,1883650,census2011,620.0
Telangana,ADILABAD,532,699201,census2011,505.0
Telangana,BHADRADRI KOTHAGUDEM,739,1294266,census2011,0.0
Telangana,HANUMAKONDA,731,492563,area_share,0.0
Telangana,HYDERABAD,536,3269292,blended,17.0
Telangana,JAGTIAL,714,926412,census2011,0.0
Telangana,JANGAON,737,600032,census2011,190.0
Telangana,JAYASHANKAR BHUPALPALLI,736,911861,area_share,0.0
Telangana,JOGULAMBA GADWAL,744,587446,census2011,3428.0
Telangana,KAMAREDDY,719,1233156,census2011,0.0
Telangana,KARIMNAGAR,534,700317,census2011,210.0
Telangana,KHAMMAM,541,771379,census2011,368.0
Telangana,KUMURAM BHEEM,705,789014,census2011,0.0
Telangana,MAHABUBABAD,738,1230836,blended,413.0
Telangana,MAHBUBNAGAR,538,504949,blended,298.0
Telangana,MANCHERIAL,697,915556,blended,310.0
Telangana,MEDAK,535,887730,census2011,370.0
Telangana,MEDCHAL-MALKAJGIRI,749,964325,census2011,402.0
Telangana,MULUGU,762,1417147,blended,471.0
Telangana,NAGARKURNOOL,743,1418001,census2011,736.0
Telangana,NALGONDA,539,1831916,census2011,553.0
Telangana,NARAYANPET,763,538952,census2011,790.0
Telangana,NIRMAL,700,654829,census2011,89.0
Telangana,NIZAMABAD,533,1375277,census2011,437.0
Telangana,PEDDAPALLI,715,717880,census2011,0.0
Telangana,RAJANNA SIRCILLA,717,617097,area_share,0.0
Telangana,RANGA REDDY,537,2419911,blended,466.0
Telangana,SANGAREDDY,740,1415084,census2011,53.0
Telangana,SIDDIPET,741,822585,blended,60.0
Telangana,SURYAPET,745,909159,census2011,421.0
Telangana,VIKARABAD,747,2400971,blended,674.0
Telangana,WANAPARTHY,742,505876,census2011,971.0
Telangana,WARANGAL,540,500901,census2011,172.0
Telangana,YADADRI BHUVANAGIRI,746,856393,census2011,326.0
Tripura,DHALAI,291,375283,census2011,0.0
Tripura,GOMTI,725,464796,census2011,0.0
Tripura,KHOWAI,698,584618,census2011,497.0
Tripura,NORTH TRIPURA,292,459665,census2011,0.0
Tripura,SEPAHIJALA,699,593146,census2011,432.0
Tripura,SOUTH TRIPURA,290,402727,census2011,0.0
Tripura,UNAKOTI,706,238190,census2011,0.0
Tripura,WEST TRIPURA,289,555491,census2011,0.0
Uttar Pradesh,AGRA,146,4381442,census2011,951.0
Uttar Pradesh,ALIGARH,143,3586451,census2011,1169.0
Uttar Pradesh,AMBEDKAR NAGAR,178,2363239,census2011,1703.0
Uttar Pradesh,AMETHI,661,1348775,blended,356.0
Uttar Pradesh,AMROHA,137,1746092,blended,1079.0
Uttar Pradesh,AURAIYA,162,1363331,census2011,849.0
Uttar Pradesh,AYODHYA,177,2375527,census2011,1185.0
Uttar Pradesh,AZAMGARH,191,4541835,census2011,4010.0
Uttar Pradesh,BAGHPAT,139,1292233,blended,333.0
Uttar Pradesh,BAHRAICH,180,3587503,blended,1386.0
Uttar Pradesh,BALLIA,193,3212493,census2011,2360.0
Uttar Pradesh,BALRAMPUR,182,2123809,census2011,1021.0
Uttar Pradesh,BANDA,170,1733256,census2011,740.0
Uttar Pradesh,BARA BANKI,176,3302373,census2011,1813.0
Uttar Pradesh,BAREILLY,150,4575611,blended,2074.0
Uttar Pradesh,BASTI,185,2366074,census2011,3202.0
Uttar Pradesh,BHADOHI,198,1567898,census2011,1190.0
Uttar Pradesh,BIJNOR,134,3788062,blended,3010.0
Uttar Pradesh,BUDAUN,149,3028019,census2011,1699.0
Uttar Pradesh,BULANDSHAHR,142,3599270,blended,1256.0
Uttar Pradesh,CHANDAULI,196,1938147,census2011,1639.0
Uttar Pradesh,CHITRAKOOT,171,1020100,blended,651.0
Uttar Pradesh,DEORIA,190,3079826,blended,2093.0
Uttar Pradesh,ETAH,201,1702955,census2011,880.0
Uttar Pradesh,ETAWAH,161,1559596,census2011,694.0
Uttar Pradesh,FARRUKHABAD,159,1869531,census2011,984.0
Uttar Pradesh,FATEHPUR,172,2606150,census2011,1482.0
Uttar Pradesh,FIROZABAD,147,2467586,census2011,810.0
Uttar Pradesh,GAUTAM BUDDHA NAGAR,141,1538497,census2011,144.0
Uttar Pradesh,GHAZIABAD,140,3306982,blended,198.0
Uttar Pradesh,GHAZIPUR,195,3613922,census2011,3386.0
Uttar Pradesh,GONDA,183,3410218,blended,1811.0
Uttar Pradesh,GORAKHPUR,188,4362240,census2011,3175.0
Uttar Pradesh,HAMIRPUR,168,1009952,census2011,617.0
Uttar Pradesh,HAPUR,665,2576137,area_share,0.0
Uttar Pradesh,HARDOI,155,4085302,census2011,2065.0
Uttar Pradesh,HATHRAS,144,1595549,blended,669.0
Uttar Pradesh,JALAUN,165,1687840,census2011,1155.0
Uttar Pradesh,JAUNPUR,194,4490982,census2011,3292.0
Uttar Pradesh,JHANSI,166,1969320,census2011,835.0
Uttar Pradesh,KANNAUJ,160,1645746,census2011,756.0
Uttar Pradesh,KANPUR DEHAT,163,1758960,census2011,1002.0
Uttar Pradesh,KANPUR NAGAR,164,4662665,blended,1015.0
Uttar Pradesh,KASGANJ,202,1406850,census2011,726.0
Uttar Pradesh,KAUSHAMBI,174,1412375,census2011,817.0
Uttar Pradesh,KHERI,153,3976759,census2011,1819.0
Uttar Pradesh,KUSHINAGAR,189,3549532,census2011,1460.0
Uttar Pradesh,LALITPUR,167,1223569,census2011,754.0
Uttar Pradesh,LUCKNOW,157,4576219,census2011,726.0
Uttar Pradesh,MAHOBA,169,901016,blended,526.0
Uttar Pradesh,MAHRAJGANJ,187,2753342,census2011,1219.0
Uttar Pradesh,MAINPURI,148,1921981,census2011,844.0
Uttar Pradesh,MATHURA,145,2525210,census2011,820.0
Uttar Pradesh,MAU,192,2228668,census2011,1524.0
Uttar Pradesh,MEERUT,138,3374014,blended,679.0
Uttar Pradesh,MIRZAPUR,199,2432275,census2011,1971.0
Uttar Pradesh,MORADABAD,135,3918702,blended,1175.0
Uttar Pradesh,MUZAFFARNAGAR,133,2728286,census2011,707.0
Uttar Pradesh,PILIBHIT,151,2089107,blended,1446.0
Uttar Pradesh,PRATAPGARH,173,3192816,census2011,2064.0
Uttar Pradesh,PRAYAGRAJ,175,6180962,blended,2875.0
Uttar Pradesh,RAE BARELI,158,2891023,census2011,1571.0
Uttar Pradesh,RAMPUR,136,2102783,census2011,1172.0
Uttar Pradesh,SAHARANPUR,132,3453626,census2011,1586.0
Uttar Pradesh,SAMBHAL,663,2504981,area_share,0.0
Uttar Pradesh,SANT KABIR NAGAR,186,1753973,blended,1593.0
Uttar Pradesh,SHAHJAHANPUR,152,2747968,census2011,2312.0
Uttar Pradesh,SHAMLI,662,1327507,census2011,534.0
Uttar Pradesh,SHRAWASTI,181,855678,census2011,538.0
Uttar Pradesh,SIDDHARTHNAGAR,184,2548878,census2011,2398.0
Uttar Pradesh,SITAPUR,154,4488980,census2011,2344.0
Uttar Pradesh,SONBHADRA,200,1915840,census2011,1444.0
Uttar Pradesh,SULTANPUR,179,2294491,census2011,1725.0
Uttar Pradesh,UNNAO,156,3070319,census2011,1801.0
Uttar Pradesh,VARANASI,197,3623118,census2011,1247.0
Uttarakhand,ALMORA,64,647541,census2011,2312.0
Uttarakhand,BAGESHWAR,63,261150,census2011,958.0
Uttarakhand,CHAMOLI,57,404819,census2011,1237.0
Uttarakhand,CHAMPAWAT,65,275635,blended,735.0
Uttarakhand,DEHRAD@N,60,1729450,census2011,714.0
Uttarakhand,HARIDWAR,68,1844441,census2011,619.0
Uttarakhand,NAINITAL,66,950212,census2011,1070.0
Uttarakhand,PAURI GARHWAL,61,685772,census2011,3430.0
Uttarakhand,PITHORAGARH,62,498558,census2011,1651.0
Uttarakhand,RUDRAPRAYAG,58,257203,blended,679.0
Uttarakhand,TEHRI GARHWAL,59,638232,census2011,1956.0
Uttarakhand,UDHAM SINGH NAGAR,67,1555000,blended,674.0
Uttarakhand,UTTARKASHI,56,338277,census2011,744.0
West Bengal,ALIPUR DUAR,675,1816399,census2011,382.0
West Bengal,BANKURA,339,3732273,census2011,3835.0
West Bengal,BIRBH@M,334,3627068,census2011,2463.0
West Bengal,DAKSHIN DINAJPUR,331,1795926,blended,1620.0
West Bengal,DARJILING,327,1222193,census2011,853.0
West Bengal,HAORA,341,4998672,census2011,789.0
West Bengal,HUGLI,338,5703540,census2011,1944.0
West Bengal,JALPAIGURI,328,2194584,census2011,911.0
West Bengal,JHARGRAM,727,2028878,census2011,0.0
West Bengal,KALIMPONG,716,658530,census2011,0.0
West Bengal,KOCH BIHAR,329,2896916,blended,1187.0
West Bengal,KOLKATA,342,4774003,blended,1.0
West Bengal,MALDAH,332,4096183,census2011,1803.0
West Bengal,MURSHIDABAD,333,7381263,census2011,2217.0
West Bengal,NADIA,336,5288972,census2011,1363.0
West Bengal,NORTH TWENTY-FOUR PARGANAS,337,6917382,census2011,1635.0
West Bengal,PASCHIM BARDDHAMAN,728,1838866,census2011,0.0
West Bengal,PASCHIM MEDINIPUR,344,4140171,census2011,8708.0
West Bengal,PURBA BARDDHAMAN,335,6176571,census2011,2597.0
West Bengal,PURBA MEDINIPUR,345,5248089,blended,3023.0
West Bengal,PURULIYA,340,3021701,census2011,2699.0
West Bengal,SOUTH 24PARGANAS,343,8744550,blended,2175.0
West Bengal,UTTAR DINAJPUR,330,2973383,census2011,1499.0
