station_code,station_name,category,zone,division,state,total_passengers,total_revenue,source_url
PUSA,Pusla,NSG6,CR,NGP,Maharashtra,9895,481740,https://railway-stations-classification.pages.dev/
PUT,Puttur,NSG5,SR,MAS,Andhra Pradesh,760109,68106617,https://railway-stations-classification.pages.dev/
PUU,Punalur,NSG5,SR,MDU,Kerala,544686,25366988,https://railway-stations-classification.pages.dev/
PUX,Parasia,NSG5,CR,NGP,Madhya Pradesh,268394,27346747,https://railway-stations-classification.pages.dev/
PVD,PEDAVADLAPUDI,NSG6,SCR,BZA,Andhra Pradesh,66163,3478264,https://railway-stations-classification.pages.dev/
PVI,Peravurani,NSG6,SR,TPJ,Tamil Nadu,17058,842716,https://railway-stations-classification.pages.dev/
PVN,Puvanur,NSG6,SR,TPJ,Tamil Nadu,2055,99570,https://railway-stations-classification.pages.dev/
PVP,PARVATHIPURAM,NSG5,ECoR,WAT,Andhra Pradesh,722551,80299372,https://railway-stations-classification.pages.dev/
PVPT,PARVATHIPURAM TOWN,NSG5,ECoR,WAT,Andhra Pradesh,611997,82700872,https://railway-stations-classification.pages.dev/
PVR,PANDHARPUR,NSG4,CR,SUR,Maharashtra,1018961,150113390,https://railway-stations-classification.pages.dev/
PVRD,Piravam road,NSG5,SR,TVC,Kerala,652278,35639843,https://railway-stations-classification.pages.dev/
PVU,Paravur,NSG5,SR,TVC,Kerala,1109098,21246999,https://railway-stations-classification.pages.dev/
PVZ,PARVEZPUR,NSG6,NWR,BKN,Haryana,31845,1128710,https://railway-stations-classification.pages.dev/
PWK,PIPARIYA KALAN,NSG6,WCR,JBP,Madhya Pradesh,1893,75040,https://railway-stations-classification.pages.dev/
PWL,PALWAL,NSG4P,NR,DLI,Haryana,2648570,54924610,https://railway-stations-classification.pages.dev/
PWS,Phulwari Shariff,NSG6,ECR,DNR,Bihar,463427,9627288,https://railway-stations-classification.pages.dev/
PY,Perundurai,NSG6,SR,SA,Tamil Nadu,10626,152320,https://railway-stations-classification.pages.dev/
PYA,Pedapariya,NSG6,SR,MAS,Andhra Pradesh,15325,304780,https://railway-stations-classification.pages.dev/
PYGS,PRAYAGRAJ SANGAM,NSG3,NR,LKO,Uttar Pradesh,1191839,258685039,https://railway-stations-classification.pages.dev/
PYK,Periyakottai,NSG6,SR,TPJ,Tamil Nadu,938,44305,https://railway-stations-classification.pages.dev/
PYOL,Payyoli (FLAG),NSG6,SR,PGT,Kerala,515170,9780076,https://railway-stations-classification.pages.dev/
QDN,QADIAN,NSG6,NR,FZR,Punjab,15382,491605,https://railway-stations-classification.pages.dev/
QG,QAZIGUND,NSG6,NR,FZR,Jammu And Kashmir,275360,6391425,https://railway-stations-classification.pages.dev/
QLD,Quilandi,NSG3,SR,PGT,Kerala,2039314,222677177,https://railway-stations-classification.pages.dev/
QLM,KULEM,NSG6,SWR,UBL,Goa,151844,6319465,https://railway-stations-classification.pages.dev/
QLN,Kollam jn,NSG2,SR,TVC,Kerala,8275069,1030696870,https://railway-stations-classification.pages.dev/
QMRS,KAYAMSAR,NSG6,NWR,JAIPUR,Rajasthan,65734,1373800,https://railway-stations-classification.pages.dev/
QRP,KILA RAIPUR,NSG6,NR,UMB,Punjab,19715,394900,https://railway-stations-classification.pages.dev/
QSR,KANSRAO,NSG6,NR,MB,Uttarakhand,93,20737,https://railway-stations-classification.pages.dev/
QTR,Kothara,NSG6,WR,AHMEDABAD,Gujarat,0,0,https://railway-stations-classification.pages.dev/
QXR,KUCHESAR ROAD,NSG6,NR,MB,Uttar Pradesh,5488,121900,https://railway-stations-classification.pages.dev/
R,Raipur,NSG2,SECR,R,Chhattisgarh,9645862,3172058572,https://railway-stations-classification.pages.dev/
RA,Ramparda,NSG6,WR,RAJKOT,Gujarat,23,1750,https://railway-stations-classification.pages.dev/
RAA,BARARA,NSG5,NR,UMB,Haryana,757195,13404108,https://railway-stations-classification.pages.dev/
RAH,RAMGARH,NSG6,NCR,AGC,Rajasthan,68328,3934492,https://railway-stations-classification.pages.dev/
RAHA,Raha,NSG6,NFR,LMG,Assam,26233,712075,https://railway-stations-classification.pages.dev/
RAI,RAIBHA,NSG6,NCR,AGC,Uttar Pradesh,88214,843114,https://railway-stations-classification.pages.dev/
RAIR,RAIRAKHOL,NSG5,ECoR,SBP,Odisha,189968,39303762,https://railway-stations-classification.pages.dev/
RAK,RAMKOT,NSG6,NR,MB,Uttar Pradesh,13549,535295,https://railway-stations-classification.pages.dev/
RAKD,RADHAKUND,NSG6,NCR,AGC,Uttar Pradesh,8694,500815,https://railway-stations-classification.pages.dev/
RAL,REPALLE,NSG5,SCR,GNT,Andhra Pradesh,1363581,89755998,https://railway-stations-classification.pages.dev/
RAM,RAMAPURAM,NSG6,SCR,GTL,Andhra Pradesh,23080,512220,https://railway-stations-classification.pages.dev/
RAMR,Ramaipur,NSG6,NER,LJN,Uttar Pradesh,4007,138070,https://railway-stations-classification.pages.dev/
RANI,Rani,NSG5,NWR,AII,Rajasthan,362298,86078000,https://railway-stations-classification.pages.dev/
RASP,Rasipuram,NSG6,SR,SA,Tamil Nadu,37139,6016305,https://railway-stations-classification.pages.dev/
RAU,Rau,NSG6,WR,RATLAM,Madhya Pradesh,158079,4688935,https://railway-stations-classification.pages.dev/
RAY,Ray,NSG6,ECR,DHN,Jharkhand,123430,8781066,https://railway-stations-classification.pages.dev/
RAYA,Raya,NSG6,NER,IZN,Uttar Pradesh,385038,9071260,https://railway-stations-classification.pages.dev/
RBA,RAMBHA,NSG6,ECoR,KUR,Odisha,74700,3297611,https://railway-stations-classification.pages.dev/
RBCS,RAMACHANDRAPURAM,NSG6,SCR,BZA,Andhra Pradesh,0,0,https://railway-stations-classification.pages.dev/
RBD,RAHIMABAD,NSG6,NR,MB,Uttar Pradesh,444,9807,https://railway-stations-classification.pages.dev/
RBG,RAYBAG,NSG5,SWR,UBL,Karnataka,238876,31749356,https://railway-stations-classification.pages.dev/
RBH,RAJBANDH,NSG6,ER,ASN,West Bengal,381470,5454360,https://railway-stations-classification.pages.dev/
RBJ,Raibojha,NSG6,NER,LJN,Uttar Pradesh,18888,630620,https://railway-stations-classification.pages.dev/
RBK,REOTI BAHORA KHERA,NSG6,NR,MB,Uttar Pradesh,116701,5041650,https://railway-stations-classification.pages.dev/
RBL,RAE-BARELI JN,NSG3,NR,LKO,Uttar Pradesh,1434918,275169376,https://railway-stations-classification.pages.dev/
RBN,Raghubansh Nagar,NSG6,ECR,SPJ,Bihar,5775,182775,https://railway-stations-classification.pages.dev/
RBR,Ribada,NSG6,WR,BHAVNAGAR,Gujarat,92622,3751565,https://railway-stations-classification.pages.dev/
RBS,RUPBAS,NSG6,NCR,AGC,Rajasthan,188936,9771388,https://railway-stations-classification.pages.dev/
RBZ,Rambhadrapur,NSG6,ECR,SPJ,Bihar,133362,1750905,https://railway-stations-classification.pages.dev/
RC,RAICHUR,NSG3,SCR,GTL,Karnataka,1872797,434765737,https://railway-stations-classification.pages.dev/
RCG,RACHAGUNNERI,NSG6,SCR,GTL,Andhra Pradesh,7,250,https://railway-stations-classification.pages.dev/
RCGT,Richughuda,NSG6,ECR,DHN,Jharkhand,20172,941945,https://railway-stations-classification.pages.dev/
RCJ,Ranayla Jasnia,NSG6,WR,RATLAM,Madhya Pradesh,4015,228041,https://railway-stations-classification.pages.dev/
RCTC,RAGHUNATH PUR,NSG6,ECoR,KUR,Odisha,60387,822960,https://railway-stations-classification.pages.dev/
RD,Ramdayalu Nagar,NSG6,ECR,SEE,Bihar,43199,1234520,https://railway-stations-classification.pages.dev/
RDBR,RANDIA BAUDPUR,NSG6,ECoR,KUR,Odisha,43652,2001060,https://railway-stations-classification.pages.dev/
RDD,Rikhabdev road,NSG6,NWR,AII,Rajasthan,48783,3095000,https://railway-stations-classification.pages.dev/
RDDE,RATHDHANA,NSG6,NR,DLI,Haryana,258349,2679916,https://railway-stations-classification.pages.dev/
RDE,RUNDHI,NSG6,NCR,AGC,HAR,269182,1700072,https://railway-stations-classification.pages.dev/
RDF,Radhagaon,NSG6,SER,ADRA,Jharkhand,57707,2156329,https://railway-stations-classification.pages.dev/
RDG,RAYADURG,NSG5,SWR,UBL,Andhra Pradesh,132404,12519593,https://railway-stations-classification.pages.dev/
RDHP,Randhanpur,NSG6,WR,AHMEDABAD,Gujarat,60826,8931066,https://railway-stations-classification.pages.dev/
RDI,Kardi,NSG6,SWR,MYS,Karnataka,34818,808835,https://railway-stations-classification.pages.dev/
RDK,RASHIDPUR KHORI,NSG6,NWR,JAIPUR,Rajasthan,19451,236255,https://railway-stations-classification.pages.dev/
RDL,RUDAULI,NSG5,NR,LKO,Uttar Pradesh,167771,28262085,https://railway-stations-classification.pages.dev/
RDM,RAMAGUNDAM,NSG4,SCR,SC,Telangana,818821,192031841,https://railway-stations-classification.pages.dev/
RDN,Rudain,NSG5,NER,IZN,Uttar Pradesh,315022,12090060,https://railway-stations-classification.pages.dev/
RDP,Radhikapur,NSG6,NFR,KIR,West Bengal,81256,5304079,https://railway-stations-classification.pages.dev/
RDRA,RAMDEVRA,NSG4,NWR,JU,Rajasthan,1054376,182321423,https://railway-stations-classification.pages.dev/
RDS,RAMDAS,NSG6,NR,FZR,Punjab,5855,166650,https://railway-stations-classification.pages.dev/
RDT,RAVTHA ROAD,NSG6,WCR,KOTA,Rajasthan,19965,715845,https://railway-stations-classification.pages.dev/
RDUM,Rampur Dumra,NSG6,ECR,DNR,Bihar,4514,113051,https://railway-stations-classification.pages.dev/
RE,REWARI,NSG3,NWR,JAIPUR,Haryana,6561037,540568252,https://railway-stations-classification.pages.dev/
RECH,RECHNI ROAD,NSG6,SCR,SC,Telangana,30408,2259044,https://railway-stations-classification.pages.dev/
REG,REGUPALEM,NSG6,SCR,BZA,Andhra Pradesh,5124,114050,https://railway-stations-classification.pages.dev/
REI,RITHI,NSG6,WCR,JBP,Madhya Pradesh,41976,2486271,https://railway-stations-classification.pages.dev/
REJ,REJINAGAR,NSG5,ER,SDAH,West Bengal,797344,13126338,https://railway-stations-classification.pages.dev/
REM,REDDIGUDEM,NSG6,SCR,GNT,Andhra Pradesh,7802,257295,https://railway-stations-classification.pages.dev/
REN,REN,NSG5,NWR,JU,Rajasthan,393061,31613836,https://railway-stations-classification.pages.dev/
REPI,RANGEPALLI,NSG6,SWR,SBC,Andhra Pradesh,6671,284925,https://railway-stations-classification.pages.dev/
RES,RASAULI,NSG6,NR,LKO,Uttar Pradesh,1813,62075,https://railway-stations-classification.pages.dev/
RET,Rentiya,NSG6,WR,RATLAM,Gujarat,4898,307440,https://railway-stations-classification.pages.dev/
REWA,REWA,NSG3,WCR,JBP,Madhya Pradesh,2102472,772936097,https://railway-stations-classification.pages.dev/
RFJ,Rafiganj,NSG5,ECR,DDU,Bihar,714078,66218532,https://railway-stations-classification.pages.dev/
RG,RAJGHAT NARORA,NSG6,NR,MB,Uttar Pradesh,228353,9341967,https://railway-stations-classification.pages.dev/
RGB,RAMGANGA,NSG6,NR,MB,Uttar Pradesh,229413,9678135,https://railway-stations-classification.pages.dev/
RGBP,Ranigaidinliu,NSG6,NFR,LMG,MANIPUR,8,2020,https://railway-stations-classification.pages.dev/
RGD,Rajgir,NSG4,ECR,DNR,Bihar,790181,137091068,https://railway-stations-classification.pages.dev/
RGDA,RAYAGADA,NSG3,ECoR,WAT,Odisha,1446450,268151495,https://railway-stations-classification.pages.dev/
RGH,Ramgarhwa,NSG5,ECR,SPJ,Bihar,149471,15980488,https://railway-stations-classification.pages.dev/
RGI,Ramagiri,NSG6,SWR,MYS,Karnataka,93989,5202193,https://railway-stations-classification.pages.dev/
RGJ,Raiganj,NSG4,NFR,KIR,West Bengal,973666,131515225,https://railway-stations-classification.pages.dev/
RGJI,Rangjuli,NSG6,NFR,RNY,Assam,20955,774645,https://railway-stations-classification.pages.dev/
RGL,RENGALI,NSG5,ECoR,SBP,Odisha,92902,12258587,https://railway-stations-classification.pages.dev/
RGM,RANGAPURAM,NSG6,SCR,GTL,Andhra Pradesh,12071,634709,https://railway-stations-classification.pages.dev/
RGO,ROTEGAON,NSG5,SCR,NED,Maharashtra,374867,18813876,https://railway-stations-classification.pages.dev/
RGP,RAGHUNATHPALLI,NSG6,SCR,SC,Telangana,77510,2612472,https://railway-stations-classification.pages.dev/
RGPM,RAGHAVAPURAM,NSG6,SCR,SC,Telangana,9899,584413,https://railway-stations-classification.pages.dev/
RGQ,Raigarh Road,NSG6,NWR,AII,Gujrat,3220,154000,https://railway-stations-classification.pages.dev/
RGS,RINGUS,NSG3,NWR,JAIPUR,Rajasthan,4545422,690477827,https://railway-stations-classification.pages.dev/
RGT,Rajghat,NSG6,SER,KGP,Odisha,101608,3554810,https://railway-stations-classification.pages.dev/
RGU,Ragaul,NSG5,NCR,JHS,Uttar Pradesh,426894,30680639,https://railway-stations-classification.pages.dev/
RGV,Raghopur,NSG6,ECR,SPJ,Bihar,65822,1592926,https://railway-stations-classification.pages.dev/
RHE,Rakhamines,NSG6,SER,KGP,Jharkhand,212873,5289378,https://railway-stations-classification.pages.dev/
RHG,RAJGARH,NSG5,NWR,JAIPUR,Rajasthan,889058,47810488,https://railway-stations-classification.pages.dev/
RHI,RAKHI HALT,NSG6,,JU,Rajasthan,16257,723345,https://railway-stations-classification.pages.dev/
RHMA,RAHAMA,NSG6,ECoR,KUR,Odisha,141562,4789915,https://railway-stations-classification.pages.dev/
RHN,Roshanpur,NSG6,NER,IZN,Uttar Pradesh,468052,6864165,https://railway-stations-classification.pages.dev/
RHR,Rajhura,NSG6,ECR,DHN,Jharkhand,90348,1268935,https://railway-stations-classification.pages.dev/
RHU,RAHON,NSG6,NR,FZR,Punjab,0,0,https://railway-stations-classification.pages.dev/
RIG,Raigarh,NSG3,SECR,BSP,Chhattisgarh,1741060,373947901,https://railway-stations-classification.pages.dev/
RIGA,Riga,NSG6,ECR,SPJ,Bihar,95266,3635894,https://railway-stations-classification.pages.dev/
RIKA,RATIKHEDA,NSG6,WCR,BPL,Madhya Pradesh,3697,173550,https://railway-stations-classification.pages.dev/
RIM,Rajim Jn,NSG6,SECR,R,Chhattisgarh,0,0,https://railway-stations-classification.pages.dev/
RJA,Rajnagar,NSG5,ECR,SPJ,Bihar,215362,21008267,https://railway-stations-classification.pages.dev/
RJG,RAJGRAM,NSG5,ER,HWH,West Bengal,271445,15701073,https://railway-stations-classification.pages.dev/
RJGR,RAJATH GARH,NSG6,ECoR,KUR,Odisha,29509,633660,https://railway-stations-classification.pages.dev/
RJI,Rajawari,NSG6,NER,BSB,Uttar Pradesh,31661,500155,https://railway-stations-classification.pages.dev/
RJK,RAJA-KA-SAHASPUR JN,NSG5,NR,MB,Uttar Pradesh,296178,10005923,https://railway-stations-classification.pages.dev/
RJL,RAJMAHAL,NSG5,ER,MALDA,Jharkhand,89079,4751300,https://railway-stations-classification.pages.dev/
RJN,Rajnandgaon,NSG3,SECR,NGP,Chhattisgarh,1326971,233095828,https://railway-stations-classification.pages.dev/
RJO,Rajendra Pul,NSG6,ECR,DNR,Bihar,76523,4067091,https://railway-stations-classification.pages.dev/
RJP,RAZAMPETA,NSG5,SCR,GTL,Andhra Pradesh,363227,53099230,https://railway-stations-classification.pages.dev/
RJPB,Rajendra Nagar,NSG2,ECR,DNR,Bihar,5291511,1534834561,https://railway-stations-classification.pages.dev/
RJPM,Rajapalayam,NSG4,SR,MDU,Tamil Nadu,759526,115013973,https://railway-stations-classification.pages.dev/
RJQ,Rajendranagar,NSG6,WR,RATLAM,Madhya Pradesh,190608,6499270,https://railway-stations-classification.pages.dev/
RJR,RAJALDESAR,NSG5,NWR,BKN,Rajasthan,196915,14319075,https://railway-stations-classification.pages.dev/
RJS,RAJIYASAR,NSG6,NWR,BKN,Rajasthan,24081,1131350,https://railway-stations-classification.pages.dev/
RJT,Rajkot,NSG2,WR,RAJKOT,Gujarat,3554638,1756828081,https://railway-stations-classification.pages.dev/
RJU,Rajula City,NSG6,WR,BHAVNAGAR,Gujarat,0,0,https://railway-stations-classification.pages.dev/
RJW,Rajewadi,NSG6,CR,PUNE,Maharashtra,521,16670,https://railway-stations-classification.pages.dev/
RJY,RAJAHMUNDRY,NSG2,SCR,BZA,Andhra Pradesh,4309002,1415605910,https://railway-stations-classification.pages.dev/
RK,ROORKEE,NSG3,NR,MB,Uttarakhand,1655028,335621868,https://railway-stations-classification.pages.dev/
RKB,RAI KA BAGH PALACE,NSG5,NWR,JU,Rajasthan,723911,67144952,https://railway-stations-classification.pages.dev/
RKD,Rukdi,NSG6,CR,PUNE,Maharashtra,316020,1654970,https://railway-stations-classification.pages.dev/
RKH,Rakhial,NSG6,WR,AHMEDABAD,Gujarat,61083,604425,https://railway-stations-classification.pages.dev/
RKI,Ramkanali,NSG6,SER,ADRA,West Bengal,386437,3793385,https://railway-stations-classification.pages.dev/
RKJE,Rakhitpur,NSG6,ECR,DHN,Jharkhand,47261,439025,https://railway-stations-classification.pages.dev/
RKK,RATANGARH KANAKWAL,NSG6,NWR,BKN,Punjab,11556,268235,https://railway-stations-classification.pages.dev/
RKL,Ramkola,NSG6,NER,BSB,Uttar Pradesh,89670,6285031,https://railway-stations-classification.pages.dev/
RKM,RAJA-KI-MANDI,NSG4,NCR,AGC,Uttar Pradesh,803966,108311610,https://railway-stations-classification.pages.dev/
RKMP,RANI KAMALAPATI,NSG2,WCR,BPL,Madhya Pradesh,4699032,1819859092,https://railway-stations-classification.pages.dev/
RKN,RatiKaNagla,NSG6,NER,IZN,Uttar Pradesh,208990,5870740,https://railway-stations-classification.pages.dev/
RKSH,RISHIKESH,NSG4,NR,MB,Uttarakhand,572029,121126642,https://railway-stations-classification.pages.dev/
RKSN,Rajkharsawan,NSG5,SER,CKP,Jharkhand,392038,14244577,https://railway-stations-classification.pages.dev/
RKZ,RAJKIAWAS,NSG6,NWR,JU,Rajasthan,593,27205,https://railway-stations-classification.pages.dev/
RLA,Rajula Jn,NSG5,WR,BHAVNAGAR,Gujarat,72756,20926720,https://railway-stations-classification.pages.dev/
RLK,ROHAL KHURD,NSG6,WCR,KOTA,Madhya Pradesh,3337,163140,https://railway-stations-classification.pages.dev/
RLL,REGADIPALLI,NSG6,SCR,GTL,Andhra Pradesh,1358,61595,https://railway-stations-classification.pages.dev/
RLO,RAYALCHERUVU,NSG6,SCR,GTL,Andhra Pradesh,17744,1155135,https://railway-stations-classification.pages.dev/
RLP,HARLAPUR,NSG6,SWR,UBL,Karnataka,14185,220750,https://railway-stations-classification.pages.dev/
RLR,Railaroad,NSG6,NWR,AII,Rajasthan,23491,1457000,https://railway-stations-classification.pages.dev/
RLS,ROMANA ALBEL SINGH,NSG6,NR,FZR,Punjab,15984,355787,https://railway-stations-classification.pages.dev/
RMA,RAMGANJ MANDI,NSG4,WCR,KOTA,Rajasthan,958709,92601835,https://railway-stations-classification.pages.dev/
RMB,RAMPURA BERI,NSG6,NWR,BKN,Rajasthan,157150,7925050,https://railway-stations-classification.pages.dev/
RMC,RAM CHAURA ROAD,NSG6,NR,LKO,Uttar Pradesh,40534,3330230,https://railway-stations-classification.pages.dev/
RMD,Ramanathapuram,NSG3,SR,MDU,Tamil Nadu,1081990,290754416,https://railway-stations-classification.pages.dev/
RMF,Ramna,NSG6,ECR,DHN,Jharkhand,84833,6416038,https://railway-stations-classification.pages.dev/
RMGM,RAMANAGARAM,NSG4P,SWR,SBC,Karnataka,2482885,73973013,https://railway-stations-classification.pages.dev/
RMH,RANGMAHAL,NSG6,,BKN,Rajasthan,14249,525290,https://railway-stations-classification.pages.dev/
RMJK,RAMNAGAR ROAD (J&K),NSG6,NR,FZR,Jammu And Kashmir,92629,9980155,https://railway-stations-classification.pages.dev/
RMM,Rameswaram,NSG3,SR,MDU,Tamil Nadu,514,351385,https://railway-stations-classification.pages.dev/
RMN,RAMAN,NSG5,NWR,BKN,Punjab,324198,10556230,https://railway-stations-classification.pages.dev/
RMNP,RAMANNAPET,NSG6,SCR,GNT,Telangana,24849,1922645,https://railway-stations-classification.pages.dev/
RMNR,RAHMATNAGAR,NSG6,NR,LKO,Uttar Pradesh,1383,61785,https://railway-stations-classification.pages.dev/
RMO,Ramakona,NSG6,SECR,NGP,Madhya Pradesh,21926,665281,https://railway-stations-classification.pages.dev/
RMP,Rahimatpur,NSG6,CR,PUNE,Maharashtra,40105,4274538,https://railway-stations-classification.pages.dev/
RMPB,Rampur Bazar,NSG6,NFR,KIR,West Bengal,23562,2367302,https://railway-stations-classification.pages.dev/
RMR,Ramnagar,NSG5,NER,IZN,Uttarakhand,674873,72514343,https://railway-stations-classification.pages.dev/
RMRB,Ramnagar bengal,NSG6,SER,KGP,West Bengal,151885,6919165,https://railway-stations-classification.pages.dev/
RMSR,RAMSINGHPUR,NSG6,NWR,BKN,Rajasthan,89186,3812510,https://railway-stations-classification.pages.dev/
RMT,Ramgarh Cantt,NSG5,SER,RNC,Jharkhand,147677,38756738,https://railway-stations-classification.pages.dev/
RMU,RAMPUR,NSG3,NR,MB,Uttar Pradesh,1360138,237465726,https://railway-stations-classification.pages.dev/
RMV,RAMAVARAPPADU,NSG5,SCR,BZA,Andhra Pradesh,377858,11953229,https://railway-stations-classification.pages.dev/
RMY,RUKMAPUR,NSG6,SCR,SC,Telangana,22819,742695,https://railway-stations-classification.pages.dev/
RNA,ROHANA KALAN,NSG6,NR,DLI,Uttar Pradesh,35363,1432640,https://railway-stations-classification.pages.dev/
RNB,RANPURA,NSG6,NCR,AGC,Rajasthan,0,0,https://railway-stations-classification.pages.dev/
RNBT,RAHENBATA,NSG6,ECoR,SBP,Odisha,19700,1228305,https://railway-stations-classification.pages.dev/
RNC,Ranchi,NSG2,SER,RNC,Jharkhand,7689423,2738574942,https://railway-stations-classification.pages.dev/
RNE,RANJANI,NSG6,SCR,NED,Maharashtra,102583,4174826,https://railway-stations-classification.pages.dev/
RNG,RANIGANJ,NSG4,ER,ASN,West Bengal,2630721,131012710,https://railway-stations-classification.pages.dev/
RNH,Runkhera,NSG6,WR,RATLAM,Madhya Pradesh,34362,1167967,https://railway-stations-classification.pages.dev/
RNI,Rangapani,NSG6,NFR,KIR,West Bengal,5263,346375,https://railway-stations-classification.pages.dev/
RNJ,Runija,NSG6,WR,RATLAM,Madhya Pradesh,95914,3582875,https://railway-stations-classification.pages.dev/
RNJD,Ranjangaon Road,NSG6,CR,PUNE,Maharashtra,4213,335110,https://railway-stations-classification.pages.dev/
RNKA,RUNKUTA,NSG6,NCR,AGC,Uttar Pradesh,2559,102855,https://railway-stations-classification.pages.dev/
RNL,Ranala,NSG6,WR,MUMBAI,Maharashtra,7183,428682,https://railway-stations-classification.pages.dev/
RNN,RAJANKUNTI,NSG6,SWR,SBC,Karnataka,77897,1182980,https://railway-stations-classification.pages.dev/
RNO,Ranoli,NSG6,WR,VADODARA,Gujarat,16835,254140,https://railway-stations-classification.pages.dev/
RNPR,RUPNARAYANPUR,NSG6,ER,ASN,West Bengal,155976,3092075,https://railway-stations-classification.pages.dev/
RNQ,Renukut,NSG4,ECR,DHN,Uttar Pradesh,398195,111054565,https://railway-stations-classification.pages.dev/
RNR,Ranibennur,NSG5,SWR,MYS,Karnataka,619416,73828083,https://railway-stations-classification.pages.dev/
RNRD,Ranipur Road,NSG6,NCR,JHS,Uttar Pradesh,70672,4504600,https://railway-stations-classification.pages.dev/
RNT,RANTHAMBHOR,NSG6,WCR,KOTA,Rajasthan,4456,206255,https://railway-stations-classification.pages.dev/
RNTL,Ranital,NSG6,SER,KGP,Odisha,32003,1586909,https://railway-stations-classification.pages.dev/
RNV,RANIWARA,NSG5,NWR,JU,Rajasthan,416962,52668418,https://railway-stations-classification.pages.dev/
RNW,RENWAL,NSG5,NWR,JAIPUR,Rajasthan,173298,14135364,https://railway-stations-classification.pages.dev/
RNX,Ranipatra,NSG6,NFR,KIR,Bihar,37930,983805,https://railway-stations-classification.pages.dev/
RNY,Rangiya Jn,NSG3,NFR,RNY,Assam,1677479,354131448,https://railway-stations-classification.pages.dev/
ROA,Rosera Ghat,NSG5,ECR,SPJ,Bihar,540982,42010391,https://railway-stations-classification.pages.dev/
ROB,Robertson,NSG6,SECR,BSP,Chhattisgarh,41004,1547240,https://railway-stations-classification.pages.dev/
ROHA,Roha,NSG5,CR,BB,Maharashtra,733944,36150071,https://railway-stations-classification.pages.dev/
ROK,ROHTAK JN,NSG3,NR,DLI,Haryana,5220569,308059205,https://railway-stations-classification.pages.dev/
ROL,Rajoli,NSG6,SECR,NGP,Maharashtra,29108,1060977,https://railway-stations-classification.pages.dev/
ROP,Rupsa,NSG5,SER,KGP,Odisha,266561,12521884,https://railway-stations-classification.pages.dev/
RORA,Rora,NSG6,NCR,JHS,Uttar Pradesh,18312,978445,https://railway-stations-classification.pages.dev/
ROS,Rajosi,NSG6,NWR,AII,Rajasthan,3212,100000,https://railway-stations-classification.pages.dev/
ROU,Rourkela,NSG2,SER,CKP,Odisha,3238643,1006810827,https://railway-stations-classification.pages.dev/
ROZA,ROZA JN,NSG6,NR,MB,Uttar Pradesh,22517,1965426,https://railway-stations-classification.pages.dev/
RPAN,Rangapara North,NSG4,NFR,RNY,Assam,603756,191225638,https://railway-stations-classification.pages.dev/
RPAR,ROOP NAGAR,NSG5,NR,UMB,Punjab,366232,48639512,https://railway-stations-classification.pages.dev/
RPD,Rupaund,NSG6,SECR,BSP,Madhya Pradesh,8646,453705,https://railway-stations-classification.pages.dev/
RPGU,Rasulpur gogamau,NSG6,NCR,JHS,Uttar Pradesh,3524,124480,https://railway-stations-classification.pages.dev/
RPH,RAMPUR HAT,NSG3,ER,HWH,West Bengal,4328945,422328461,https://railway-stations-classification.pages.dev/
RPHR,RAIPUR HARYANA,NSG6,NR,UMB,Haryana,24608,804065,https://railway-stations-classification.pages.dev/
RPI,Rupaheli,NSG6,,AII,Rajasthan,4491,369000,https://railway-stations-classification.pages.dev/
RPJ,RAJPURA JN,NSG4,NR,UMB,Punjab,1284815,196310089,https://railway-stations-classification.pages.dev/
RPMN,RAMPUR MANIHARAN,NSG6,NR,DLI,Uttar Pradesh,129658,6004226,https://railway-stations-classification.pages.dev/
RPO,Rawatpur,NSG5,NER,IZN,Uttar Pradesh,1046206,60550976,https://railway-stations-classification.pages.dev/
RPR,Raghunathpur,NSG5,ECR,DNR,Bihar,275794,18005130,https://railway-stations-classification.pages.dev/
RPRD,RUPRA ROAD,NSG6,ECoR,SBP,Odisha,60198,4035866,https://railway-stations-classification.pages.dev/
RPUR,RATANPUR,NSG6,ER,MALDA,Bihar,46741,1803025,https://railway-stations-classification.pages.dev/
RPV,Rajapatti,NSG6,NER,BSB,Bihar,98330,4062501,https://railway-stations-classification.pages.dev/
RPZ,Ranapratap Ngr,NSG5,NWR,AII,Rajasthan,697891,65439000,https://railway-stations-classification.pages.dev/
RQJ,Raninagar Jalpaiguri,NSG6,NFR,KIR,West Bengal,29070,279455,https://railway-stations-classification.pages.dev/
RQP,RADHA KISHOREPUR,NSG6,ECoR,KUR,Odisha,27712,578440,https://railway-stations-classification.pages.dev/
RRB,Birur,NSG4,SWR,MYS,Karnataka,797709,110445504,https://railway-stations-classification.pages.dev/
RRI,Rahuri,NSG6,CR,PUNE,Maharashtra,8391,660285,https://railway-stations-classification.pages.dev/
RRL,Rewral,NSG6,SECR,NGP,Maharashtra,23999,785126,https://railway-stations-classification.pages.dev/
RRME,Ranchi Road,NSG5,ECR,DHN,Jharkhand,150459,13787986,https://railway-stations-classification.pages.dev/
RRP,Rairangpur,NSG6,SER,CKP,Odisha,80042,2129058,https://railway-stations-classification.pages.dev/
RRS,RAGHU RAJ SINGH,NSG6,NR,LKO,Uttar Pradesh,72240,9186878,https://railway-stations-classification.pages.dev/
RRU,Rayaru,NSG6,NCR,JHS,Madhya Pradesh,2069,88570,https://railway-stations-classification.pages.dev/
